variavel,importancia
feat_5,0.6341820946850908
feat_3,0.2087993115609356
feat_2,0.04995488269665835
feat_6,0.034670898791995225
feat_1,0.03268739909945953
feat_4,0.020750004425090427
feat_0,0.0121592029377593
feat_7,0.006796205803010779
