,SQ,Ano,EstagioClusterizacao,Predicted_Class,Class_0_Prob,Class_1_Prob,Class_2_Prob,Class_3_Prob
18789,101472,2025,1,1,0.00024218482,0.9799375,0.019820329,1.1344268e-09
18790,101473,2025,1,1,0.0003019766,0.9473027,0.052395333,5.8522326e-10
18791,101474,2025,1,1,0.0012054504,0.9981762,0.00061837153,2.6022702e-12
18792,101475,2025,1,1,0.000847612,0.9189863,0.080166094,2.3533717e-10
18793,101476,2025,2,2,3.2366977e-05,0.025061417,0.97490615,5.479606e-09
18794,101477,2025,2,2,2.0903184e-05,0.014423967,0.98555505,2.444735e-08
18795,101478,2025,2,2,2.5822821e-05,0.020894168,0.9790799,1.2360313e-07
18796,101479,2025,1,1,0.0011258487,0.90300506,0.0958691,3.5183977e-08
18797,101480,2025,2,1,0.00061024615,0.5455595,0.45383012,1.2227622e-07
18798,101481,2025,1,1,0.0011371815,0.917628,0.0812349,2.0133601e-08
18799,101482,2025,1,1,0.006703227,0.99203557,0.0012611739,1.5878333e-09
18800,101483,2025,1,1,0.0021898774,0.99604803,0.0017620318,4.1385017e-11
18801,101484,2025,1,1,0.0014017803,0.98576736,0.012830929,1.5027612e-10
18802,101485,2025,0,0,0.9821593,0.017840667,5.346556e-11,8.691664e-12
18803,101486,2025,1,1,0.0005726354,0.9321648,0.06726257,6.9778056e-10
18804,101490,2025,1,1,0.0006378772,0.9955713,0.0037907888,5.3549126e-08
18805,101491,2025,1,1,0.00028842204,0.9939067,0.0058049606,8.50237e-09
18806,101492,2025,1,1,0.00027513492,0.9569578,0.042767055,6.366449e-09
18807,101493,2025,1,1,0.0004189162,0.99790025,0.0016808112,2.4753004e-09
18808,101494,2025,1,1,0.00043503699,0.9965436,0.003021357,1.3917624e-09
18809,101495,2025,1,1,0.00064418395,0.99930143,5.4424054e-05,4.8921023e-09
18810,101496,2025,0,0,0.75595397,0.24404599,4.8049147e-09,2.0470216e-11
18811,101497,2025,1,1,0.007404364,0.99259526,3.674869e-07,1.7330433e-09
18812,101498,2025,0,0,0.99980694,0.00019303345,3.2970011e-12,2.3740391e-12
18813,101499,2025,0,0,0.999925,7.494679e-05,1.315575e-12,8.060041e-12
18814,101500,2025,1,1,0.0004662003,0.9990695,0.00046428465,2.306834e-08
18815,101501,2025,1,1,0.00042325107,0.99911886,0.00045791615,1.310634e-08
18816,101504,2025,0,0,0.51322436,0.4867756,8.784826e-09,2.4904322e-11
18817,101508,2025,1,1,0.0054302504,0.9945581,1.1679946e-05,7.336089e-11
18818,101509,2025,1,1,0.012524441,0.9874723,3.2654325e-06,4.421149e-11
18819,101511,2025,1,1,0.0022143102,0.99773383,5.1829316e-05,1.7229675e-10
18820,101512,2025,1,1,0.0048473333,0.99514055,1.21426965e-05,6.404021e-11
18821,101513,2025,1,1,0.01669716,0.9833008,2.0036102e-06,3.3588007e-11
18822,101514,2025,1,1,0.00059476984,0.99875546,0.0006498086,1.3930694e-10
18823,101516,2025,1,1,0.0061754184,0.99382126,3.253748e-06,2.3003963e-11
18824,101517,2025,1,1,0.007959352,0.9920365,4.1449366e-06,3.492129e-11
18825,101518,2025,0,1,0.38763002,0.6123699,3.2168668e-08,3.9083972e-11
18826,101520,2025,1,1,0.00030992852,0.9969001,0.0027900646,9.637511e-09
18827,101521,2025,0,1,0.25645375,0.7435461,6.07518e-08,3.499113e-11
18828,101522,2025,0,0,0.52160037,0.4783996,1.47118e-08,2.8847588e-11
18829,101525,2025,1,1,0.0007855933,0.9991972,1.7206448e-05,1.7428837e-09
18830,101526,2025,1,1,0.0006052303,0.99938846,6.2576487e-06,9.741761e-10
18831,101528,2025,1,1,0.0003322212,0.6972926,0.30237243,2.76757e-06
18832,101529,2025,2,2,2.6865742e-05,0.03676413,0.9632046,4.335369e-06
18833,101531,2025,1,1,0.0024051764,0.98130405,0.01629073,4.997302e-08
18834,101532,2025,0,1,0.46776834,0.5322316,2.0729583e-08,1.5607574e-11
18835,101533,2025,0,0,0.54049236,0.45950764,2.210915e-09,6.41876e-13
18836,101535,2025,0,1,0.19612077,0.803879,2.0573519e-07,7.270471e-11
18837,101536,2025,0,0,0.5567209,0.4432791,3.482091e-08,8.5563494e-11
18838,101537,2025,0,0,0.8461214,0.15387861,4.6853263e-09,6.3951164e-11
18839,101538,2025,0,0,0.6141033,0.38589665,4.750405e-08,1.3777543e-10
18840,101539,2025,0,0,0.6154863,0.3845137,3.2233118e-08,1.0175162e-10
18841,101540,2025,0,0,0.80760163,0.19239835,8.709647e-09,8.230737e-11
18842,101541,2025,0,0,0.8279963,0.17200367,9.182824e-09,9.983872e-11
18843,101542,2025,0,0,0.6885178,0.31148216,1.608264e-08,7.746374e-11
18844,101543,2025,1,1,0.0036284875,0.9963697,1.8467535e-06,1.532886e-09
18845,101545,2025,0,0,0.52546346,0.47453597,3.6608782e-07,2.3018602e-07
18846,101546,2025,0,1,0.18418083,0.8158184,6.41718e-07,8.049004e-08
18847,101547,2025,1,1,0.00043423203,0.9988728,0.0006929165,7.241376e-09
18848,101548,2025,1,1,0.0021524064,0.99780065,4.691289e-05,3.6459719e-10
18849,101549,2025,1,1,0.0008920402,0.99884003,0.0002679811,1.5099882e-09
