accuracy,balanced_accuracy,recall_macro,f1_macro,kappa,mcc,auc_macro_ovr,auc_micro_ovr,pseudo_r2_mcfadden,pseudo_r2_tjur_macro
0.971889854122275,0.9540561845406934,0.9540561845406934,0.8939112103907293,0.8741866963934742,0.879380848938381,0.9984400586843755,0.9992122924302423,0.8407684564590454,0.917470708489418
