variavel,importancia
feat_5,0.8320736450107152
feat_3,0.039542391741854255
feat_1,0.033674262106079676
feat_2,0.026326279954240788
feat_4,0.025404986582734875
feat_6,0.020185733317687575
feat_0,0.013098408592554765
feat_7,0.009694292694132925
