accuracy,balanced_accuracy,recall_macro,f1_macro,kappa,mcc,auc_macro_ovr,auc_micro_ovr,pseudo_r2_mcfadden,pseudo_r2_tjur_macro
0.9800988908922035,0.9492734733059964,0.9492734733059964,0.9063811353039428,0.9081375712663697,0.9106058876284727,0.9988418142410241,0.9995465554939564,0.8818217515945435,0.9227823168039322
