,SQ,Ano,EstagioClusterizacao,Predicted_Class,Class_0_Prob,Class_1_Prob,Class_2_Prob,Class_3_Prob
19614,106257,2025,0,0,0.99946076,0.0005392509,1.4908884e-12,6.7514397e-12
19615,106258,2025,0,0,0.9999721,2.7929698e-05,4.489604e-16,6.013446e-14
19616,106260,2025,0,0,0.9995869,0.00041317925,1.2056095e-12,7.329487e-12
19617,106261,2025,0,0,0.99950945,0.00049056555,1.661239e-12,7.786103e-12
19618,106262,2025,0,0,0.99972564,0.00027430398,2.5733116e-13,2.032651e-12
19619,106271,2025,0,0,0.9615346,0.038465325,2.7203982e-11,5.300385e-12
19620,106272,2025,0,0,0.98391694,0.01608307,7.33557e-12,2.7405376e-12
19621,106274,2025,0,0,0.99388665,0.006113402,2.092076e-12,1.967998e-12
19622,106275,2025,0,0,0.99300545,0.0069945795,4.7934157e-12,3.08907e-12
19623,106276,2025,0,0,0.98349035,0.01650971,1.029104e-11,3.1235878e-12
19624,106279,2025,0,0,0.99946874,0.000531277,4.5167011e-13,2.6636735e-12
19625,106280,2025,0,0,0.99973947,0.0002605556,2.1882745e-13,2.3120466e-12
19626,106281,2025,0,0,0.99944144,0.00055854995,1.1027854e-12,5.305737e-12
19627,106287,2025,0,0,0.9997203,0.00027969023,6.423922e-13,5.2284657e-12
19628,106288,2025,0,0,0.999716,0.0002839846,3.3108967e-13,3.0222183e-12
19629,106289,2025,0,0,0.9999372,6.278655e-05,1.3880747e-14,3.3118565e-13
19630,106290,2025,0,0,0.9999957,4.268888e-06,8.933654000000001e-17,5.1333646e-14
19631,106291,2025,0,0,0.9715679,0.028432006,3.7352857e-11,5.2172394e-12
19632,106292,2025,0,0,0.9999566,4.334532e-05,9.222826e-16,8.330263e-14
19633,106293,2025,0,0,0.7364302,0.26356977,9.151583e-10,3.1020846e-11
19634,106294,2025,0,0,0.999642,0.0003580156,3.113904e-13,1.9310207e-12
19635,106295,2025,0,0,0.99950254,0.0004974152,1.1110468e-12,5.4688793e-12
19636,106329,2025,1,1,0.007499435,0.99249953,1.0201555e-06,5.508285e-10
19637,106331,2025,1,1,0.0017911707,0.9982072,1.6706192e-06,1.0569216e-09
19638,106337,2025,0,0,0.9941354,0.005864571,5.739804e-12,3.993867e-12
19639,106338,2025,0,0,0.99572134,0.004278623,4.9748747e-12,4.3971497e-12
19640,106339,2025,0,0,0.5947771,0.40522286,4.4666106e-09,4.1306358e-11
19641,106343,2025,0,0,0.99999595,4.007631e-06,1.1236862000000002e-16,6.126585e-14
19642,106344,2025,0,0,0.9999974,2.6529387e-06,1.1364132000000002e-16,7.7322534e-14
19643,106346,2025,0,0,0.99985754,0.00014241271,1.1341032e-14,3.330774e-13
19644,106347,2025,0,0,0.9999852,1.47903065e-05,3.0973621e-15,3.9588564e-13
19645,106348,2025,0,0,0.9999883,1.1715651e-05,5.510149400000001e-16,1.2132247e-13
19646,107001,2025,0,0,0.99999714,2.8403872e-06,2.9353215e-16,5.7334224e-14
19647,107002,2025,0,0,0.9999949,5.130058e-06,6.8156014e-16,8.3859006e-14
19648,107003,2025,0,0,0.9997608,0.00023915111,1.2181567e-12,5.90097e-12
19649,107004,2025,0,0,0.9994204,0.0005796247,2.7703456e-12,6.9421287e-12
19650,107005,2025,0,0,0.7516622,0.24833772,6.2998225e-08,3.6749095e-10
19651,107006,2025,0,1,0.30406937,0.6959305,1.9059947e-07,2.914773e-10
19652,107007,2025,0,0,0.99999654,3.488327e-06,5.3529835e-16,7.972493e-14
19653,107008,2025,0,0,0.9999944,5.557927e-06,1.8686133e-15,1.8668162e-13
19654,107009,2025,0,0,0.99999595,4.0522086e-06,1.0436461e-15,1.2977999e-13
19655,107010,2025,1,1,0.03809413,0.9619042,1.6732396e-06,1.2148606e-10
19656,107011,2025,0,0,0.99999535,4.641214e-06,1.5505493e-15,1.6953633e-13
19657,107012,2025,0,0,0.99999523,4.81193e-06,1.7943167e-15,1.7467592e-13
19658,107013,2025,0,0,0.9999949,5.1039747e-06,2.2193557e-15,2.0959224e-13
19659,107014,2025,0,0,0.99999475,5.2329556e-06,2.2617302e-15,2.2204249e-13
19660,107015,2025,0,0,0.99999404,5.9199247e-06,3.6695797e-15,2.788676e-13
19661,107016,2025,0,0,0.9999933,6.618322e-06,6.343993e-15,4.0799243e-13
19662,107017,2025,0,0,0.9999944,5.5848654e-06,3.030653e-15,2.5098773e-13
19663,107018,2025,0,0,0.99999344,6.6095367e-06,7.6313865e-15,4.686676e-13
19664,107019,2025,0,0,0.99999213,7.839141e-06,5.8447768e-15,3.4505108e-13
19665,107020,2025,0,0,0.9999912,8.839432e-06,7.471329e-15,4.2932435e-13
19666,107021,2025,0,0,0.9999889,1.1050562e-05,1.3118088e-14,5.448938e-13
19667,107022,2025,0,0,0.99998736,1.2645997e-05,1.5070925e-14,6.7670885e-13
