cluster,densidade_hec_mean,densidade_hec_median,densidade_hec_std,densidade_hec_min,densidade_hec_max,Startups_mean,Startups_median,Startups_std,Startups_min,Startups_max,UsoeOcupacao_mean,UsoeOcupacao_median,UsoeOcupacao_std,UsoeOcupacao_min,UsoeOcupacao_max,EconomiaUrbana_mean,EconomiaUrbana_median,EconomiaUrbana_std,EconomiaUrbana_min,EconomiaUrbana_max,Inovacao_mean,Inovacao_median,Inovacao_std,Inovacao_min,Inovacao_max,MobilidadeUrbana_mean,MobilidadeUrbana_median,MobilidadeUrbana_std,MobilidadeUrbana_min,MobilidadeUrbana_max
0,-0.30815503470716615,-0.427191782871706,0.7805346750518443,-1.3326029434425026,2.5,-0.5151650549526212,-0.736911325725062,0.6216672502072973,-1.0822475654551884,2.5201268190469945,-1.100305341136783,-1.0155017081730706,1.4468835904920005,-5.4260718115507816,3.279948418491192,-0.224613174375187,-0.6699313908898705,1.2318137558942903,-1.4251335930837383,4.689879672310556,-0.35446735442279176,-0.5098110757281311,0.6517310160018691,-1.0879108681221064,2.5309857686450674,-2.997354317336834,-2.956583187581866,1.2391376887291956,-5.946590668589271,1.39570089557668
1,0.04766999114109521,-0.055574621509137,0.8091452684091376,-1.3326029434425026,2.5,0.22430812996968857,0.0343734624894092,0.9305697151028034,-1.0822475654551884,2.5201268190469945,0.6019775889239403,0.6639753995299216,1.1452789001776487,-5.402704664446103,3.709253471672248,-0.8295942980511571,-1.1851758123213525,0.7675995342925267,-1.4251335930837383,3.4022978847983607,0.014802140830212474,-0.1636129381087733,0.7975456085130239,-1.083677996295303,2.5309857686450674,0.13874664911312223,0.1750377601503751,1.3158192035119247,-3.944675188698705,2.824610173676733
2,0.262160416936753,0.1685938353855291,0.9029886115762202,-1.3326029434425026,2.5,0.42892431977768875,0.1898611862642544,0.99842949771674,-1.0822475654551884,2.5201268190469945,0.6769217420387809,0.8350474036030644,1.1620609982343544,-5.013507944515037,3.390381339544013,-0.32506502368646045,-1.0759345706611043,1.52459895952654,-1.421827492764444,5.912821191779978,0.47234993689258,0.3117131389061187,0.9334941671255008,-1.083677996295303,2.5309857686450674,4.903879470577907,4.623582126317457,1.9343329674238952,2.176286791688628,10.116892581253138
3,-0.09720904759792937,-0.210961530715882,0.8717268886818378,-1.3326029434425026,2.5,-0.2517940801039977,-0.5630305646999628,0.8615673428494074,-1.0822475654551884,2.298788769773315,-0.6717840040126932,-0.5656578916968691,1.6251044982885983,-5.617177203775333,3.4822474817340856,6.772966983935342,6.829214857477596,2.3914061133022964,2.5419732020999835,10.796442427672163,0.2180009939911923,-0.1165043257385233,1.0404552924211172,-1.0757374563769926,2.5309857686450674,-0.5436621744606107,-0.707093669881248,2.592107437913058,-5.788816776425854,9.42922214076584
