epoch,val_loss,val_accuracy,accuracy,balanced_accuracy,recall_macro,f1_macro,kappa,mcc,auc_macro_ovr,auc_micro_ovr,pseudo_r2_mcfadden,pseudo_r2_tjur_macro
22,0.1258489191532135,0.9663930535316467,0.9663930352521808,0.9505120037869601,0.9505120037869601,0.8711805743140254,0.8515650710089646,0.8577978521104671,0.9972485009895055,0.9987139248263528,0.7966703325510025,0.9023129940032959
23,0.12939982116222382,0.9602234959602356,0.9602234751760895,0.9634161781508299,0.9634161781508299,0.8632959868987595,0.8278595652772927,0.8362564194636326,0.9976162519537402,0.9986544866302876,0.7885981798171997,0.9213243126869202
24,0.13304521143436432,0.9608747363090515,0.9608747065174548,0.9648111673594262,0.9648111673594262,0.8639889810589966,0.8304568666623684,0.8386932767351726,0.9973902173975447,0.9985625054877102,0.7800038307905197,0.9180363714694977
25,0.13936205208301544,0.9588524699211121,0.958852461825847,0.9585466118759602,0.9585466118759602,0.8560426432789222,0.822606783471121,0.8314413691346134,0.9971402249335044,0.9984358526637315,0.7676329910755157,0.9124812334775925
26,0.11214470118284225,0.9674727320671082,0.9674727082654967,0.9664316204079508,0.9664316204079508,0.8836621074145673,0.8564414958947228,0.8627786449961611,0.9982791644448267,0.9990405103421506,0.8224652111530304,0.9250988066196442
27,0.11288278549909592,0.9681753516197205,0.968175352607496,0.9514634817755192,0.9514634817755192,0.8722729984098192,0.8584343575291833,0.8639074596122115,0.9979823345294002,0.9989959083826937,0.8153386265039444,0.9144362509250641
28,0.12071578204631805,0.9642679691314697,0.9642679645593049,0.945717977876198,0.945717977876198,0.8664415389135136,0.8431578728142594,0.8501513553516592,0.9978582169552448,0.9987960818143395,0.7932542860507965,0.9061034023761749
29,0.12180329859256744,0.9641651511192322,0.9641651385580368,0.940235998695112,0.940235998695112,0.8621311598910217,0.8425984696552312,0.8495244155882191,0.9976393107540171,0.9987632333712666,0.78680120408535,0.9038167744874954
30,0.10528194904327393,0.9688094258308411,0.9688094462819832,0.9555641427836198,0.9555641427836198,0.8791302493958936,0.8613487288541308,0.8669435186076406,0.9981665038471337,0.9990754989743983,0.8213683664798737,0.9197307229042053
31,0.10825535655021667,0.9669243097305298,0.9669243029253998,0.9547365478470637,0.9547365478470637,0.8795052919418622,0.8540721339043407,0.860549598666363,0.9981872009334253,0.9989996907933274,0.8119246959686279,0.9173418283462524
32,0.10863509029150009,0.9672156572341919,0.9672156432623262,0.9548651237414999,0.9548651237414999,0.8767928265977214,0.85507992549463,0.8612980517648732,0.998009603707827,0.9989474847058032,0.8088568150997162,0.9166249930858612
33,0.1128583550453186,0.9658960700035095,0.9658960429127179,0.9450753701832771,0.9450753701832771,0.8689538225845579,0.8495878485712062,0.8560843095914288,0.9977829628982569,0.9988897526108653,0.797342374920845,0.908380314707756
34,0.10878042876720428,0.9653476476669312,0.9653476375726209,0.9472421404903909,0.9472421404903909,0.8687856203639166,0.8475238847814168,0.8542486064502531,0.997917007644387,0.9988978415391154,0.8049615621566772,0.9106179177761078
35,0.10167214274406433,0.9691522121429443,0.9691521996195438,0.9554896283007687,0.9554896283007687,0.881719872675319,0.86283362391982,0.8684508372639862,0.9982197057088171,0.999072335878376,0.820615753531456,0.9191583395004272
36,0.09909570217132568,0.9706774353981018,0.9706774519716885,0.9537133249015389,0.9537133249015389,0.8833646551926048,0.8688923232574068,0.8739512084862221,0.998184288697161,0.9991278414853988,0.825859934091568,0.916570171713829
37,0.10365255177021027,0.9676954746246338,0.9676954979349112,0.9427582180859777,0.9427582180859777,0.8700855605139644,0.8564557401713843,0.8621109245791043,0.997987605303459,0.9990246901138949,0.814866840839386,0.9098993837833405
38,0.10389529913663864,0.9684838056564331,0.9684838306113006,0.9521727869333354,0.9521727869333354,0.8788309229459895,0.8600913973583605,0.8658858073886229,0.9981271226792865,0.9990273584239473,0.8137460947036743,0.9164512306451797
39,0.10125789046287537,0.9688265919685364,0.9688265839488612,0.9481895849059788,0.9481895849059788,0.8780094911026386,0.8613144311095344,0.8668981767944154,0.9981749387777845,0.9990748865127781,0.8191651701927185,0.9134200662374496
40,0.09385351091623306,0.9712258577346802,0.9712258573117856,0.9615287228054192,0.9615287228054192,0.8898623249045132,0.8713736314458854,0.8764472192334344,0.998449825396497,0.9991938932096429,0.8355400711297989,0.9256819188594818
41,0.09884287416934967,0.969460666179657,0.9694606776233483,0.9551382425005881,0.9551382425005881,0.8806152031544602,0.8638755160148003,0.869214976088663,0.998243188900428,0.9991057910559263,0.8235941678285599,0.919292226433754
42,0.09990683943033218,0.9685352444648743,0.9685352436119347,0.9621674653087531,0.9621674653087531,0.8861129049878056,0.8606782349999644,0.8667482061686449,0.9984432386777256,0.9991035810641405,0.820635512471199,0.928575873374939
43,0.10620154440402985,0.9679011702537537,0.9679011499374475,0.9435008629500029,0.9435008629500029,0.8738206943340842,0.8575212323028282,0.863367236047982,0.9980054956660835,0.9989898071645625,0.8057758957147598,0.9092867821455002
44,0.10030948370695114,0.9687066078186035,0.968706620280715,0.9509803696439643,0.9509803696439643,0.8801458770911771,0.8609940904241421,0.8667433290525409,0.9982602232084374,0.9990878614769567,0.8187555968761444,0.9190309643745422
45,0.0987444594502449,0.9694778323173523,0.9694778152902264,0.9436028286862371,0.9436028286862371,0.8768085065485729,0.8637691106273627,0.8690264245013994,0.9981824509108734,0.9991151971290992,0.822203129529953,0.9126372188329697
46,0.09629834443330765,0.9700947999954224,0.9700947712978355,0.9540427316276494,0.9540427316276494,0.8849569212414207,0.8666658611641767,0.87204462308364,0.9983718680494712,0.9991543379887599,0.8276689350605011,0.9207782745361328
47,0.10142383724451065,0.9681068062782288,0.9681068019399839,0.9440736716803111,0.9440736716803111,0.8730956305237534,0.8582187044755932,0.8638636798838485,0.9981408782156982,0.9990578415081321,0.8158785253763199,0.9129576236009598
48,0.09900355339050293,0.969135046005249,0.9691350619526657,0.9497972443678827,0.9497972443678827,0.8807845830863417,0.8626843345501644,0.8682847165039626,0.9982590966344644,0.9991074672975919,0.8212881535291672,0.9171739369630814
49,0.0948815867304802,0.9703004360198975,0.9703004233003719,0.9552139278477771,0.9552139278477771,0.8852298243380985,0.86749363005274,0.8727877191004526,0.9984080377671744,0.9991784560635996,0.8306207358837128,0.9220061600208282
50,0.09832366555929184,0.9688951373100281,0.9712258573117856,0.9615287228054192,0.9615287228054192,0.8898623249045132,0.8713736314458854,0.8764472192334344,0.998449825396497,0.9991938932096429,0.8355400711297989,0.9256819188594818
