Unnamed: 0,SQ,Ano,densidade_hec,ConcentracaoBOs,EstagioClusterizacao,Startups,UsoeOcupacao_1,UsoeOcupacao_2,UsoeOcupacao_3,EconomiaUrbana,Inovacao_1,Inovacao_2,MobilidadeUrbana_1,MobilidadeUrbana_2,MobilidadeUrbana_3,Usolocal_1,Usolocal_2,DinamicaOcupacao,SQ,Ano,EstagioClusterizacao,Predicted_Class,Class_0_Prob,Class_1_Prob,Class_2_Prob,Class_3_Prob
9937,066519,2025,206.267600438765,680.0,0,-3737.14948554985,-75.6178655185823,-85.10186083207361,2009.9309560066968,6344.492614581404,319.4683276697126,-7.350517246380754,-101564.6503539981,17000.913348150556,9066.101505119404,-64.54090966710709,871.0672588129678,-61.72953231181132,066519,2025,0,0,0.9991278,0.0008722591,1.4809886e-13,2.0130239e-10
9938,066521,2025,159.653008079142,2451.0,0,-3870.643098862847,-61.56328706406352,-72.25570486741194,715.2599119228125,8469.948218547233,-8.412110458948064,-9.95101757649276,-1637.5467305393686,-14448.570027915448,30577.201096636683,-55.70686360473176,-570.1994983435422,-61.72410080564642,066521,2025,0,0,0.9972646,0.0027353757,7.943324e-12,2.2499207e-09
9939,066522,2025,159.653008079142,2610.0,0,-3899.026691312527,-61.817879331680096,-72.36668293941932,736.4525575401522,8469.948218547233,31.726142811488216,-9.632671225988831,-1637.546730539354,-14448.57002791547,30577.201096636712,-55.94472127962083,-528.162416946383,-61.723614778856,066522,2025,0,0,0.99725914,0.0027407943,5.4703906e-12,1.8599462e-09
9940,066523,2025,159.653008079142,4118.0,0,-3955.225309880933,-62.02666543533783,-69.10682049641582,759.5924644393763,8469.948218547233,61.91104349193711,-9.3932673608729,-1637.546730539354,-14448.57002791547,30577.201096636712,-56.14712608127681,-487.1387680181672,-58.71023205747054,066523,2025,0,0,0.99670106,0.0032989115,4.6847487e-12,1.5287293e-09
9941,066524,2025,159.653008079142,990.0,0,-3969.369956144581,-61.40759252103926,-71.27454551443918,696.564256972898,8469.948218547233,-45.91071870220799,-10.248428253603889,-1637.5467305393686,-14448.570027915448,30577.201096636683,-55.56758051169713,-598.3809682136443,-60.7274244366131,066524,2025,0,0,0.99529606,0.004703939,1.5774815e-11,2.6423164e-09
9942,066525,2025,214.734287524284,14469.0,1,-4936.038633296788,-58.9393274376057,-66.12580223399905,-12.943836750563603,8469.948218547233,297.3757297660104,-7.525739069523082,-56231.50744783721,1772.3440692455406,22967.484089164263,-59.05744927955503,-43.79020288004244,-60.56768533939928,066525,2025,1,1,0.0009611396,0.9990293,9.415145e-06,1.1745675e-07
9943,066526,2025,200.328856854522,326784.0,1,-5081.425562718648,-62.0680026022449,-65.7473143094901,310.7039454075866,8469.948218547233,408.9255100527601,-6.64101034915403,-56230.30666661382,1777.2211691993723,22967.102991375887,-60.99413088652557,270.4627739819359,-57.08141603261442,066526,2025,1,1,0.016412431,0.98358065,1.4317797e-06,5.535615e-06
9944,066527,2025,85.9225733407707,616.0,0,-3356.419042023793,-62.14436311073507,-69.41264828540369,889.1481036233386,6344.492614581404,-87.78165629899536,-10.58051694930039,-50953.46066238046,-677.9170566961366,28662.072346648783,-55.11631491837419,-633.2667967620179,-59.73865992187004,066527,2025,0,0,0.99949336,0.00050665915,1.0132807e-12,1.5104307e-10
9945,066528,2025,54.4976854119505,4720.0,0,-3207.311138622073,-64.57593607906348,-72.09650413006975,1188.4894200442882,6344.492614581404,50.24501923153957,-9.485793466161178,-50952.022406465,-672.0754281611044,28661.61588036016,-55.88374218173962,-515.1585907861452,-58.72565441411559,066528,2025,0,0,0.9996972,0.00030285039,4.183675e-13,1.00221415e-10
9946,066529,2025,8.40566189082802,24120.0,0,-3499.362844513926,-75.10976030169567,-79.83078377950393,1932.4950562941617,8469.948218547233,-252.37875297978576,-11.8859769721576,-1631.8708595041244,-14425.5168773291,30575.39971778724,-62.69661060304357,468.543251488803,-54.73345426026194,066529,2025,0,0,0.99902654,0.0009734896,3.4295529e-12,6.625942e-10
9947,066530,2025,169.9495420539755,70328.0,0,-3930.2941417054944,-55.02616532079068,-63.30787962071842,-45.43529571480212,6344.492614581404,-627.5894689843985,-14.861865367331326,-50957.131399848426,-692.8261452018705,28663.237346486792,-52.46053584472729,-1147.5722974296095,-58.69129364870815,066530,2025,0,0,0.99434376,0.005656209,6.009519e-11,1.5855467e-09
9948,066531,2025,129.622920133418,403.0,0,-3862.531060892538,-55.43271991134946,-66.605320912063,-4.346863799903076,6344.492614581404,-584.9788017567876,-14.523909694147148,-50957.01794991964,-692.365356315735,28663.201340330044,-52.6864538999757,-1106.7971571061328,-61.7301506397573,066531,2025,0,0,0.9965624,0.0034376336,2.540917e-11,1.0641173e-09
9949,066532,2025,54.7229200087065,16.0,0,-3963.0522229931626,-74.6490656764955,-82.50828459443662,1781.2676756611077,8469.948218547233,45.01861562619456,-9.527245357523068,-1633.94552238108,-14433.94334005552,30576.0581636545,-64.4090017634383,795.422285878592,-59.73865992187004,066532,2025,0,0,0.9960747,0.003925357,4.938467e-12,1.8150107e-09
9950,066533,2025,54.7229200087065,16.0,0,-3828.519966476816,-73.94445190304009,-82.3539019325396,1728.1175696755076,8469.948218547233,-83.10860934426569,-10.543453865519728,-1633.94552238108,-14433.94334005552,30576.0581636545,-63.74058911092284,687.3972064376685,-60.73863877998674,066533,2025,0,0,0.9968183,0.0031816154,1.2018354e-11,2.8369838e-09
9951,066534,2025,54.7229200087065,432.0,0,-3855.841303962032,-73.45367475611499,-84.08190519212735,1639.2906686702167,8469.948218547233,-151.5280149539883,-11.086104985207244,-1633.94552238108,-14433.94334005552,30576.058163654503,-63.33909714384989,567.2615010275053,-59.73129754887929,066534,2025,0,0,0.995832,0.004167934,2.5585978e-11,3.3629985e-09
9952,066535,2025,54.7229200087065,507.0,0,-3908.926095974876,-73.31796848336407,-85.93335606065466,1632.5875841943875,8469.948218547233,-171.97004597550062,-11.248235756786675,-1633.94552238108,-14433.94334005552,30576.0581636545,-63.20251868919959,546.1953077643598,-61.7160987620702,066535,2025,0,0,0.9944734,0.0055265278,3.7722804e-11,3.966931e-09
9953,066536,2025,54.7229200087065,1209.0,0,-3993.168969392664,-73.3576835660142,-82.85756577044711,1644.2543964567508,8469.948218547233,-157.68944690839044,-11.134972816185003,-1633.94552238108,-14433.94334005552,30576.0581636545,-63.24253281549918,557.8182688019942,-58.72407539092617,066536,2025,0,0,0.991037,0.008962961,5.402575e-11,4.479734e-09
9954,066537,2025,54.7229200087065,561.0,0,-4015.161731717846,-73.91458001906486,-85.09228730697339,1690.7632913208731,8469.948218547233,-65.76579143288882,-10.405903714736072,-1633.9455223810655,-14433.943340055514,30576.0581636545,-63.754707294945895,648.8598273126654,-60.73099216289382,066537,2025,0,0,0.99231696,0.007683,2.4121321e-11,3.2186571e-09
9955,066538,2025,54.7229200087065,312.0,0,-3998.477528263168,-74.25651703240491,-79.51915292398981,1731.487889790213,8469.948218547233,-10.609254385465192,-9.968443664913348,-1633.94552238108,-14433.94334005552,30576.0581636545,-64.07705048613579,717.3163198233883,-55.71144941316764,066538,2025,0,0,0.99419796,0.0058020866,1.1742883e-11,2.442915e-09
9956,066539,2025,75.8290384483359,6144.0,0,-4114.394157021424,-72.7879515140024,-83.42683120389216,1526.095650771991,8469.948218547233,-49.02312852810951,-10.273113540795448,-1634.9730043145537,-14438.116566612249,30576.38426060273,-63.79068009792189,660.4028950601491,-60.72854981841374,066539,2025,0,0,0.98540735,0.014592697,4.4261986e-11,3.107032e-09
9957,066540,2025,75.8290384483359,836.0,0,-4177.317446213604,-72.77773055564795,-74.2304165190085,1602.5378723598474,8469.948218547233,-56.45831217340742,-10.332083809453117,-1634.9730043145391,-14438.11656661224,30576.38426060273,-63.71237869541631,720.0577381359799,-55.72423764587772,066540,2025,0,0,0.9739875,0.0260124,8.045666e-11,2.6561693e-09
9958,066541,2025,143.693720952819,360.0,0,-4256.838930748667,-71.42274493901735,-82.5197140112466,1334.603048431813,8469.948218547233,-72.84620773288361,-10.462060236395477,-1635.9425410374242,-14442.05444256692,30576.6919671971,-63.53953831571421,609.2740884769883,-60.73628321690755,066541,2025,0,0,0.93954456,0.060455404,2.454708e-10,2.1085897e-09
9959,066542,2025,53.6294874796991,1472.0,0,-4291.638966525678,-71.35786258312562,-82.08698220106947,1394.130796068323,8469.948218547233,-177.8149371739521,-11.29459302524036,-1635.391216044387,-14439.815177790166,30576.516990497406,-62.87509694810686,510.7353388184979,-60.727322720174335,066542,2025,0,0,0.85576326,0.14423677,1.1934552e-09,3.6770127e-09
9960,066543,2025,148.74844158822,756.0,0,-4216.583902762177,-69.18334674907186,-81.06246931675199,1133.4565519760367,8469.948218547233,-341.339233367856,-12.591544403799622,-1636.4278701285511,-14444.025658007136,30576.845998455803,-61.940737821027255,346.260020721694,-61.731829656038016,066543,2025,0,0,0.81890357,0.18109648,7.707572e-09,1.1218859e-08
9961,066544,2025,88.1402915582439,1159.0,0,-4097.778917526399,-68.36457244117193,-81.1033869598179,1105.2697878677436,8469.948218547233,-554.9154901136869,-14.285470181566447,-1635.974565778728,-14442.184514441193,30576.70213104531,-60.69476669464747,128.63096799344976,-61.72450659880754,066544,2025,0,0,0.92338365,0.076616354,7.0329356e-09,1.3630256e-08
9962,066545,2025,88.1402915582439,5372.0,0,-3922.896406502149,-67.18874734808131,-80.56248702483097,1005.755898494559,8469.948218547233,-758.0728047299039,-15.89676076888972,-7161.2133385236375,-12213.65827328062,30044.404511255663,-59.59487503303617,-66.66922864432536,-61.67780002959572,066545,2025,0,0,0.995726,0.0042740325,4.3552877e-11,2.250219e-09
9963,066546,2025,88.1402915582439,1100.0,0,-4017.436614380423,-68.11036793833816,-80.08232075501473,1077.9524568497632,8469.948218547233,-610.495512283645,-14.726288995965778,-1635.974565778728,-14442.184514441193,30576.70213104531,-60.46233549686158,83.82412790047283,-60.728068038452086,066546,2025,0,0,0.98430586,0.015694086,4.2207773e-10,5.0174074e-09
9964,066547,2025,53.6294874796991,1320.0,0,-4134.496497259759,-70.0588823504741,-81.584416086769,1281.5618277388226,8469.948218547233,-401.6865270110079,-13.070173619790854,-1635.391216044387,-14439.815177790166,30576.516990497406,-61.66699115568152,294.39804290954635,-60.72655959759121,066547,2025,0,0,0.87133074,0.12866919,8.857224e-09,1.5310071e-08
9965,066548,2025,53.6294874796991,1476.0,0,-4215.251813708601,-71.18156273980645,-77.11242296093482,1374.7493541796862,8469.948218547233,-214.8963707159519,-11.58869498727677,-1635.391216044387,-14439.815177790166,30576.516990497406,-62.73381783460706,481.9196246487945,-55.731747604985486,066548,2025,0,0,0.9178268,0.08217328,9.895582e-10,6.802116e-09
9966,066549,2025,53.6294874796991,910.0,0,-4075.3016812562537,-70.2913461636112,-82.80540998694026,1291.8802314613065,8469.948218547233,-377.49824516683634,-12.87833041231067,-1635.391216044387,-14439.815177790166,30576.516990497406,-61.88782534253072,328.1726323485823,-61.72566540639054,066549,2025,0,0,0.9437223,0.056277685,2.918634e-09,1.4551202e-08
9967,066550,2025,53.6294874796991,812.0,0,-4015.2268353696495,-70.31387302347146,-81.9154517610662,1287.5629257353808,8469.948218547233,-381.9112774186178,-12.913331255584673,-1635.391216044387,-14439.815177790166,30576.516990497414,-61.91758026070701,329.50429346525675,-60.733063408712646,066550,2025,0,0,0.9747029,0.025297098,8.941453e-10,9.805989e-09
9968,066551,2025,93.6312922065383,837.0,0,-4014.65290108966,-70.00898137322227,-82.09143916397069,1302.3789517296475,8469.948218547233,-502.28171835831336,-13.868018803234513,-1634.9727100763412,-14438.115371532627,30576.38416721892,-61.17913822775972,203.734307435602,-60.72504249884504,066551,2025,0,0,0.9787239,0.02127612,7.2995054e-10,6.6057733e-09
9969,066552,2025,93.6312922065383,936.0,0,-3947.215274962168,-69.90644496238531,-82.14025585322536,1287.5996706759947,8469.948218547233,-528.0912713541015,-14.072720710639103,-1634.9727100763266,-14438.115371532622,30576.38416721892,-61.09120594045354,184.27489108556347,-60.72652798724575,066552,2025,0,0,0.9923282,0.0076717203,1.2229552e-10,3.1014036e-09
9970,066553,2025,93.6312922065383,1080.0,0,-3934.1233961009902,-69.15840862557963,-79.70091778963734,1234.116581131674,8469.948218547233,-641.6277905167228,-14.973206745265871,-1634.9727100763412,-14438.115371532627,30576.384167218923,-60.3874168012415,65.03496969660546,-58.73247315585961,066553,2025,0,0,0.9948206,0.005179376,6.024661e-11,2.3328393e-09
9971,066554,2025,93.6312922065383,1479.0,0,-3822.722605977665,-68.45180037503272,-80.41916426051205,1172.5834185669603,8469.948218547233,-765.8779120401318,-15.958664993041218,-1634.972710076312,-14438.115371532636,30576.38416721895,-59.7258424389827,-53.37282638349757,-59.72692598419487,066554,2025,0,0,0.9975337,0.0024662814,1.9402261e-11,1.7604622e-09
9972,066555,2025,93.6312922065383,272.0,0,-3852.4037769901006,-68.99161270350676,-82.72919223541808,1211.8527910609473,8469.948218547233,-682.3539124524325,-15.296215626620471,-1634.9727100763412,-14438.115371532627,30576.38416721892,-60.22703857157799,32.202899518309096,-61.73470949968189,066555,2025,0,0,0.997029,0.0029710708,2.56117e-11,1.7068053e-09
9973,066556,2025,93.6312922065383,330.0,0,-3775.363851645287,-68.6800350960483,-82.65929181389879,1181.371155415864,8469.948218547233,-739.9725302541646,-15.753203043952167,-1634.9727100763412,-14438.115371532622,30576.38416721892,-59.94302669043084,-20.91240819127665,-61.7318993145415,066556,2025,0,0,0.9979322,0.0020677685,1.4447975e-11,1.5101216e-09
9974,066557,2025,93.6312922065383,336.0,0,-3708.97172181078,-68.48787472340852,-82.650364445189,1160.1132112660655,8469.948218547233,-777.0139975688164,-16.046988024017942,-1634.9727100763266,-14438.115371532622,30576.38416721892,-59.76789460003052,-55.0549412820194,-61.73293542451787,066557,2025,0,0,0.99844736,0.0015526816,9.140276e-12,1.3076807e-09
9975,066558,2025,48.0169132492592,567.0,0,-3646.192617578687,-69.51488958989097,-84.21490077699008,1318.4682229260677,8469.948218547233,-802.0072422546515,-16.245215589611774,-1633.9582131376085,-14433.994884905536,30576.062191381745,-59.65263816267823,-78.93498625865914,-61.72910001965868,066558,2025,0,0,0.99886143,0.0011385493,6.170109e-12,1.0897596e-09
9976,066559,2025,48.0169132492592,5822.0,0,-3597.3511118504875,-69.04934660161643,-81.98253824323805,1282.4781528457895,8469.948218547233,-875.6082215104295,-16.828963043237273,-3670.3605792441376,-13612.641039924936,30379.87661877635,-59.234632602948025,-152.11229895529164,-59.70823028217797,066559,2025,0,0,0.9991316,0.0008684037,4.638575e-12,9.358259e-10
9977,066560,2025,48.0169132492592,33.0,0,-3615.173412577208,-70.26866595895825,-68.8670043279246,1626.8457813503223,8469.948218547233,-731.3433036316314,-15.684762527010736,-1633.9582131376085,-14433.994884905536,30576.06219138174,-60.11036677260548,248.39167379522223,-60.72944330748582,066560,2025,0,0,0.99888057,0.0011194237,5.755959e-12,1.0301907e-09
9978,066561,2025,48.0169132492592,368.0,0,-3664.7948513022175,-70.77797829527492,-78.85818258480793,1447.5101638851845,8469.948218547233,-601.7421931053368,-14.656864270469242,-1633.9582131375646,-14433.994884905544,30576.06219138177,-60.82265778076226,155.32419228784102,-57.71091462799723,066561,2025,0,0,0.9985359,0.0014640766,7.724541e-12,1.025339e-09
9979,066562,2025,48.0169132492592,1430.0,0,-3801.200990970401,-70.95648444438783,-84.85110445246406,1438.8511575852367,8469.948218547233,-559.9540290690973,-14.325432072222718,-1633.9582131376085,-14433.994884905536,30576.06219138174,-61.01002559776767,160.72872467557204,-61.7248852340682,066562,2025,0,0,0.99748933,0.0025106885,1.6574839e-11,1.3589708e-09
9980,066563,2025,119.878589440693,2346.0,0,-3823.480514486565,-71.21120518056279,-84.72941232529736,1437.0241995163883,8469.948218547233,-468.9607880892973,-13.603742316784858,-1634.2217329012635,-14435.065198299984,30576.14582593329,-61.53203403130159,251.376605479458,-61.72346947732916,066563,2025,0,0,0.9969805,0.0030194374,2.4242542e-11,1.3804622e-09
9981,066564,2025,119.878589440693,680.0,0,-3894.28698216535,-71.26827163462528,-83.65680894808875,1448.5464899632684,8469.948218547233,-454.51720205047513,-13.489186686457137,-1634.2217329012783,-14435.065198299992,30576.14582593329,-61.57655370065884,263.48245759711267,-60.72545469346139,066564,2025,0,0,0.99483204,0.005167937,6.0857104e-11,2.2971716e-09
9982,066565,2025,119.878589440693,154.0,0,-3936.556785369103,-71.60168018107083,-83.78562501311833,1477.5420775573516,8469.948218547233,-398.1961628008901,-13.042490683497288,-1634.2217329012635,-14435.065198299992,30576.14582593329,-61.88091966506876,318.34156383874733,-60.7358482161474,066565,2025,0,0,0.9909424,0.009057583,1.6732382e-10,3.9531702e-09
9983,066566,2025,119.878589440693,828.0,0,-3957.844635072679,-72.10994690383521,-84.02249097423264,1518.9990302385863,8469.948218547233,-313.6888034805413,-12.372242049380157,-1634.2217329012783,-14435.065198299992,30576.14582593329,-62.36240834946825,402.65928746377904,-60.72991311270487,066566,2025,0,0,0.98887104,0.011128985,2.233137e-10,5.4361733e-09
9984,066567,2025,119.878589440693,306.0,0,-3886.726516923798,-72.09926273044746,-85.10853543093761,1510.8994581768488,8469.948218547233,-321.8074658364237,-12.436633155653643,-1634.2217329012783,-14435.065198299992,30576.14582593329,-62.35459360897837,397.1193742646613,-61.725880065147415,066567,2025,0,0,0.9942285,0.0057714786,7.400966e-11,3.1629894e-09
9985,066568,2025,119.878589440693,705.0,0,-3827.298366587132,-71.95940909334466,-84.12510958489466,1494.7794422600632,8469.948218547233,-347.0247504315655,-12.636637636825109,-1634.2217329012783,-14435.065198299992,30576.14582593329,-62.23545661568314,372.95583446888577,-60.72800656159865,066568,2025,0,0,0.9961635,0.0038365182,3.621249e-11,1.8204669e-09
9986,066569,2025,48.0169132492592,192.0,0,-3718.052294628757,-72.02007620697746,-75.44472712875012,1582.8851503815563,8469.948218547233,-402.9071339652198,-13.079854553504012,-1633.9582131376085,-14433.994884905536,30576.06219138174,-61.95748107434459,388.3311808801966,-55.72954901690229,066569,2025,0,0,0.9980494,0.0019506058,1.08874385e-11,1.0322866e-09
9987,066570,2025,8.40566189082802,76.0,0,-3745.3072066782415,-75.7839689261816,-82.38486786328977,2036.094192892772,8469.948218547233,-170.52204133881082,-11.23675127617171,-1631.8708595041244,-14425.5168773291,30575.39971778724,-63.26814870027905,599.6397867962237,-57.73870220563662,066570,2025,0,0,0.9968786,0.0031213672,1.7940857e-11,2.4389704e-09
9988,066571,2025,10.7944230403518,153.0,0,-3521.711981125348,-80.2233575026624,-74.76561629034563,2562.029013884596,8469.948218547233,277.2290607086361,-7.685527252780909,-1632.520180761407,-14428.154164298843,30575.60579603886,-67.89375527036319,1620.9382535859718,-60.72944330748582,066571,2025,0,0,0.9990926,0.0009074654,5.443337e-13,8.4680624e-10
9989,066582,2025,10.7944230403518,2360.0,0,-3798.5491816997446,-77.90480735825433,-87.75951080246455,2201.349590288604,8469.948218547233,379.70534380539607,-6.8727626684015135,-1632.520180761407,-14428.154164298843,30575.60579603886,-65.90166710408371,1074.566856660622,-61.71487506356046,066582,2025,0,0,0.9990972,0.00090278685,1.2415873e-13,4.2203022e-10
9990,066583,2025,205.310884527938,1896.0,0,-3679.195821129114,-78.21230079754206,-85.89374575772153,2238.6346970825857,6344.492614581404,251.98124878264343,-7.885773853715321,-91444.1591186191,13821.39853665559,11244.031015051029,-66.11576167943595,1115.6173869797008,-59.71101569167431,066583,2025,0,0,0.9990319,0.0009681642,4.181824e-13,2.216235e-10
9991,066584,2025,205.310884527938,1012.0,0,-3752.461005579913,-77.83794716452428,-87.64235471897483,2212.646507361523,6344.492614581404,323.15936088085505,-7.32124275492645,-84184.42495995635,11537.931173807616,12806.65492376004,-65.74740448150376,1054.3672316875104,-61.71925707906804,066584,2025,0,0,0.99910295,0.0008970282,1.4173233e-13,2.261487e-10
9992,066585,2025,205.310884527938,288.0,0,-3820.9339973635433,-77.50971051705514,-87.43439400712057,2189.9990040913394,6344.492614581404,390.519391500957,-6.786993798618806,-59925.72994619257,3907.632719543501,18028.225851030777,-65.43181195133707,1001.6512816456438,-61.728046992226005,066585,2025,0,0,0.99914193,0.00085804414,9.3065367e-14,1.8826089e-10
9993,066586,2025,265.120692915913,520.0,0,-3873.4691556753232,-76.48568634480927,-86.31294064043125,2080.6924124667244,6344.492614581404,439.71025433623504,-6.39684897701332,-70816.15908865459,7331.013957201212,15684.3649681532,-64.96810445201481,927.5143136186756,-61.72299456075617,066586,2025,0,0,0.99911886,0.0008811405,5.5084528e-14,1.16143095e-10
9994,066587,2025,203.949061053947,1120.0,0,-3907.244210765221,-75.81895283809132,-84.62526689944349,2019.458165455611,6344.492614581404,473.5871126967952,-6.128163288252512,-73458.80302479042,8161.227022070154,15115.66998843689,-64.58062426135578,866.1448788384942,-60.72477184902031,066587,2025,0,0,0.9989987,0.001001251,4.6214755e-14,1.0602779e-10
9995,066588,2025,206.267600438765,1360.0,0,-3931.684505150017,-75.21812516132499,-85.00608051482752,1970.17792476368,6344.492614581404,502.4028916772252,-5.899618263795649,-72173.07957349412,7756.126810060585,15392.499994701147,-64.17073789987404,801.8045726617634,-61.72024153248227,066588,2025,0,0,0.9989542,0.0010458122,3.52251e-14,8.639365e-11
9996,066589,2025,217.119486097555,1155.0,0,-3951.0905735906754,-73.89463193622962,-82.42994805084653,1809.9510025203067,6344.492614581404,530.2570324332075,-5.678700228415643,-74311.4590981553,8425.182013117508,14932.655595070744,-63.7877178386434,741.7569975579163,-60.72895917084925,066589,2025,0,0,0.9988972,0.0011027714,2.7076728e-14,6.740535e-11
9997,066590,2025,217.119486097555,960.0,0,-3968.754703488791,-73.49222952875448,-83.44124415975034,1782.33437509882,6344.492614581404,560.5524689466408,-5.438419676444575,-75776.72802269654,8886.065799473898,14617.263295003611,-63.40224877096189,675.0355650706792,-61.729638876070254,066590,2025,0,0,0.99882823,0.0011717214,2.108041e-14,5.244138e-11
9998,066591,2025,217.119486097555,1450.0,0,-3983.032798389311,-73.10628337784124,-82.72603449594118,1768.9451688178665,6344.492614581404,591.7221659840741,-5.191205149411616,-73998.19470739129,8326.648238103382,15000.084293705784,-63.02129334567014,621.6087116729536,-61.72908302921934,066591,2025,0,0,0.99877924,0.0012207907,1.6562726e-14,4.2508788e-11
9999,066592,2025,265.120692915913,720.0,0,-3784.8054153380126,-76.65623811316982,-86.34203558297993,2098.305107939414,6344.492614581404,350.7926193747621,-7.102076591047904,-101564.2639051818,17002.482950895337,9065.97885597538,-65.12470661854164,957.2518783060104,-61.72522430544862,066592,2025,0,0,0.9991285,0.0008715297,9.448928e-14,1.4677524e-10
10000,066593,2025,203.949061053947,690.0,0,-3809.3308128218623,-76.01014767320575,-85.66359186012798,2038.6176173279528,6344.492614581404,377.99011081906,-6.886366602727826,-101564.49258364734,17001.554149118685,9066.051432774351,-64.75305100566807,898.7728152554519,-61.73114211717836,066593,2025,0,0,0.9991153,0.0008847248,8.542537e-14,1.5462485e-10
10001,066594,2025,206.267600438765,570.0,0,-3831.924608622959,-75.41184246975757,-85.05271575957727,1989.608275227902,6344.492614581404,407.89171667823416,-6.649209618458002,-101564.6503539981,17000.913348150556,9066.101505119404,-64.34804434257389,835.1905067545304,-61.73010635895944,066594,2025,0,0,0.99911624,0.00088380475,6.758251e-14,1.294777e-10
10002,066595,2025,206.267600438765,330.0,0,-3850.463570717156,-75.02002538154366,-84.6977009994479,1969.2604933550576,6344.492614581404,437.47161966065255,-6.414604138760936,-101564.6503539981,17000.913348150556,9066.101505119404,-63.96940729000171,775.7863955647008,-61.72187698617395,066595,2025,0,0,0.9991229,0.00087709376,5.0977045e-14,1.07996605e-10
10003,066596,2025,189.037707622557,527.0,0,-3866.321146359137,-74.38803603970979,-84.03808862195375,1912.592982989849,6344.492614581404,468.45368581257,-6.168877758390547,-101564.86192964124,17000.054011296048,9066.168653912298,-63.592107750089376,716.6298905959579,-61.73042848240426,066596,2025,0,0,0.999119,0.00088104815,3.9092756e-14,9.4997225e-11
10004,066597,2025,189.037707622557,832.0,0,-3879.269366649379,-73.98260261755465,-84.41721295137194,1878.5602401863,6344.492614581404,500.7421544060642,-5.912789979212803,-101564.86192964124,17000.054011296048,9066.168653912298,-63.21344906739209,644.7736780038736,-61.72971484763015,066597,2025,0,0,0.99913824,0.00086169795,2.8230653e-14,7.7922474e-11
10005,066598,2025,265.120692915913,527.0,0,-3693.586216503747,-76.85614755919968,-86.38344915710431,2118.126062667548,6344.492614581404,260.9046019468044,-7.815000546891811,-101564.2639051818,17002.482950895337,9065.97885597538,-65.30847947103595,991.6764747371126,-61.724491767582286,066598,2025,0,0,0.999086,0.0009139516,3.212856e-13,1.6842754e-10
10006,066599,2025,203.949061053947,640.0,0,-3715.488197776644,-76.211472360526,-85.70069023912129,2058.658211461469,6344.492614581404,288.0052960384244,-7.600058282163387,-101564.49258364734,17001.554149118685,9066.051432774351,-64.93855567066223,933.5470711002722,-61.726348625263256,066599,2025,0,0,0.99908614,0.00091383845,2.2491857e-13,2.1076609e-10
10007,066600,2025,251.815807349839,176.0,0,-3999.92003968463,-74.25196154831983,-83.42947662197133,1800.5697130370777,8469.948218547233,565.801778097172,-5.396786115574866,-1634.3415230414105,-14435.551738625218,30576.18384431381,-64.3696588229641,833.6362288552364,-61.732618010010405,066600,2025,0,0,0.9985392,0.001460829,3.957505e-14,1.06832834e-10
10008,066601,2025,251.815807349839,2592.0,0,-4083.396123392152,-73.58395186534831,-83.20367979952643,1756.4500739474174,8469.948218547233,651.9015416978511,-4.713907731783419,-1634.3415230414105,-14435.551738625218,30576.18384431381,-63.736470493318016,726.6122181149485,-61.72572868593784,066601,2025,0,0,0.9976203,0.0023796728,2.7066934e-14,5.3459234e-11
10009,066602,2025,150.558296994493,1470.0,0,-4035.154967664315,-73.21907204503293,-82.65256807507598,1704.4592613266072,8469.948218547233,606.7240449607518,-5.072221560595491,-1634.6726040485664,-14436.896459156516,30576.288921106443,-63.74750490644034,730.8626145595699,-61.72492783032845,066602,2025,0,0,0.9982424,0.0017575768,2.6734296e-14,8.074804e-11
10010,066603,2025,150.558296994493,12960.0,0,-4141.535767935198,-71.17406820178563,-80.26421169081235,1638.536456181369,8469.948218547233,724.8711465509925,-4.135167863702982,-1634.6726040485664,-14436.896459156516,30576.288921106443,-62.97685084190515,594.0303044756533,-59.24269806147935,066603,2025,0,0,0.9961563,0.0038437415,2.039098e-14,3.3234648e-11
10011,066604,2025,155.901779576089,374.0,1,-4683.588718977865,-65.32739665846955,-72.37207538638239,589.3130476227225,8469.948218547233,-22.70146645380601,-10.06434997044038,-56228.96424806642,1782.673544126621,22966.676941459784,-62.36888706228475,467.8030029560141,-59.73436674673259,066604,2025,1,1,0.006438359,0.993555,6.5814893e-06,2.0829456e-09
10012,066605,2025,155.901779576089,35.0,1,-4637.979882608501,-65.06525920080847,-74.25021048630894,566.9523231621497,8469.948218547233,-63.4248355983259,-10.387337018731568,-56228.96424806642,1782.673544126621,22966.676941459784,-62.113117308311104,422.8331668689134,-61.73754434431909,066605,2025,1,1,0.017425599,0.9825728,1.575518e-06,1.1144411e-09
10013,066606,2025,183.1172799477,1053.0,0,-4110.749603615108,-57.679383282292335,-68.54758627194482,189.2433744518721,8469.948218547233,-266.0845349728447,-11.994680897285964,-1639.8507789338328,-14457.928164184836,30577.93234370345,-54.55244106171871,-788.9441685441273,-61.72871121234928,066606,2025,0,0,0.9677192,0.032280754,7.4339485e-10,8.685736e-09
10014,066607,2025,183.1172799477,1768.0,0,-4172.156445723403,-57.573313321085976,-63.87695084735034,186.99940158514028,8469.948218547233,-303.2517000877838,-12.289462817495547,-1639.8507789338328,-14457.928164184836,30577.93234370345,-54.46286006747287,-796.8326164173812,-57.724533395078026,066607,2025,0,0,0.9179662,0.082033776,2.6997802e-09,9.74666e-09
