Unnamed: 0,SQ,Ano,densidade_hec,ConcentracaoBOs,EstagioClusterizacao,Startups,UsoeOcupacao_1,UsoeOcupacao_2,UsoeOcupacao_3,EconomiaUrbana,Inovacao_1,Inovacao_2,MobilidadeUrbana_1,MobilidadeUrbana_2,MobilidadeUrbana_3,Usolocal_1,Usolocal_2,DinamicaOcupacao,SQ,Ano,EstagioClusterizacao,Predicted_Class,Class_0_Prob,Class_1_Prob,Class_2_Prob,Class_3_Prob
25347,121245,2025,135.567646817876,63.0,0,-948.0616090760076,-61.64817999865505,-72.46166856342546,-117.00132977401609,-2292.304566244112,423.1774461802568,-6.527974741370233,-46666.96228292906,-3330.354383273512,20599.235367331963,-61.83937223540072,255.84548017781756,-61.73223297329452,121245,2025,0,0,0.9999974,2.6400066e-06,1.7282615e-16,3.8536648e-12
25348,121246,2025,135.567646817876,65.0,0,-943.3505337833012,-61.66015454966545,-71.0395019208515,-87.15744761595624,-2292.304566244112,378.2809445610262,-6.884059928849059,-46666.96228292906,-3330.354383273516,20599.235367331963,-61.82230845856635,279.201979033056,-61.73375555782627,121246,2025,0,0,0.99999726,2.6869307e-06,2.187938e-16,4.4269193e-12
25349,121247,2025,177.320322890996,806.0,0,-944.2360287627516,-61.61852612340592,-72.26722350584842,-98.29781593562892,-2292.304566244112,303.1272845184019,-7.48012207536016,-46666.902890580925,-3330.113154969164,20599.21651769301,-61.73560144785208,247.4454532981765,-61.72008978699648,121247,2025,0,0,0.99999726,2.7726512e-06,3.2604657e-16,5.7756642e-12
25350,121248,2025,177.320322890996,666.0,0,-999.7899988648796,-61.26897908713065,-72.02989771855812,-120.8839044887327,-2292.304566244112,327.74392548398987,-7.284881446420471,-46666.902890580925,-3330.113154969164,20599.21651769301,-61.403489707899375,192.6678264011537,-61.72653223122349,121248,2025,0,0,0.9999969,3.1456918e-06,3.4093987e-16,6.0478684e-12
25351,121249,2025,177.320322890996,1416.0,0,-969.889361295367,-61.38442660816643,-72.33892685259389,-110.12856198993222,-2292.304566244112,236.2155170006372,-8.010815746844292,-46666.902890580925,-3330.113154969164,20599.21651769301,-61.5084044452066,209.6523663976925,-61.728659394952,121249,2025,0,0,0.9999969,3.0444114e-06,4.770024e-16,7.708579e-12
25352,121250,2025,190.924205600081,5454.0,0,-621.8679826888283,-65.37017476685696,-73.65446501717834,477.361378681278,-1759.3637421432832,-731.8011316008532,-15.688393673144038,-70873.686326936,4921.538461284607,14741.737931162092,-63.42138006745341,595.3019922105118,-60.09145001350306,121250,2025,0,0,0.99999917,8.5347193e-07,6.320017e-16,1.8113e-11
25353,121251,2025,139.713811782304,3355.0,0,-679.1149203740661,-64.3528919482662,-73.58991890261893,309.5303270382833,-1759.3637421432832,-728.0792098826583,-15.658874197349576,-70874.59825473113,4917.834570083713,14742.027354130334,-63.13366169243933,552.1895028327513,-61.721860764602575,121251,2025,0,0,0.99999905,9.713317e-07,7.548158e-16,2.046015e-11
25354,121252,2025,60.1883149838791,27016.0,0,-1451.8456172683304,-56.64302577115713,-66.45823931106551,-604.496367365502,-2292.304566244112,646.2960902988887,-4.758365944345975,-46668.55007683547,-3336.803376176471,20599.73929322149,-58.80610329942383,-253.411592628506,-59.7228332455627,121252,2025,0,0,0.9999932,6.8328e-06,1.2387466e-16,6.3460114e-12
25355,121253,2025,101.96264956926,1088.0,0,-1330.8603066130354,-57.71183135327114,-67.61219555387842,-504.0976891334312,-2292.304566244112,655.8573155739166,-4.682533517056648,-46668.36052270391,-3336.033482020633,20599.679133503047,-59.60419807157156,-109.4809019977156,-60.72568016931765,121253,2025,0,0,0.99999475,5.2667046e-06,1.1141155e-16,4.5677472e-12
25356,121254,2025,101.96264956926,1302.0,0,-1171.966136480075,-58.90618768254522,-68.49421793388129,-460.9326994817966,-2292.304566244112,729.9827077781918,-4.094626815464224,-46668.36052270391,-3336.033482020633,20599.679133503047,-60.78184826722847,59.228560770206286,-59.7214321730087,121254,2025,0,0,0.99999654,3.410436e-06,5.436075e-17,2.38107e-12
25357,121255,2025,60.1883149838791,1586.0,0,-1192.6540332942177,-58.67969817703096,-70.26509118863683,-499.09218046201113,-2292.304566244112,810.2095460866037,-3.4583280454137797,-46668.55007683547,-3336.803376176471,20599.73929322149,-60.76853459753147,54.47373236255771,-61.7329028766642,121255,2025,0,0,0.9999968,3.1854927e-06,2.9402724e-17,1.9094888e-12
25358,121256,2025,60.1883149838791,3450.0,0,-1334.470479686834,-57.63263633257845,-67.30180560538943,-550.2403145155918,-2292.304566244112,781.1206728437553,-3.6890390475777153,-46668.55007683547,-3336.803376176471,20599.73929322149,-59.767227702690256,-101.14642304013093,-59.71961501166604,121256,2025,0,0,0.9999956,4.4575727e-06,4.377797e-17,2.9472724e-12
25359,121257,2025,221.746655835621,4512.0,0,-435.1009205253122,-67.19058092846709,-77.07917834003497,538.3647235574717,-1759.3637421432832,-141.9074260205473,-11.009801730154656,-70873.32912445976,4922.989276925691,14741.624564071531,-64.53241618076984,739.8057834250458,-61.72736548854535,121257,2025,0,0,0.9999993,6.684786e-07,1.0215441e-16,3.605086e-12
25360,121258,2025,221.746655835621,3528.0,0,-569.5221912517636,-66.39733790127642,-74.3129034900341,500.5902849007061,-1759.3637421432832,-79.8801970117222,-10.517848533940835,-70873.32912445976,4922.989276925695,14741.624564071531,-63.76647120308691,630.2550424227584,-60.72258746342254,121258,2025,0,0,0.99999905,9.285011e-07,1.5453814e-16,4.1601575e-12
25361,121259,2025,174.3711550693925,4016320.0,0,-698.9458021666578,-64.15145932817184,-66.8511516755515,331.47120555802985,-2025.8341541936973,-41.68673428973284,-10.214926795201178,-63913.735714675146,2551.2209447948044,16425.60421855699,-63.05578522929429,477.7428572525473,-52.78851709310465,121259,2025,0,0,0.99999857,1.4177497e-06,2.7804465e-16,6.5014465e-12
25362,121260,2025,258.5979733855795,9360.0,0,-381.1295262984977,-68.32627741773972,-79.4785610687211,620.5879695662998,-2292.304566244112,145.92785119425184,-8.726909412189508,-46664.06644113132,-3318.592615498477,20598.316299908936,-65.04907978088234,791.846952574319,-61.69148546880101,121260,2025,0,0,0.9999993,6.682453e-07,5.2988925e-17,2.3249295e-12
25363,121261,2025,157.365499647899,29328.0,0,-438.4886109598583,-67.25881850127965,-77.11227370386047,608.3115508716901,-2292.304566244112,195.94647750958572,-8.330199395004117,-46664.02905947641,-3318.4407859529347,20598.30443591095,-64.75594413420794,750.6169024645064,-60.09304708201198,121261,2025,0,0,0.9999993,7.7468957e-07,5.951867e-17,2.3581482e-12
25364,121262,2025,145.253965599925,1710.0,0,-368.9943377760728,-69.07277021355969,-79.83227388331062,713.0495185727809,-2292.304566244112,331.5561693522834,-7.254645603457268,-46663.609076796085,-3316.7349818723123,20598.17114396109,-65.26389051672864,831.4486897070624,-61.73140105673309,121262,2025,0,0,0.9999994,6.287794e-07,3.1081262e-17,1.3584444e-12
25365,121263,2025,83.9549033372027,46480.0,0,-456.77246138854025,-68.05073041475791,-78.9855154415919,579.565490999355,-2292.304566244112,445.790609023097,-6.348624189768838,-46664.11623483992,-3318.794857912999,20598.332103180885,-64.87076317302319,755.8105686134545,-61.7019387455649,121263,2025,0,0,0.9999993,7.446544e-07,2.9934376e-17,1.2227799e-12
25366,121264,2025,153.91211038640648,396936.0,0,-872.4564433401683,-63.27962854611552,-74.00456395567474,101.434318213222,-2292.304566244112,232.4051314841863,-8.041036850762351,-46665.81018108042,-3325.674999749357,20598.869719153976,-62.17051250532828,304.22120000502173,-60.69311039618223,121264,2025,0,0,0.9999976,2.3717628e-06,3.19827e-16,6.0397455e-12
25367,121265,2025,144.016920992109,1365.0,0,-771.5563362085732,-63.96496397994831,-75.50087157406702,145.1745315514604,-2292.304566244112,285.0845663552418,-7.623223307038412,-46665.81018108042,-3325.674999749353,20598.86971915397,-62.80518343054028,409.2180381027574,-61.73058670250346,121265,2025,0,0,0.9999982,1.8075551e-06,1.8153127e-16,4.061506e-12
25368,121266,2025,135.567646817876,19080.0,0,-865.8368771050891,-62.17352985492502,-71.84257885600373,-84.61809113891559,-2292.304566244112,413.9921472475942,-6.60082560445586,-46666.96228292906,-3330.354383273516,20599.235367331963,-62.35266643188631,339.05499139060976,-60.703249592416505,121266,2025,0,0,0.99999785,2.1768965e-06,1.4647219e-16,3.2663006e-12
25369,121268,2025,276.532409822117,538704.0,0,-261.94830513959187,-68.2735763401402,-73.47754314127154,617.0180038812709,-1316.3641047482138,31.233678146638567,-9.636577084266984,-10528.136453304513,-17123.06080008539,27025.099944367907,-65.64793106032009,941.100266851618,-58.62786585116464,121268,2025,0,0,0.9999995,5.037874e-07,7.247593e-17,3.1377745e-12
25370,122001,2025,87.1074667437568,4354560.0,0,-3994.672787740457,-46.59731333188812,-54.79752398352296,-2041.5650753818047,830.8495050848883,526.8402660212189,-5.705799442485883,-10126.881655277874,-28888.15232056776,19902.57747230871,-58.583163836272384,-253.6597643342991,-61.73419082920543,122001,2025,0,0,0.9977175,0.0022824698,1.9367237e-14,1.9687883e-10
25371,122002,2025,91.4779600579192,7584.0,0,-3788.083948586034,-48.6620793999416,-55.44369774025311,-1906.412962728244,-2224.1680280803303,893.7392981461392,-2.7958330547252537,-19524.06671450843,-30849.08153998899,13844.555743865882,-60.91783056685139,145.32848230183458,-60.73863877998674,122002,2025,0,0,0.99960846,0.00039162385,1.54234e-16,4.700209e-11
25372,122004,2025,69.1430225131679,219600.0,0,-4345.231874876873,-45.14893895071373,-46.068314359516194,-1831.187153452396,-2224.1680280803303,197.38264764259816,-8.318808776746097,-19521.47362778457,-30838.54944397104,13843.732763296002,-57.12426797793083,-538.5552061912788,-48.97274107017478,122004,2025,0,0,0.87858725,0.12141276,2.4492103e-11,1.6899835e-09
25373,122006,2025,156.5081236629873,253368.0,1,-4929.337848274648,-46.899450428572266,-54.20384229262113,-1867.729636384299,3885.867038250106,-1.5772166613514855,-9.896808354136056,16159.336156313657,-20316.40327601405,34885.32709743477,-56.85257245585835,-553.4628541497846,-59.72577720234426,122006,2025,1,1,0.001222076,0.99868447,9.245609e-05,9.235553e-07
25374,122007,2025,169.948105513748,73220.0,1,-4534.305189271086,-48.53447576824877,-55.249110078977694,-1569.5655819212477,3885.867038250106,293.5982190211739,-7.555699435548622,16160.312626630184,-20312.437238535396,34885.01719029201,-58.23480543880184,-303.2717993073545,-58.776369017499526,122007,2025,1,1,0.22560771,0.7743923,8.303578e-09,3.607115e-09
25375,122008,2025,452.163002882714,2000768.0,1,-5068.865955808743,-46.10758718170232,-50.84402304888013,-2008.7057663097185,3885.867038250106,-104.09906812110398,-10.709934352400593,16158.349386303627,-20320.411146787475,34885.64027344149,-57.167229537596015,-497.24892876194576,-57.73306278594726,122008,2025,1,1,0.0042265803,0.99564123,0.00011490982,1.731657e-05
25376,122009,2025,92.2148393295238,228.0,0,-4301.648820099682,-48.88591016934031,-55.521160019075126,-1699.4977274602709,3885.867038250106,449.8026861163323,-6.3168034203904,16158.974173592782,-20317.873507124397,34885.44198165489,-59.05335958641766,-138.6750438780989,-61.73790400332934,122009,2025,0,0,0.9629832,0.03701685,1.950908e-12,4.5213525e-10
25377,122011,2025,90.3753534785923,106808.0,0,-4069.124908693209,-48.972331915123696,-51.31344394689364,-1780.5560828776563,3885.867038250106,703.6206266888141,-4.303710958960657,16157.909222463755,-20322.19891878224,34885.779970384305,-60.30552456290066,71.28061379661108,-57.71652057120326,122011,2025,0,0,0.9975682,0.0024317305,9.753674e-15,1.310287e-10
25378,122012,2025,99.6028659429407,2323.0,0,-3862.9728562123246,-50.16786122700221,-53.73169538035698,-1679.907470755191,3885.867038250106,947.5512789640518,-2.369037010778129,16157.672031230351,-20323.16229606608,34885.8552489219,-61.63373282492348,323.8856601915484,-60.72287638563249,122012,2025,0,0,0.99960715,0.0003928319,2.6265192e-16,4.2490907e-11
25379,122013,2025,81.1478410142439,9494.0,0,-4159.317699459738,-49.07517926197156,-52.88120006167047,-1743.6849397940505,3885.867038250106,642.709575491732,-4.786811474653284,16158.146413697164,-20321.2355414984,34885.704691846695,-60.12396245717667,50.76939632320614,-59.71538988365264,122013,2025,0,0,0.9937311,0.006268866,3.987855e-14,1.5155635e-10
25380,122014,2025,99.6028659429407,1848.0,0,-3987.615363241227,-49.72308413682108,-55.321067151102525,-1732.683372722054,3885.867038250106,847.064673934103,-3.166020969454177,16157.672031230351,-20323.16229606608,34885.8552489219,-61.23167674825266,238.5268565981889,-61.732089313801566,122014,2025,0,0,0.99894375,0.0010562858,1.3979176e-15,7.262009e-11
25381,122015,2025,99.6028659429407,14140.0,0,-3962.217650470898,-50.09692200312065,-55.44894628992728,-1699.3045756887257,3885.867038250106,898.8372813713488,-2.7553996969570136,16157.672031230351,-20323.16229606608,34885.8552489219,-61.58040307710418,301.4869152117194,-61.72683493082809,122015,2025,0,0,0.9991868,0.0008131497,7.0466693e-16,5.7458784e-11
25382,122016,2025,81.1478410142439,46452.0,0,-4126.549937487996,-49.57959003174183,-54.79737532564829,-1711.626399823897,3885.867038250106,713.2429317455319,-4.227394092912629,16158.146413697164,-20321.23554149839,34885.70469184668,-60.603126863145846,124.7837860408149,-60.72121665302203,122016,2025,0,0,0.99589044,0.004109553,1.39631425e-14,1.1473091e-10
25383,122018,2025,92.2148393295238,3655.0,0,-4314.729896396396,-49.14614830182331,-55.50265598188293,-1688.7241353726702,3885.867038250106,482.4495350184754,-6.057873238914233,16158.974173592782,-20317.873507124397,34885.44198165489,-59.3597772446064,-100.00575315843388,-60.63542630138212,122018,2025,0,0,0.95776296,0.04223703,1.9777192e-12,4.357292e-10
25384,122019,2025,103.190769125314,2700.0,0,-4389.214044477504,-49.21677703455437,-54.28660137294751,-1637.2436086205553,3885.867038250106,399.3591086006006,-6.716883829976215,16159.41880328834,-20316.06759658429,34885.30086736169,-58.95642362663852,-160.48201167933348,-59.62129934531602,122019,2025,0,0,0.88360655,0.11639344,2.0921362e-11,9.577028e-10
25385,122020,2025,107.234954344793,1728.0,0,-4469.246588946167,-49.00111611766424,-55.464616270649245,-1651.2644768471464,3885.867038250106,311.1363478670994,-7.416600225746176,16159.568516472997,-20315.45952064862,34885.25335215872,-58.54178900508987,-235.52079133998225,-60.72589482807452,122020,2025,0,0,0.62331676,0.37668326,4.3480472e-10,1.9577946e-09
25386,122021,2025,107.232035894451,6882.0,1,-4632.908913294377,-47.48328361293769,-55.85861529840872,-1850.178956784348,3885.867038250106,154.3659558481006,-8.659984730549176,16158.84748829456,-20318.38805286356,34885.48218838533,-57.91357786072778,-361.8195901484592,-61.72047713062643,122021,2025,1,1,0.029189268,0.97081023,4.7709017e-07,7.557951e-09
25387,122022,2025,78.5418197915116,8640.0,1,-4687.52721944537,-46.04851572240125,-54.2544841941932,-2048.071769434501,3885.867038250106,88.44003185604515,-9.182859434763785,16157.864287197532,-20322.38142811921,34885.794231708715,-57.61938961551377,-415.0671547934089,-61.72132390005597,122022,2025,1,1,0.008937196,0.99105865,4.103649e-06,1.6045648e-08
25388,122023,2025,78.5418197915116,9657.0,1,-4724.1448427012,-45.6894391024186,-54.129058121840174,-2080.520622061454,3885.867038250106,22.64523808343324,-9.704694112983251,16157.864287197532,-20322.38142811921,34885.794231708715,-57.28236718747266,-476.0230123510421,-61.72209099988018,122023,2025,1,1,0.0042700507,0.9957119,1.8045761e-05,2.7432872e-08
25389,122024,2025,78.5418197915116,2440.0,1,-4744.57211137334,-45.294874377242905,-53.991822856999946,-2116.03412732821,3885.867038250106,-34.30488167182102,-10.156379508027598,16157.864287197532,-20322.38142811921,34885.794231708715,-56.91240504335149,-542.8665684341465,-61.72504042886937,122024,2025,1,1,0.0032947008,0.9966652,4.0118954e-05,3.56484e-08
25390,122025,2025,78.5418197915116,2380.0,1,-4824.966063387107,-45.15362106998044,-47.957826997341286,-2126.8577515235493,3885.867038250106,-92.21491073606944,-10.615678179695472,16157.864287197532,-20322.38142811921,34885.794231708715,-56.8026583533907,-562.8786910013091,-55.728084563721225,122025,2025,1,1,0.0014974923,0.9983487,0.00015370834,1.481352e-07
25391,122026,2025,78.5418197915116,3996.0,1,-4835.849468698795,-45.75410160360676,-54.14319976575398,-2074.823218367012,3885.867038250106,-21.81838929436617,-10.057346068476166,16157.864287197532,-20322.38142811921,34885.794231708715,-57.34600669068646,-464.7543389876655,-61.706961068987376,122026,2025,1,1,0.0014379526,0.9984674,9.438839e-05,2.0526025e-07
25392,122027,2025,93.8027776647933,5796.0,1,-4926.049732650156,-47.43014542425898,-53.8133138157378,-1862.378960262481,3885.867038250106,41.9781763064459,-9.551359828943864,16158.573716314102,-20319.500006720933,34885.56907673288,-58.14498428330245,-308.0928105398509,-60.71829931832545,122027,2025,1,1,0.0011902235,0.99874604,6.283868e-05,8.2843246e-07
25393,122028,2025,93.8027776647933,1904.0,1,-4863.083812421604,-47.32914411828778,-53.51587886406677,-1883.939114290134,3885.867038250106,63.79854555615907,-9.378297118155432,16158.573716314102,-20319.500006720933,34885.56907673288,-58.06190051003775,-335.49234915357283,-59.72711030020853,122028,2025,1,1,0.0013027495,0.998637,5.9808e-05,3.7121998e-07
25394,122029,2025,140.161290895779,1610.0,1,-4802.373454471111,-48.16483709587631,-56.35430692443615,-1774.2348979760154,3885.867038250106,124.00506371524376,-8.900784427123352,16159.075626018282,-20317.461447366863,34885.40978320422,-58.30219194013073,-291.99584121552425,-61.71302289214267,122029,2025,1,1,0.001681055,0.9982768,4.2020663e-05,1.4825908e-07
25395,122030,2025,140.161290895779,2072.0,1,-4739.087081749561,-48.43759952790616,-56.4558843041719,-1749.8623266538866,3885.867038250106,185.92970647219136,-8.409644867683333,16159.075626018282,-20317.461447366863,34885.40978320422,-58.55446281210782,-246.33153356223988,-61.720892253985305,122030,2025,1,1,0.002863497,0.99712104,1.5434898e-05,5.1899956e-08
25396,122031,2025,125.489648816819,8712.0,1,-4709.743016663927,-49.51809951026565,-55.58177002930693,-1608.8950718365363,3885.867038250106,265.03463275818444,-7.782244257588111,16159.515691013745,-20315.67407683905,34885.27011763214,-59.089420857696446,-137.1986435317117,-60.70178513108005,122031,2025,1,1,0.0038074781,0.99618703,5.4651623e-06,3.4886188e-08
25397,122033,2025,107.234954344793,2368.0,1,-4515.131847347061,-49.35689409328114,-56.328538496762505,-1632.0527480803023,3885.867038250106,333.96112564692385,-7.23557130407603,16159.568516472997,-20315.45952064862,34885.25335215872,-58.88874821312768,-185.5105105292032,-60.72658442590342,122033,2025,1,1,0.3239898,0.6760102,2.8046987e-09,3.17396e-09
25398,122034,2025,103.190769125314,1320.0,0,-4430.429544593563,-49.62492550180373,-57.256758096088674,-1619.1009061196503,3885.867038250106,421.6337404081498,-6.5402182512083655,16159.41880328834,-20316.06759658429,34885.300867361686,-59.29030556666631,-112.8413419243534,-61.73302329057895,122034,2025,0,0,0.76666355,0.23333646,7.072816e-11,1.371247e-09
25399,122035,2025,92.2148393295238,5122.0,0,-4345.676892988628,-49.482486145901845,-56.58368254171954,-1656.8614217149716,3885.867038250106,508.5795153073734,-5.850629943904252,16158.974173592782,-20317.873507124397,34885.44198165489,-59.69589013496978,-39.446567263353245,-61.58533604341649,122035,2025,0,0,0.9380026,0.061997388,3.2082566e-12,4.9735827e-10
25400,122036,2025,92.2148393295238,3402.0,0,-4268.065108034632,-49.93768060417858,-53.95541892121264,-1600.3982957482783,3885.867038250106,595.4486354335324,-5.161649604442914,16158.974173592782,-20317.873507124397,34885.44198165489,-60.14019305589947,53.403234283362735,-59.51808074746305,122036,2025,0,0,0.9770076,0.022992428,3.2072478e-13,2.3047368e-10
25401,122037,2025,92.2148393295238,4256.0,0,-4197.821182342797,-50.45376709588273,-56.6751525752412,-1570.103763248573,3885.867038250106,671.8945264957722,-4.555338456154608,16158.974173592782,-20317.873507124397,34885.44198165489,-60.52224845679975,116.25214465695468,-61.73052138648595,122037,2025,0,0,0.9904827,0.009517342,5.3074342e-14,1.3874192e-10
25402,122039,2025,99.4132317418437,2376.0,0,-4291.275981590149,-50.02773813888721,-53.47711436607688,-1633.918300218451,3885.867038250106,615.4827169797356,-5.00275438040412,16158.81210389096,-20318.53177036157,34885.493418505925,-60.39522754266323,72.13619894955696,-57.60150288322981,122039,2025,0,0,0.9704756,0.029524352,4.360871e-13,2.436155e-10
25403,122040,2025,99.4132317418437,1300.0,0,-4375.871663648475,-49.73997979601472,-55.6107386687328,-1651.3890870552748,3885.867038250106,535.5581955720961,-5.636655400821365,16158.81210389096,-20318.53177036157,34885.493418505925,-60.04393078513878,23.272177120465585,-60.72299032493383,122040,2025,0,0,0.90165144,0.0983486,6.2827517e-12,6.4806244e-10
25404,122041,2025,99.4132317418437,1323.0,0,-4462.123286930723,-49.33253367670987,-55.74030439611173,-1675.6432229414747,3885.867038250106,449.0027818102424,-6.323147658015301,16158.81210389096,-20318.53177036157,34885.493418505925,-59.64990774411959,-35.53133910742349,-61.72716297949289,122041,2025,0,0,0.59974396,0.40025604,2.1762242e-10,2.0478712e-09
25405,122042,2025,107.234954344793,1820.0,1,-4547.503053785398,-49.780794094203046,-56.73783159301818,-1582.399118073799,3885.867038250106,362.9842428029142,-7.005381829596264,16159.568516472997,-20315.45952064862,34885.25335215872,-59.26510684558751,-105.16841981448532,-61.71738644399242,122042,2025,1,1,0.1341211,0.8658789,1.1806389e-08,4.144962e-09
25406,122043,2025,211.043597648953,1909.0,1,-4642.765898255408,-49.95631404762617,-57.51164504590503,-1553.2161301348783,3885.867038250106,332.3058025629664,-7.248700078243962,16159.757785290043,-20314.690785327846,34885.193282991924,-59.38282750347757,-96.5980879785186,-61.4271182786706,122043,2025,1,1,0.01395027,0.9860491,5.3618885e-07,1.1692391e-08
25407,122044,2025,107.234954344793,1482.0,1,-4573.933544126827,-50.0502907455969,-50.09823410445314,-1535.604660519386,3885.867038250106,397.1689349472533,-6.734254635447378,16159.568516472997,-20315.45952064862,34885.25335215872,-59.65849930224232,-25.364728583901297,-55.44123528659496,122044,2025,1,1,0.058554776,0.9414452,3.0152336e-08,4.9369295e-09
25408,122045,2025,99.4132317418437,968.0,0,-4487.163897567661,-49.664274458514114,-55.86089700621446,-1646.32577423996,3885.867038250106,473.20031517248594,-6.131231074471764,16158.81210389096,-20318.53177036157,34885.493418505925,-59.95746495137608,19.9181336686554,-61.72849521283198,122045,2025,0,1,0.41089487,0.58910507,6.6518024e-10,2.8844886e-09
25409,122046,2025,99.4132317418437,336.0,0,-4403.844464357005,-49.95448394677844,-56.69871868745396,-1633.0572207551736,3885.867038250106,544.8016756871878,-5.563343088480096,16158.81210389096,-20318.53177036157,34885.493418505925,-60.23701460588024,58.04857726052114,-61.73540343999677,122046,2025,0,0,0.83235323,0.16764681,1.6758962e-11,9.769536e-10
25410,122047,2025,173.204201466998,897.0,0,-4379.42617446458,-49.48853251563889,-55.74777404734724,-1723.939213067454,3885.867038250106,591.0940460966456,-5.196186922596773,16158.111359496514,-20321.37791784229,34885.715817169184,-60.54878018217456,114.355398392305,-61.731665679534224,122047,2025,0,0,0.88674426,0.113255754,6.930423e-12,7.258874e-10
25411,122048,2025,102.531643462977,1734.0,0,-4498.640323210906,-49.01201892168833,-53.600164043006,-1769.3490700641396,3885.867038250106,508.2590532687561,-5.853171607084796,16157.89089484085,-20322.273358361308,34885.785787111294,-60.3316802798938,87.42238446693773,-60.72458184976025,122048,2025,0,1,0.30024594,0.69975406,1.0907946e-09,3.2663272e-09
25412,122049,2025,211.043597648953,1180.0,1,-4585.064078094756,-50.86050153862737,-52.35957356003557,-1471.4718786400576,3885.867038250106,437.9853888543833,-6.410529309028721,16159.757785290043,-20314.690785327846,34885.193282991924,-60.084832424162535,42.70444735342494,-56.73500449014959,122049,2025,1,1,0.040675156,0.9593247,4.6135973e-08,5.507655e-09
25413,122050,2025,211.043597648953,1540.0,1,-4674.684828315896,-50.30403128535194,-57.57265329569265,-1519.4531709381993,3885.867038250106,355.3449414805789,-7.065971005711621,16159.757785290043,-20314.690785327846,34885.193282991924,-59.73811585659009,-32.52841698003272,-61.35087354361008,122050,2025,1,1,0.0061341487,0.9938643,1.5494675e-06,2.0380167e-08
25414,122051,2025,140.161290895779,1804.0,1,-4794.691779729787,-49.08881151346023,-54.96440284957182,-1679.1009776581343,3885.867038250106,229.77316068842083,-8.061911657939923,16159.075626018282,-20317.461447366863,34885.40978320422,-59.1510359618738,-126.2193961600185,-60.72696333993849,122051,2025,1,1,0.0016754748,0.998304,2.043157e-05,1.4742812e-07
25415,122053,2025,276.186554337996,15660.0,0,-5257.293724546387,-47.89725939460382,-55.30900832647595,-1797.7054866133658,3885.867038250106,-159.58664633094304,-11.15001997103448,16159.091707133077,-20317.396132218128,34885.40467946246,-58.03816985639648,-340.20768201765554,-60.73174467381864,122053,2025,0,0,0.5664859,0.43307424,7.8775965e-06,0.00043197008
25416,122054,2025,147.284872114659,252.0,1,-5087.693096425637,-50.761971604277086,-59.09896282967425,-1430.4734091853825,3885.867038250106,-38.22473634891094,-10.187468838760296,16160.680823139495,-20310.941769466157,34884.9003339716,-59.01085868601561,-164.4881723683252,-61.7354288177024,122054,2025,1,1,0.007897782,0.99203706,3.82941e-05,2.6858039e-05
25417,122055,2025,350.989255425473,612.0,1,-5029.503210520905,-51.01363531095277,-58.0405611859692,-1415.7458262988985,3885.867038250106,49.03905205956016,-9.495358288163782,16160.56007110572,-20311.43221662408,34884.938657633,-59.38031138010274,-97.70596683347752,-60.721254151786624,122055,2025,1,1,0.0019151347,0.998027,5.173974e-05,6.0089446e-06
25418,122056,2025,292.731841479968,45360.0,1,-4956.859697039436,-51.572542015041805,-59.37062379171394,-1356.4457225020255,3885.867038250106,129.37015111187088,-8.858232600531814,16160.68404826778,-20310.928670266498,34884.899310396926,-59.77496123778307,-26.375162667666476,-61.71383424464674,122056,2025,1,1,0.0011309765,0.9988285,3.931041e-05,1.1845656e-06
25419,122057,2025,190.367516390332,2244.0,1,-5037.881191325774,-49.97523806497675,-57.99413497524938,-1550.985259395799,3885.867038250106,75.50441631036392,-9.285454980532652,16159.955924099748,-20313.88602359368,34885.13039871234,-59.05526250571903,-156.34769132960355,-61.719305192402935,122057,2025,1,1,0.0023223495,0.9976368,3.3450953e-05,7.314429e-06
25420,122058,2025,190.367516390332,1426.0,1,-4986.251644903047,-50.45133724633518,-58.174316415202085,-1509.007447334889,3885.867038250106,127.18956275323352,-8.875527382675081,16159.955924099748,-20313.88602359368,34885.13039871234,-59.492283979343775,-77.40544518527918,-61.733162607585925,122058,2025,1,1,0.0012314187,0.99873656,2.9728217e-05,2.2169245e-06
25421,122059,2025,234.474427534463,360.0,1,-4941.327322149657,-51.74407736773364,-59.58496148633905,-1333.4533932365462,3885.867038250106,165.90935478512324,-8.568431196835272,16160.808025429811,-20310.425123908917,34884.85996316085,-59.79121623781363,-23.39965760673431,-61.734324462966,122059,2025,1,1,0.0010977077,0.9988716,2.9860423e-05,8.50019e-07
25422,122060,2025,234.474427534463,126.0,1,-4883.685224996711,-51.9606208109969,-59.6603055929183,-1314.0864485191903,3885.867038250106,230.65898629441156,-8.054885957370692,16160.808025429811,-20310.425123908917,34884.85996316085,-59.99195028173597,12.920600276516096,-61.73475378047975,122060,2025,1,1,0.0011329374,0.99884415,2.2591568e-05,3.5390707e-07
25423,122061,2025,190.367516390332,504.0,1,-4921.327963397406,-50.6799542201895,-58.2553424722168,-1488.6764294183972,3885.867038250106,193.9350494134237,-8.346152525535231,16159.955924099748,-20313.88602359368,34885.13039871234,-59.7029998310876,-39.27699428324854,-61.735612415507234,122061,2025,1,1,0.0010896986,0.99888486,2.4910774e-05,6.1549656e-07
