accuracy,balanced_accuracy,recall_macro,f1_macro,kappa,mcc,auc_macro_ovr,auc_micro_ovr,pseudo_r2_mcfadden,pseudo_r2_tjur_macro
0.972086263864325,0.958190037272288,0.958190037272288,0.8904220124831395,0.8748414346914329,0.8796452979255106,0.9984215235169087,0.9991828472468015,0.8358646929264069,0.9230707883834839
