EstagioClusterizacao,Ano,n_unidades,AreadaQuadra_total,AreaOcupada_total,AreaConstruida_total,UsoTotal_total,Numero_Viagens_total,Terreno_total,EmpresaPequenoPorte_total,EmpresaMedioPorte_total,EmpresaGrandePorte_total,cont_aceleradora_total,densidade_hec_media,concentracaoStartups_media,ConcentracaoAreaVerde_media,ConcentracaoIES_media,ConcentracaoPatrimonioHistorico_media,ConcentracaoBOs_media,TempoMediodeViagem_mediana,ValorTerrenoM2_mediana,ValorConstrucaoM2_mediana,NumerodePavimentos_mediana,ResidencialPopularHor_pct_medio,ResidencialPopularVert_pct_medio,ResidencialMedioPadraoHor_pct_medio,ResidencialMedioPadraoVert_pct_medio,ResidencialAltoPadraoHor_pct_medio,ResidencialAltoPadraoVert_pct_medio,ComercioServicos_pct_medio,OutrosUsos_pct_medio,Terreno_pct_medio,DeslocamentoCaminhada_medio,Caminhada_medio,DeslocamentoBicicleta_medio,DeslocamentoTansporteColetivo_medio,DeslocamentoVeiculoIndividual_medio,SemBaldeacao_medio,1Baldeacao_medio,Maisde2Baldeacoes_medio,Ate2SalariosMinimos_medio,2a5SalariosMinimos_medio,5a10SalariosMinimos_medio,Maisde10SalariosMinimos_medio,18a29anos_medio,30a39anos_medio,40a49anos_medio,50a64anos_medio,Maisde65anos_medio,EnsinoMedioCompleto_medio,EnsinoSuperiorCompleto_medio,MestradoDoutoradoCompleto_medio,Masculino_medio,Feminino_medio,Brasileira_medio,Estrangeira_medio,OrigemMotivoResidencia_medio,OrigemMotivoOutros_medio,OrigemMotivoEducacao_medio,OrigemMotivoTrabalhoComercioServico_medio,OrigemMotivotrabalhoindustria_medio,DestinoMotivoResidencia_medio,DestinoMotivoOutros_medio,DestinoMotivoEducacao_medio,DestinoMotivoTrabalhoComercioServico_medio,DestinoMotivotrabalhoindustria_medio,ResidencialPopularHor_medio,ResidencialPopularVert_medio,ResidencialMedioPadraoHor_medio,ResidencialMedioPadraoVert_medio,ResidencialAltoPadraoHor_medio,ResidencialAltoPadraoVert_medio,ComercioServicos_medio,OutrosUsos_medio,UsoPredominante_moda,CristalizacaoPredominante_moda,TO_moda,CA_moda,indice_diversidade_uso_shannon,indice_acessibilidade,empresas_total,prop_EmpresaPequenoPorte,prop_EmpresaMedioPorte,prop_EmpresaGrandePorte,yoy_delta__AreaConstruida_total,yoy_pct__AreaConstruida_total,mm3__AreaConstruida_total,yoy_delta__AreaOcupada_total,yoy_pct__AreaOcupada_total,mm3__AreaOcupada_total,yoy_delta__AreadaQuadra_total,yoy_pct__AreadaQuadra_total,mm3__AreadaQuadra_total,yoy_delta__ValorTerrenoM2_mediana,yoy_pct__ValorTerrenoM2_mediana,mm3__ValorTerrenoM2_mediana,yoy_delta__ValorConstrucaoM2_mediana,yoy_pct__ValorConstrucaoM2_mediana,mm3__ValorConstrucaoM2_mediana,yoy_delta__densidade_hec_media,yoy_pct__densidade_hec_media,mm3__densidade_hec_media,yoy_delta__TempoMediodeViagem_mediana,yoy_pct__TempoMediodeViagem_mediana,mm3__TempoMediodeViagem_mediana,yoy_delta__concentracaoStartups_media,yoy_pct__concentracaoStartups_media,mm3__concentracaoStartups_media,yoy_delta__ConcentracaoAreaVerde_media,yoy_pct__ConcentracaoAreaVerde_media,mm3__ConcentracaoAreaVerde_media
0,1995,33186,47325801135.22236,3743857989.072883,25590441.0,24345109.0,5310771954.658845,798215.0,2225427.0,12075794.0,7911354.0,180667.0,139.6295074617306,0.011874510556008374,1.7510667881286859,8.00095891067747,105.19043966054562,336798.24934873986,13655.0,29.66,134.94,1.0,0.1676554633935849,0.00986719087117035,0.29878250307650506,0.05184078886385066,0.012505154144891405,0.0028649054673890464,0.06479647120870691,0.31938469898195654,0.07183231848619968,31383.314722083313,31580.071017221,236.570393596874,28530.887222816724,24467.439673810713,45131.328021507965,6738.498237330793,1380.8987863790735,6.804230394272107,43.65243483402855,71.96610250755143,220.6214220645347,86.15418484601493,139.60146873152098,84.65276246184335,38.823256780297584,4.954979143692765,0.0,0.0,0.0,229.54288728004985,125.42263988109508,346.3524316376596,8.647808090009748,35025.01617310416,12700.842264267632,16583.364174130427,17535.655993823413,2955.089222140768,43235.64555218895,10593.689827811846,15133.814994521663,13297.044185893863,2394.651657336226,16.024675968100237,4.698806156206549,24.07359639449585,21.24356331207748,0.7801377635006632,0.5251634143612856,8.687379137300027,300.2894791516837,ResidencialMedioPadraoHor,cr_4,0.0,0.0,1.6622386755315666,7.322788517867604e-05,22212575.0,0.10018770898916492,0.5436467406412809,0.35616555036955416,,,25590441.0,,,3743857989.072883,,,47325801135.22236,,,29.66,,,134.94,,,139.6295074617306,,,13655.0,,,0.011874510556008374,,,1.7510667881286859
0,2000,33284,48360073437.61052,4631856746.766675,27318117.5,5884041.0,4723110584.33365,606148.0,3112145.5,16426389.0,18085258.0,167819.0,138.3313792881922,0.10939554272887607,1.725829725829726,12.840804874138207,64.40867404200738,535287.800272567,11740.0,51.18,205.45,1.0,0.17900641333974665,0.011691037357704024,0.4600796857463524,0.06695366362033028,0.025175084175084177,0.0031297097963764635,0.08809636042969377,0.05855731922398589,0.1072557319223986,38938.547502757174,39060.41888571333,778.8510792934904,36846.98986206373,26953.68539034207,50592.707866817305,10807.615699498718,3207.836509284031,8.649110149110149,62.127384960718295,112.99776334776335,404.0811287477954,118.99188712522046,230.17105980439314,162.4574074074074,82.42095558762226,8.788359788359788,156.4677168510502,441.8755571588905,0.0,366.94460477793814,236.41839826839828,587.0516594516595,16.2849847683181,41708.738801303516,13318.889293253247,21726.648124118165,23970.833814901078,2896.4150404856505,54774.86765494213,10611.839982903077,19412.134030210756,16732.302672539365,2034.7033940762387,12.5001443001443,4.9928811928811925,30.649815616482282,23.768077601410933,0.9590989257655924,0.5875420875420876,9.030623697290364,2.134118967452301,ResidencialMedioPadraoHor,cr_4,0.0,0.0,1.62858850193721,8.517162081594413e-05,37623792.5,0.08271748521896084,0.4365957791203532,0.480686735660686,1727676.5,0.06751257237028474,26454279.25,887998757.6937919,0.23718815197733845,4187857367.919779,1034272302.3881607,0.0218543009854808,47842937286.41644,21.52,0.7255563047875928,40.42,70.50999999999999,0.5225285311990513,170.195,-1.2981281735384016,-0.009296947308176873,138.9804433749614,-1915.0,-0.14024166971805196,12697.5,0.0975210321728677,8.212635940899737,0.06063502664244222,-0.025237062298959945,-0.014412392759690307,1.738448256979206
0,2005,34384,53958422176.49043,5442639403.790596,34300415.0,6395270.0,4959638540.48527,627502.0,4082355.0,21725787.0,34724767.5,90386.0,145.69405654752566,0.11994275848123317,2.0463220768716264,8.151658915211,60.28846303411159,777443.5787459752,11689.0,104.49,341.6,1.0,0.1784247694006751,0.017304671094588497,0.4661694846707835,0.06464154054348333,0.023562973448023765,0.002872342080293674,0.0890258053477267,0.05756303566706591,0.10032851654248784,39959.9509981983,40083.37530187862,784.8779001542255,37354.8668135478,26557.567047271463,50475.52346655712,10979.061725689699,3271.147268030067,18.96127642364946,124.03922132868765,237.27321159140755,555.4740935463299,302.72258862324816,304.20222744170854,210.7869153354384,114.61334754001462,8.651262268817371,79.54611986498468,862.2999191152452,0.0,642.6579508158472,299.2895285352082,925.6653626592419,16.299818009301745,41476.37883345168,13454.485656652696,22471.09787972025,24387.139703470268,2972.2785596284743,56390.9115258793,10283.718420871377,19906.60584056977,16136.217508615002,2011.249773539175,13.315746084089035,7.830546438737576,32.37583412403366,23.726205105072406,0.9277170277963571,0.563424536079267,8.884863662523916,2.0919130799981334,ResidencialMedioPadraoHor,cr_4,0.0,0.0,1.6261148791124325,8.554319931565441e-05,60532909.5,0.06744025743550291,0.35890868586120084,0.5736510567032962,6982297.5,0.2555921907869383,29069657.833333332,810782657.023921,0.17504484731525816,4606118046.543385,5598348738.879913,0.11576385933537425,49881432249.77444,53.309999999999995,1.0416178194607268,61.776666666666664,136.15000000000003,0.6626916524701876,227.33,7.362677259333452,0.053224924794499806,141.21831443248283,-51.0,-0.0043441226575808845,12361.333333333334,0.010547215752357106,0.09641357855408361,0.08040427058870588,0.32049235104190044,0.18570334387294052,1.8410728636100127
0,2010,34222,4476618589.630637,727684034.4114953,17078436.0,3709298.0,3893152139.025205,130482.0,1287000.5,7470782.0,17647897.0,4546.0,142.25157297843143,0.21359623156323201,0.6937115498468429,3.432675229735643,12.393394939380679,137452.3328270998,8027.0,205.5,500.0,1.0,0.1549108085150197,0.017174187237766737,0.45175371309428813,0.05579216968261732,0.017112152178949267,0.003095832582563258,0.0713467528121702,0.17723545007593502,0.051034518263018365,33833.2957349274,34084.0649968074,784.2408292453731,38056.474225891274,27289.438581535665,51876.876104037685,10120.233036817153,4135.113461417153,39.74267033900487,121.85119308090299,229.1589487502896,278.62481659759584,193.6273134443615,206.57216401966588,151.743185152771,117.29201523848748,10.10570413652861,34.495315194728306,582.7703801899663,62.44398826224613,429.74340394862156,249.9703982084481,670.7271487039563,8.986653453113336,40868.36879125766,12538.054694655806,21167.553370019385,21976.50831777374,3652.189151550104,53669.34303668567,9993.078986941762,18874.906753229825,14968.17723090494,2693.2625135878275,8.183788514504878,5.227470462560169,24.64560220340292,17.332775618420037,0.893639475919586,0.6372622203917733,4.790702463383871,30.40994620196144,ResidencialMedioPadraoHor,cr_4,0.0,0.0,1.6133999835518982,0.00012456402590931738,26405679.5,0.048739533478015594,0.2829233006482564,0.668337165873728,-17221979.0,-0.5020924382401788,26232322.833333332,-4714955369.379101,-0.8662994219487166,3600726728.322922,-49481803586.859795,-0.9170357766394976,35598371401.243866,101.01,0.9666953775480909,120.38999999999999,158.39999999999998,0.4637002341920373,349.01666666666665,-3.442483569094236,-0.0236281674810207,142.09233627138312,-3662.0,-0.313285995380272,10485.333333333334,0.09365347308199884,0.7808180691179645,0.14764484425778043,-1.3526105270247835,-0.6609959117934288,1.4886211175160653
0,2015,32501,8790738671.047697,1617949289.1259942,14810911.5,3875186.0,3294049861.929118,85023.0,5338646.0,29515105.0,37835526.0,5535.0,137.05416697841633,0.4335558905879819,1.3376511491954093,5.002953755269068,45.350112304236795,308000.1071043968,7956.0,436.0,750.0,1.0,0.1629752930679056,0.018428356050583062,0.46539583397433926,0.04883511276576105,0.01497338543429433,0.0021156272114704164,0.06820528599120028,0.1717913294975539,0.046729023722347,34680.56805822747,34938.968688568966,828.0067544013568,38326.83053876931,27262.644993843547,52150.81300952134,10090.293104377588,4177.012600019154,158.12011938094213,561.6923786960401,644.6145041691025,840.692286391188,685.251715331836,868.5244607858219,388.4008030522138,268.80323682348234,25.018984031260576,140.16594874003877,1983.0773360819667,113.2770991661795,1539.9259715085689,696.5962585766591,2207.457447463155,29.06484415864127,40890.73839164716,12750.58378423301,21764.004426351206,22145.45546086036,3794.157416168733,54988.41199612561,9918.032018752885,19162.231303718992,14545.543097131627,2727.7275450078614,7.5234300483062055,4.920525522291622,23.58613581120581,14.37195778591428,0.7602535306605951,0.4774314636472724,3.832866681025199,61.14421094735547,ResidencialMedioPadraoHor,cr_4,0.0,0.0,1.5778371947671541,0.00012567550584391103,72689277.0,0.0734447530685991,0.4060448283176623,0.5205104186137386,-2267524.5,-0.1327712034052767,22063254.166666668,890265254.7144989,1.2234228217395051,2596090909.109362,4314120081.41706,0.9637006135412165,22408593145.72292,230.5,1.121654501216545,248.66333333333333,250.0,0.5,530.5333333333333,-5.197406000015093,-0.03653672076303249,141.66659883479113,-71.0,-0.008845147626759697,9224.0,0.21995965902474987,1.0297918526696201,0.255698293544149,0.6439395993485664,0.9282526714320021,1.3592282586379596
0,2020,32398,8439931691.813996,1673307537.2779913,17023673.0,3899940.0,3347650520.468024,87377.0,6299238.0,35398694.0,44044542.5,1091.0,139.63415817130024,1.3374591024137292,1.382770541391444,5.007901722328539,42.68337551700722,468048.01234644116,7984.0,520.0,906.0,1.0,0.1647573924316316,0.021687141181554417,0.4635613309463547,0.04923884190382123,0.013888202975492314,0.0022433483548367186,0.0662173590962405,0.1698333230446324,0.04807241187727638,35753.405544328256,36012.3593204216,826.5099064208594,39183.84904200179,27305.913317906008,52726.859618992974,10279.494765223717,4310.022086673561,262.1332335329341,777.5794956478795,877.3325976912155,672.9200413605778,803.5752515587382,1035.7468362244583,512.2976726958454,264.27884437310945,30.161229088215322,207.68897771467374,2293.9291159948143,144.13300203716278,1810.051638990061,836.4766806593,2617.8714272485954,28.6571084634854,41188.88921744339,13025.192012764493,22510.396841296715,22699.148721046593,3904.310574752763,56796.68145884296,9872.62687385428,19539.41554247742,14406.811640515263,2711.006666951139,7.589511698252979,5.64624359528366,23.54491017964072,15.93067473300821,0.7063707636273844,0.5822272979813569,4.0001234644113834,59.67889993209457,ResidencialMedioPadraoHor,cr_4,0.0,0.0,1.5849899826551932,0.00012523481527864746,85742474.5,0.07346694898570953,0.412848990030023,0.5136840609842674,2212761.5,0.1494007644296571,16304340.166666666,55358248.15199709,0.03421506998028434,1339646953.6051605,-350806979.23370075,-0.03990642793069066,7235762984.164109,84.0,0.19266055045871555,387.1666666666667,156.0,0.20799999999999996,718.6666666666666,2.5799911928839094,0.018824609639852996,139.64663270938266,28.0,0.0035193564605329186,7989.0,0.9039032118257473,2.084859718085914,0.661537074854981,0.04511939219603467,0.03373031318604536,1.1380444134778986
0,2023,32274,1215715725.0,340402954.0,271025563.0,2078445.0,2658695530.863194,81134.0,6284139.0,35333045.5,43969317.5,1091.0,139.6433657437525,1.3425977567081862,1.3877114705335565,5.02714259155977,42.84690462911322,469174.36546446057,29.6870948849302,916.0,1459.0,1.0,0.18236165334324847,0.02411631653962942,0.5142080312325711,0.05840490797546012,0.020316973415132927,0.0023969758939084086,0.07420028505918078,0.04881638470595526,0.07521534362025159,12165.89494667904,23973.949388767433,370.0243216025413,21104.61082236857,13906.53013784555,25709.994815822094,6595.364729026409,2705.781415365619,262.572690091095,779.0645256243416,879.2371568445188,674.3209394559087,805.177309908905,1037.838585238892,513.3309320195823,264.82385201710355,30.223446117617897,208.01818801512053,2298.684095556795,144.3825370267088,1813.688262998079,838.1755282890252,2623.152351738241,28.711656441717793,23113.648565419553,16063.230523174358,7950.750178743552,10533.622909363401,1323.838172280688,22935.14311399953,16102.515826671603,7971.2993723535965,10606.99424954529,1369.137786411527,7.484476668525748,5.880337113465948,23.886781929726716,17.983702051186714,0.7241742579165892,0.5990890500092954,4.1156038916775115,1.2119043192662824,ResidencialMedioPadraoHor,cr_4,0.0,0.0,1.5366909550655299,0.03258698823560126,85586502.0,0.07342441685489144,0.41283432170180295,0.5137412614433057,254001890.0,14.920510397491775,100953382.5,-1332904583.2779913,-0.7965688037515557,1210553260.1346622,-7224215966.813996,-0.855956686689877,6148795362.6205635,396.0,0.7615384615384615,624.0,553.0,0.6103752759381897,1038.3333333333333,0.009207572452254453,6.594068795795494e-05,138.77723029782302,-7954.31290511507,-0.9962816764923684,5323.22903162831,0.0051386542944569236,0.0038421020016112806,1.0378709165699658,0.004940929142112527,0.003573209722229631,1.36937772037347
0,2025,32272,1221455758.0,354531744.0,278577326.0,2160311.0,2658593021.0006976,78461.0,6284086.0,35331919.5,43965312.5,1091.0,139.63415817130024,1.342680961824492,1.3877354982647496,5.027454139811601,42.84955999008428,469203.2827218642,29.6870948849302,998.0,1590.0,1.0,0.17922006693108578,0.026615642042637583,0.5136728433316807,0.06227038919186912,0.020187778879524047,0.002470872583044125,0.07510504462072384,0.048027702032721865,0.07243120971740208,12166.358485876608,23974.67926085303,369.92447336433753,21105.241203328722,13906.888616847453,25710.923505658524,6595.670345862263,2705.5359686553843,262.5751735250372,779.0665127664848,879.234444719881,674.3219819038176,805.1871126673277,1037.8432232275657,513.3235467278136,264.81978185423895,30.224141670798215,208.02485126425384,2298.686678854735,144.37692117005454,1813.6762828458106,838.1912183936539,2623.1566373326723,28.711080813088746,23114.319634808955,16063.830414290416,7950.967319825146,10533.82344040619,1323.8682716984974,22935.800523175632,16103.118152424711,7971.517786935042,10607.20576798364,1369.166850510174,7.387766484878532,6.245847793753098,24.10519955379276,20.023890679226575,0.7241881507188894,0.6187097174020822,4.203241199801686,1.2006383242439267,ResidencialMedioPadraoHor,cr_4,0.0,0.0,1.54369896494569,0.03258698823560126,85581318.0,0.07342824516911506,0.4128461716375997,0.5137255831932852,7551763.0,0.027863655798401554,188875520.66666666,14128790.0,0.041506073416742506,789414078.4259974,5740033.0,0.004721525667523929,3625701058.271332,82.0,0.08951965065502177,811.3333333333334,131.0,0.08978752570253601,1318.3333333333333,-0.009207572452254453,-6.593634007034943e-05,139.63722736211764,0.0,0.0,2681.124729923287,8.320511630577343e-05,6.197322756573698e-05,1.3409126069821358,2.402773119314361e-05,1.731464479703959e-05,1.3860725033965835
1,1995,511,149111395.2138607,37859209.321505524,815052.0,140332.0,82053771.43964,3865.0,33860.0,193481.0,156425.5,872.0,103.43660629170638,0.0,0.373574144486692,1.817490494296578,35.19106463878327,116926.53326996198,16003.0,82.81,179.52,1.0,0.08958174904942964,0.020836501901140687,0.27493346007604563,0.1169296577946768,0.028326996197718633,0.01064638783269962,0.1742490494296578,0.2459125475285171,0.03859315589353613,18688.707564942968,18874.251989372624,77.60415615019012,30333.346711844108,28548.013754895437,51508.726960399246,6029.987043878327,1417.937823136882,5.896863117870723,58.09553231939164,83.79087452471482,198.300855513308,82.11026615969581,135.27756653992395,89.36644486692015,49.913498098859314,7.281844106463878,0.0,0.0,0.0,235.143536121673,129.65351711026616,357.1097908745247,7.687262357414449,39219.92385292776,11161.540780589352,11204.543079876426,14736.434242694868,1603.9665985788974,29054.550262366916,12793.99847646388,14372.663765622625,19596.030231226236,1944.7383103374525,8.584600760456274,9.875475285171103,22.95152091254753,33.07889733840304,1.414448669201521,2.1283269961977185,19.95722433460076,31.730988593155892,ResidencialMedioPadraoHor,cr_4,0.2395727937043282,0.0015330369461904,1.8270770057194397,6.248437890527369e-05,383766.5,0.08823073405312866,0.5041633389052979,0.40760592704157345,,,815052.0,,,37859209.321505524,,,149111395.2138607,,,82.81,,,179.52,,,103.43660629170638,,,16003.0,,,0.0,,,0.373574144486692
1,2000,1179,353237425.4694132,93468345.71518752,2974340.5,269962.0,137428009.77802,4806.0,167589.5,1009155.5,1205206.5,2272.0,95.30499766464268,1.4827264239028946,0.20541549953314658,30.088702147525677,53.45611577964519,141790.89355742297,21100.0,312.2,273.32,2.0,0.040149393090569564,0.020770308123249297,0.2911998132586368,0.2097198879551821,0.06511204481792715,0.02395891690009337,0.22592903828197944,0.0735200746965453,0.04906162464985995,18110.83318603408,18306.253659119982,398.5751492973856,37189.812361038756,35053.06693201214,57892.168386645666,11649.578655679274,3225.866374161998,17.323295985060692,129.70448179271708,259.78968253968253,680.2756769374416,214.04435107376284,424.26143790849676,299.1174136321195,152.8043884220355,20.472455648926235,248.89635854341736,850.202847805789,0.0,671.4049953314659,440.6171802054155,1084.3445378151262,27.677637721755367,50756.96508340336,11394.412519591504,10016.398454530814,17073.805632626052,1680.411052446312,26495.035839073294,14910.016260515873,13294.422102943512,32712.421975567227,3121.4263393580763,3.2698412698412698,8.528478057889822,18.713818860877684,58.783846872082165,1.8851540616246498,5.782913165266106,24.42296918767507,2.4019607843137254,ResidencialMedioPadraoHor,cr_4,0.5196583445264502,0.003120610259511,1.8400347156582837,4.739111890431733e-05,2381951.5,0.07035806564491343,0.4236675263958985,0.5059744079591881,2159288.5,2.6492647094909283,1894696.25,55609136.393681996,1.4688404060803726,65663777.51834652,204126030.25555253,1.3689499046185434,251174410.34163696,229.39,2.770076077768385,197.505,93.79999999999998,0.5225044563279857,226.42000000000002,-8.131608627063699,-0.0786144182276376,99.37080197817454,5097.0,0.3185027807286134,18551.5,1.4827264239028946,inf,0.7413632119514473,-0.16815864495354543,-0.45013459158048297,0.2894948220099193
