accuracy,balanced_accuracy,recall_macro,f1_macro,kappa,mcc,auc_macro_ovr,auc_micro_ovr,pseudo_r2_mcfadden,pseudo_r2_tjur_macro
0.9796754630388461,0.9545381065248284,0.9545381065248284,0.907396539259631,0.906409631856763,0.9090419552102912,0.9989160500435209,0.9995513057143266,0.8824173137545586,0.927214503288269
