accuracy,balanced_accuracy,recall_macro,f1_macro,kappa,mcc,auc_macro_ovr,auc_micro_ovr,pseudo_r2_mcfadden,pseudo_r2_tjur_macro
0.9739508356297728,0.9480236347217798,0.9480236347217798,0.8878605635403705,0.8820862161424209,0.886005907522236,0.9984231416911081,0.9992688495517706,0.8469577580690384,0.9158124625682831
