Unnamed: 0,SQ,Ano,densidade_hec,ConcentracaoBOs,EstagioClusterizacao,Startups,UsoeOcupacao,EconomiaUrbana,Inovacao,MobilidadeUrbana,Usolocal,DinamicaOcupacao,SQ,Ano,EstagioClusterizacao,Predicted_Class,Class_0_Prob,Class_1_Prob,Class_2_Prob,Class_3_Prob
88,002008,2025,21.7239602146145,27792.0,0,-3945.081303094357,-41.85426983491425,-1024.902843673255,-883.3834199839384,-126079.41751723149,-50.422342296435126,-59.62727679145735,002008,2025,0,0,0.9959514,0.0040486315,7.8162886e-11,2.4749335e-12
89,002011,2025,119.10861690854,23520.0,1,-4382.968720252958,3390.569912238777,1180.1156839100595,-951.6553091355372,-96945.77962570358,3380.747002286669,-58.70464224555501,002011,2025,1,1,0.218826,0.7811697,4.260279e-06,1.533932e-11
90,002012,2025,119.10861690854,18408.0,0,-4291.117704214849,1312.6988735302002,1180.1156839100595,-952.4128489824926,-96945.77962570358,1302.859484555729,-61.72396042665344,002012,2025,0,0,0.6376711,0.3623284,5.0455424e-07,3.1522326e-11
91,002013,2025,119.10861690854,5520.0,1,-4311.90412036593,1018.6789574157516,1180.1156839100595,-921.0068275847856,-96945.77962570358,1008.8581632044873,-61.7277248769366,002013,2025,1,1,0.41480783,0.58519083,1.2944685e-06,2.8998309e-11
92,002014,2025,119.10861690854,4500.0,1,-4325.510736371676,608.7033046765973,1180.1156839100595,-891.8230046593239,-96945.77962570358,598.8707441506505,-61.73061074760407,002014,2025,1,1,0.25905406,0.7409437,2.2420397e-06,2.2892124e-11
93,002015,2025,119.10861690854,5544.0,1,-4338.48153746133,608.7007926535312,1180.1156839100595,-864.4356794875173,-96945.77962570358,598.8686743596181,-61.73009286849461,002015,2025,1,1,0.16564035,0.83435667,2.9487924e-06,1.5649683e-11
94,002016,2025,119.10861690854,6562.0,1,-4385.817463283832,538.7202021012391,1180.1156839100595,-844.1499871088874,-96945.77962570358,528.8366925414479,-61.69778856276998,002016,2025,1,1,0.04961446,0.95038056,5.0116673e-06,5.6814484e-12
95,002017,2025,21.7239602146145,217088.0,0,-4122.80902473421,23.610873327324008,-1024.902843673255,-948.5803847299414,-110771.05176690666,14.957116690607386,-51.649203102568094,002017,2025,0,0,0.9742963,0.025703747,3.8393866e-09,1.34081175e-11
96,002018,2025,21.7239602146145,23400.0,0,-3908.293368362818,-41.19067148351225,-1024.902843673255,-1015.0364064618636,-126079.41751723149,-49.70536031889832,-61.72759718888604,002018,2025,0,0,0.9983468,0.0016532361,5.3230472e-11,2.611611e-12
97,002022,2025,54.3093253941102,41052.0,1,-4414.543977994164,-5.042238426547364,-1739.834844519238,-853.3902207365735,-117525.56405740153,-16.152386480662173,-60.51017635499076,002022,2025,1,1,0.017444214,0.9825509,4.9086043e-06,2.1638067e-12
98,002027,2025,103.886384945535,83160.0,1,-4484.629708445304,-38.68623617140423,-1739.834844519238,-946.441550557912,-117525.37459209951,-49.78311057386261,-49.06139445485757,002027,2025,1,1,0.00969941,0.9902767,2.3932218e-05,2.3524995e-12
99,002028,2025,21.6536571314209,73515.0,1,-4572.812653195335,-39.04505303634433,-1739.834844519238,-980.9513069300372,-117525.26075241204,-49.60674572703567,-58.7155649424649,002028,2025,1,1,0.0036640484,0.9961313,0.00020467764,5.3145045e-12
100,002029,2025,21.7239602146145,63460.0,1,-4523.973747458265,-41.82823302812299,-1024.902843673255,-945.3677302406686,-109240.21519187416,-50.34307803266651,-59.692421222282064,002029,2025,1,1,0.0062066414,0.9937424,5.092805e-05,3.096414e-12
101,002031,2025,21.6536571314209,8043.0,1,-4746.840501517965,-35.52564265765596,-1739.834844519238,-1126.1954311247864,-117525.26075241204,-46.011152067951,-60.73863877998674,002031,2025,1,1,0.0020234806,0.95673615,0.0412404,2.0122592e-09
102,002032,2025,62.1270772308473,185544.0,2,-4891.419939282576,70.41856386642496,-1739.834844519238,-1218.7448147187697,-117526.11674018612,58.82960840022208,-61.68063723797368,002032,2025,2,2,3.8284637e-05,0.01475704,0.98520446,2.509028e-07
103,002033,2025,62.1270772308473,126840.0,2,-4987.282061398323,-37.90377217005524,-1739.834844519238,-1276.1839561635188,-117526.11674018612,-49.43057703075509,-61.67138071499122,002033,2025,2,2,4.7773043e-05,0.006839337,0.99310017,1.2689974e-05
