accuracy,balanced_accuracy,recall_macro,f1_macro,kappa,mcc,auc_macro_ovr,auc_micro_ovr,pseudo_r2_mcfadden,pseudo_r2_tjur_macro
0.9698956455225919,0.9502606447992772,0.9502606447992772,0.8882981916854179,0.8660186958728494,0.8718033038432692,0.9982728288583756,0.9991244990344159,0.8286108076572418,0.9163495153188705
