epoch,val_loss,val_accuracy,accuracy,balanced_accuracy,recall_macro,f1_macro,kappa,mcc,auc_macro_ovr,auc_micro_ovr,pseudo_r2_mcfadden,pseudo_r2_tjur_macro
28,0.14153426885604858,0.9600990414619446,0.9600990268055318,0.9587946200545302,0.9587946200545302,0.8624253282601885,0.8277050049099095,0.8366225631104566,0.9970242696964673,0.9984699699835824,0.768914133310318,0.9131954610347748
29,0.14402928948402405,0.9570428729057312,0.9570428547037733,0.9593268798182168,0.9593268798182168,0.8658176904657058,0.8170950755287796,0.8280635923108354,0.9972414052952384,0.998364439599851,0.7631606012582779,0.9076217114925385
30,0.12617939710617065,0.9654772281646729,0.9654772067611405,0.9616074207421811,0.9616074207421811,0.8835682599011153,0.8491475513200135,0.8569571643427663,0.9978188736818668,0.9988162653965573,0.7992652803659439,0.91505366563797
31,0.12493367493152618,0.9641625285148621,0.9641625405497695,0.9652994617818682,0.9652994617818682,0.8821142598437275,0.8441145334642302,0.852427339296739,0.9977989153270692,0.9988252807966687,0.7972918301820755,0.9197493642568588
32,0.11851310729980469,0.9671162962913513,0.9671162711285641,0.95954037163564,0.95954037163564,0.8871354576525006,0.8554565945311754,0.8626141891271468,0.9979092244396385,0.9988786013343828,0.8076937198638916,0.9133796244859695
33,0.11668853461742401,0.9675601720809937,0.9675601843947413,0.9663336491459128,0.9663336491459128,0.8873485634280435,0.8571788102750151,0.8640529128794493,0.9978671504042217,0.9988836592303232,0.8082363307476044,0.9172712564468384
34,0.10863330215215683,0.9688236117362976,0.9688236298446303,0.9632548427458745,0.9632548427458745,0.890078492092894,0.8621280258986111,0.8685422162838006,0.9982179752157203,0.9990664210930774,0.823385551571846,0.921518549323082
35,0.1118520200252533,0.9669796824455261,0.9669796824312789,0.9627009455352772,0.9627009455352772,0.887172038771274,0.8549637476141774,0.8621497320707467,0.9980500514956777,0.9989448516818717,0.8132863193750381,0.920634388923645
36,0.11307089030742645,0.9680724143981934,0.9680723920095612,0.9425420312083375,0.9425420312083375,0.8804390057391773,0.8586748092533671,0.8651035353974995,0.9978942292553312,0.9989447857526196,0.8079355955123901,0.9040871560573578
37,0.10392967611551285,0.9702748656272888,0.9702748847532867,0.9662179432547695,0.9662179432547695,0.8929803709356098,0.867996271266132,0.873928740983526,0.998139529453884,0.9990769194398079,0.8267093002796173,0.9204453825950623
38,0.11528665572404861,0.9643674492835999,0.9643674235956975,0.9629221792223936,0.9629221792223936,0.8811630623667213,0.844744828653467,0.8528526242362381,0.9979594270190192,0.9988191800816663,0.7988199591636658,0.9197913259267807
39,0.1114257276058197,0.9656479358673096,0.9656479426327471,0.9585942602636092,0.9585942602636092,0.883712242229339,0.8496180802203482,0.8572281947870499,0.9980787883890857,0.9988871017867099,0.8058864325284958,0.9190963208675385
40,0.10811129957437515,0.9682260751724243,0.9682260542940072,0.9532582118233262,0.9532582118233262,0.8831663050660952,0.8594689081616721,0.865889090000466,0.9979217540045748,0.9989697735707691,0.8118849098682404,0.9119712263345718
41,0.10830186307430267,0.9681406617164612,0.9681406863582038,0.9545109823085006,0.9545109823085006,0.8848708484419981,0.8592981479303132,0.8659015117937046,0.9979338281658375,0.9989641081734519,0.8100086748600006,0.9133763611316681
42,0.10539636015892029,0.9674236178398132,0.9674235956974561,0.9654960666749747,0.9654960666749747,0.8895683510650592,0.856778922130754,0.8638724132074165,0.9982231378353655,0.9989979807964072,0.8161913007497787,0.9226638525724411
43,0.10475026816129684,0.9680894613265991,0.9680894655967218,0.9608399750584968,0.9608399750584968,0.8880652162410508,0.8591738027851318,0.8658374839533306,0.9981442477173971,0.9989981659035927,0.8171274363994598,0.9191964417695999
44,0.10403482615947723,0.9682943224906921,0.9682943486426498,0.9614341388774995,0.9614341388774995,0.8893847590294649,0.8600897528347606,0.8667765949320252,0.9982037005345394,0.9990242136425707,0.8182614296674728,0.9216927587985992
45,0.09922409057617188,0.9705992937088013,0.9705992829093393,0.9585291906241308,0.9585291906241308,0.8918969116340534,0.8691386911164631,0.8748942593582522,0.9982821804427429,0.9991245107400889,0.8287011682987213,0.9190985858440399
46,0.09714128822088242,0.9704626798629761,0.970462694212054,0.9638462109907411,0.9638462109907411,0.8930047565183465,0.8686809558578414,0.8745152062761429,0.9983206013118388,0.9991398516559762,0.832918643951416,0.9227129369974136
47,0.10207650810480118,0.9689602255821228,0.9689602185419156,0.9630749631462445,0.9630749631462445,0.8911306975137774,0.8627622022544607,0.8692208352471557,0.9982388950154941,0.9990453299026414,0.8211442828178406,0.9226755052804947
48,0.10245153307914734,0.9684992432594299,0.9684992316885778,0.9599924843325677,0.9599924843325677,0.8904579085237052,0.8609391037350148,0.8676192260926148,0.9982717834304505,0.9990306962808235,0.8197929859161377,0.9193387478590012
49,0.09921848028898239,0.9694041609764099,0.9694041318080929,0.9622178778070561,0.9622178778070561,0.8924098313192353,0.8645530384052902,0.8708968178179218,0.9983527281366176,0.9990971293548542,0.8266836106777191,0.923991858959198
50,0.09776173532009125,0.9700700044631958,0.9700700017073587,0.9667594924088788,0.9667594924088788,0.8934844912685413,0.8671810738386082,0.8732033060912405,0.9983339203866044,0.9991187705711292,0.8295619934797287,0.9257642775774002
51,0.10025918483734131,0.9696431756019592,0.9696431620283421,0.95774856395776,0.95774856395776,0.8892353581417405,0.865290281106095,0.8713600795226499,0.9982137958035368,0.9990838646516861,0.823742002248764,0.9190898686647415
52,0.09891840070486069,0.9692333936691284,0.9692333959364863,0.9633228010674852,0.9633228010674852,0.8915544364907773,0.8638197680045352,0.8701591648650319,0.998337464931598,0.999084031782583,0.8266966640949249,0.9236989617347717
53,0.10294209420681,0.9680894613265991,0.9680894655967218,0.9606524094447513,0.9606524094447513,0.8894646284441043,0.8593116981783312,0.8661232625114169,0.9982672465570933,0.9990161453499321,0.8173957914113998,0.9217240810394287
54,0.10016810894012451,0.9694041609764099,0.9694041318080929,0.9586627667191954,0.9586627667191954,0.8900046726694358,0.864418335246148,0.8706495010174957,0.9982476078844938,0.999060810984993,0.8236387968063354,0.9192590117454529
55,0.09862489253282547,0.9709066152572632,0.9709066074782312,0.9495289456683444,0.9495289456683444,0.8884466709608694,0.8701344548010967,0.8756249084878117,0.9981410469512764,0.9991168827207612,0.827092707157135,0.9131214171648026
56,0.09650877118110657,0.971162736415863,0.9711627112856411,0.9551956048117416,0.9551956048117416,0.8914862052532883,0.8713489774028027,0.8768751008035425,0.9982697405497861,0.9991382674591275,0.8318599313497543,0.9172409027814865
57,0.09884233772754669,0.9702407121658325,0.9702407375789653,0.9522615861439755,0.9522615861439755,0.8886008877508624,0.8675420046335791,0.8733215785365931,0.9981856686019909,0.9991018553210596,0.8264670968055725,0.9151866137981415
58,0.09728988260030746,0.9699163436889648,0.9699163394229128,0.9611064427704599,0.9611064427704599,0.8910431252072342,0.8664640458468206,0.8724847783407326,0.9983517886653948,0.9991142968559754,0.8299437165260315,0.9225266575813293
59,0.09753783047199249,0.9697626829147339,0.9697626771384668,0.9594081447039228,0.9594081447039228,0.8909319524111421,0.865834088915073,0.8719222559977817,0.9983666307845599,0.9991215762810629,0.8293165862560272,0.921654611825943
60,0.0991714671254158,0.9694382548332214,0.9694382789824142,0.9565020324730066,0.9565020324730066,0.8889244638211318,0.8644648188850458,0.870613559298242,0.99827389493197,0.9990955750375119,0.8255149871110916,0.9195929318666458
