epoch,accuracy,loss,lr,val_accuracy,val_loss
0,0.8337666392326355,0.6182478666305542,0.001,0.9263274669647217,0.30597832798957825
1,0.8913499712944031,0.40027132630348206,0.001,0.9345911145210266,0.28919950127601624
2,0.8996750116348267,0.3797420561313629,0.001,0.9444767236709595,0.2745746076107025
3,0.9021166563034058,0.3695925772190094,0.001,0.9425303339958191,0.2539018392562866
4,0.9038500189781189,0.36247196793556213,0.001,0.9504182934761047,0.2421267032623291
5,0.9055083394050598,0.3546527624130249,0.001,0.9484035968780518,0.22934991121292114
6,0.906166672706604,0.35162362456321716,0.001,0.933617889881134,0.26396194100379944
7,0.9064666628837585,0.347050279378891,0.001,0.9473450779914856,0.23268285393714905
8,0.9072499871253967,0.34434089064598083,0.001,0.9497524499893188,0.22297649085521698
9,0.9069958329200745,0.3426894545555115,0.001,0.9333788752555847,0.2591516971588135
10,0.9078791737556458,0.34078630805015564,0.001,0.9476182460784912,0.225646510720253
11,0.9080333113670349,0.340517520904541,0.001,0.9558647871017456,0.20553763210773468
12,0.9090916514396667,0.33697980642318726,0.001,0.9469694495201111,0.22260373830795288
13,0.908258318901062,0.3372986614704132,0.001,0.9587331414222717,0.20624588429927826
14,0.909179151058197,0.33406805992126465,0.001,0.9422742128372192,0.230607271194458
15,0.9095041751861572,0.3324905037879944,0.001,0.953525722026825,0.2123439908027649
16,0.9321916699409485,0.25823646783828735,0.00020000001,0.9608331918716431,0.16742655634880066
17,0.9376916885375977,0.2259499579668045,0.00020000001,0.9619771242141724,0.14769838750362396
18,0.9390583038330078,0.2147880345582962,0.00020000001,0.9667918682098389,0.1345788538455963
19,0.9398333430290222,0.20843243598937988,0.00020000001,0.967235803604126,0.12929224967956543
20,0.9403374791145325,0.20422837138175964,0.00020000001,0.9653918147087097,0.13018718361854553
21,0.9411958456039429,0.2016780525445938,0.00020000001,0.9652040004730225,0.12868395447731018
22,0.941712498664856,0.200129434466362,0.00020000001,0.9580501914024353,0.1370806246995926
23,0.9416416883468628,0.19929754734039307,0.00020000001,0.9627283811569214,0.13268133997917175
24,0.942354142665863,0.19807229936122894,0.00020000001,0.9649479389190674,0.12827152013778687
25,0.9421749711036682,0.19828557968139648,0.00020000001,0.964469850063324,0.13620568811893463
26,0.9420916438102722,0.1983475387096405,0.00020000001,0.962455153465271,0.13202887773513794
27,0.9434791803359985,0.19589948654174805,0.00020000001,0.9600990414619446,0.14153426885604858
28,0.9427250027656555,0.19681520760059357,0.00020000001,0.9570428729057312,0.14402928948402405
29,0.9506208300590515,0.17495562136173248,4.0000003e-05,0.9654772281646729,0.12617939710617065
30,0.9524999856948853,0.1676294058561325,4.0000003e-05,0.9641625285148621,0.12493367493152618
31,0.9544541835784912,0.16216941177845,4.0000003e-05,0.9671162962913513,0.11851310729980469
32,0.9540958404541016,0.15935567021369934,4.0000003e-05,0.9675601720809937,0.11668853461742401
33,0.9552666544914246,0.15691518783569336,4.0000003e-05,0.9688236117362976,0.10863330215215683
34,0.9549083113670349,0.1557997167110443,4.0000003e-05,0.9669796824455261,0.1118520200252533
35,0.9556208252906799,0.15318918228149414,4.0000003e-05,0.9680724143981934,0.11307089030742645
36,0.9560916423797607,0.1503709852695465,4.0000003e-05,0.9702748656272888,0.10392967611551285
37,0.955679178237915,0.15118800103664398,4.0000003e-05,0.9643674492835999,0.11528665572404861
38,0.9556666612625122,0.14858362078666687,4.0000003e-05,0.9656479358673096,0.1114257276058197
39,0.9561708569526672,0.1473386138677597,4.0000003e-05,0.9682260751724243,0.10811129957437515
40,0.9570916891098022,0.1448696106672287,4.0000003e-05,0.9681406617164612,0.10830186307430267
41,0.958216667175293,0.14245818555355072,8.000001e-06,0.9674236178398132,0.10539636015892029
42,0.9587708115577698,0.1396946907043457,8.000001e-06,0.9680894613265991,0.10475026816129684
43,0.9589999914169312,0.1385626643896103,8.000001e-06,0.9682943224906921,0.10403482615947723
44,0.9593208432197571,0.13780009746551514,8.000001e-06,0.9705992937088013,0.09922409057617188
45,0.9599416851997375,0.13663233816623688,8.000001e-06,0.9704626798629761,0.09714128822088242
46,0.9594083428382874,0.13734695315361023,8.000001e-06,0.9689602255821228,0.10207650810480118
47,0.9593541622161865,0.13681893050670624,8.000001e-06,0.9684992432594299,0.10245153307914734
48,0.960308313369751,0.13500574231147766,8.000001e-06,0.9694041609764099,0.09921848028898239
49,0.9597749710083008,0.13492655754089355,8.000001e-06,0.9700700044631958,0.09776173532009125
50,0.9612416625022888,0.1319936364889145,1.6000001e-06,0.9696431756019592,0.10025918483734131
51,0.9603791832923889,0.1338231861591339,1.6000001e-06,0.9692333936691284,0.09891840070486069
52,0.9603208303451538,0.13501140475273132,1.6000001e-06,0.9680894613265991,0.10294209420681
53,0.9603958129882812,0.1331128627061844,1.6000001e-06,0.9694041609764099,0.10016810894012451
54,0.9606208205223083,0.13302507996559143,1e-06,0.9709066152572632,0.09862489253282547
55,0.9601666927337646,0.13357342779636383,1e-06,0.971162736415863,0.09650877118110657
56,0.9615208506584167,0.13110119104385376,1e-06,0.9702407121658325,0.09884233772754669
57,0.9607791900634766,0.13297772407531738,1e-06,0.9699163436889648,0.09728988260030746
58,0.9610875248908997,0.13281464576721191,1e-06,0.9697626829147339,0.09753783047199249
59,0.9609749913215637,0.13302311301231384,1e-06,0.9694382548332214,0.0991714671254158
