SQ_Ano,SQ,Ano,cluster
001084_2025,001084,2025,0
001085_2025,001085,2025,0
001086_2025,001086,2025,0
001087_2025,001087,2025,0
002001_2025,002001,2025,0
002002_2025,002002,2025,0
002003_2025,002003,2025,0
002004_2025,002004,2025,0
002007_2025,002007,2025,0
002008_2025,002008,2025,0
002011_2025,002011,2025,0
002012_2025,002012,2025,0
002013_2025,002013,2025,0
002014_2025,002014,2025,0
002015_2025,002015,2025,0
002016_2025,002016,2025,0
002017_2025,002017,2025,0
002018_2025,002018,2025,0
002022_2025,002022,2025,0
002027_2025,002027,2025,0
002028_2025,002028,2025,0
002029_2025,002029,2025,0
002031_2025,002031,2025,0
002032_2025,002032,2025,0
002033_2025,002033,2025,0
002037_2025,002037,2025,0
002038_2025,002038,2025,0
002039_2025,002039,2025,0
002040_2025,002040,2025,0
002041_2025,002041,2025,0
002042_2025,002042,2025,0
002043_2025,002043,2025,0
002044_2025,002044,2025,0
002045_2025,002045,2025,0
002046_2025,002046,2025,0
002047_2025,002047,2025,0
002048_2025,002048,2025,0
002049_2025,002049,2025,0
002052_2025,002052,2025,0
002053_2025,002053,2025,0
002054_2025,002054,2025,0
002055_2025,002055,2025,0
002056_2025,002056,2025,0
002057_2025,002057,2025,0
002058_2025,002058,2025,0
002059_2025,002059,2025,0
002060_2025,002060,2025,0
002061_2025,002061,2025,0
002062_2025,002062,2025,0
002063_2025,002063,2025,0
002064_2025,002064,2025,0
002065_2025,002065,2025,0
002066_2025,002066,2025,0
002067_2025,002067,2025,0
002068_2025,002068,2025,0
002070_2025,002070,2025,0
002071_2025,002071,2025,0
002072_2025,002072,2025,0
002073_2025,002073,2025,0
002074_2025,002074,2025,0
002075_2025,002075,2025,0
002076_2025,002076,2025,0
002077_2025,002077,2025,0
002078_2025,002078,2025,0
002079_2025,002079,2025,0
002080_2025,002080,2025,0
002081_2025,002081,2025,0
002082_2025,002082,2025,0
002083_2025,002083,2025,0
002084_2025,002084,2025,0
002085_2025,002085,2025,0
002086_2025,002086,2025,0
002089_2025,002089,2025,0
002090_2025,002090,2025,0
002091_2025,002091,2025,0
002092_2025,002092,2025,0
002093_2025,002093,2025,1
003001_2025,003001,2025,0
003002_2025,003002,2025,0
003003_2025,003003,2025,0
003004_2025,003004,2025,0
003005_2025,003005,2025,0
003006_2025,003006,2025,0
003007_2025,003007,2025,0
003008_2025,003008,2025,0
003009_2025,003009,2025,0
003010_2025,003010,2025,0
003011_2025,003011,2025,0
003012_2025,003012,2025,0
003013_2025,003013,2025,0
003014_2025,003014,2025,0
003015_2025,003015,2025,0
003016_2025,003016,2025,0
003019_2025,003019,2025,0
003020_2025,003020,2025,0
003021_2025,003021,2025,0
003022_2025,003022,2025,0
003027_2025,003027,2025,0
003028_2025,003028,2025,0
003029_2025,003029,2025,0
003032_2025,003032,2025,0
003033_2025,003033,2025,0
003034_2025,003034,2025,0
003035_2025,003035,2025,0
003036_2025,003036,2025,0
003037_2025,003037,2025,0
003041_2025,003041,2025,0
003042_2025,003042,2025,0
003043_2025,003043,2025,0
003044_2025,003044,2025,0
003045_2025,003045,2025,0
003046_2025,003046,2025,0
003048_2025,003048,2025,0
003053_2025,003053,2025,0
003054_2025,003054,2025,0
003055_2025,003055,2025,0
003056_2025,003056,2025,0
003057_2025,003057,2025,0
003058_2025,003058,2025,0
003059_2025,003059,2025,0
003060_2025,003060,2025,0
003061_2025,003061,2025,0
003062_2025,003062,2025,0
003063_2025,003063,2025,0
003064_2025,003064,2025,0
003065_2025,003065,2025,0
003067_2025,003067,2025,0
003068_2025,003068,2025,0
003069_2025,003069,2025,0
003070_2025,003070,2025,0
004001_2025,004001,2025,0
004003_2025,004003,2025,0
004004_2025,004004,2025,0
004005_2025,004005,2025,0
004006_2025,004006,2025,0
004007_2025,004007,2025,0
004008_2025,004008,2025,0
004009_2025,004009,2025,0
004010_2025,004010,2025,0
004011_2025,004011,2025,0
004012_2025,004012,2025,0
004013_2025,004013,2025,0
004014_2025,004014,2025,0
004015_2025,004015,2025,0
004016_2025,004016,2025,0
004017_2025,004017,2025,0
004018_2025,004018,2025,0
004019_2025,004019,2025,0
004024_2025,004024,2025,0
004025_2025,004025,2025,0
004026_2025,004026,2025,0
004027_2025,004027,2025,0
004028_2025,004028,2025,0
004029_2025,004029,2025,0
004030_2025,004030,2025,0
004031_2025,004031,2025,0
004032_2025,004032,2025,1
004033_2025,004033,2025,0
004034_2025,004034,2025,0
004035_2025,004035,2025,0
004037_2025,004037,2025,0
004038_2025,004038,2025,0
004039_2025,004039,2025,1
004042_2025,004042,2025,0
004043_2025,004043,2025,0
004044_2025,004044,2025,0
004048_2025,004048,2025,0
004049_2025,004049,2025,0
004050_2025,004050,2025,0
004051_2025,004051,2025,0
004052_2025,004052,2025,0
004053_2025,004053,2025,0
004054_2025,004054,2025,0
004056_2025,004056,2025,0
004057_2025,004057,2025,0
004058_2025,004058,2025,0
004059_2025,004059,2025,0
004060_2025,004060,2025,0
004061_2025,004061,2025,0
004062_2025,004062,2025,0
004063_2025,004063,2025,0
004064_2025,004064,2025,0
004065_2025,004065,2025,0
004066_2025,004066,2025,0
004067_2025,004067,2025,0
004068_2025,004068,2025,0
004069_2025,004069,2025,0
004070_2025,004070,2025,0
004071_2025,004071,2025,0
004072_2025,004072,2025,0
005001_2025,005001,2025,0
005002_2025,005002,2025,0
005003_2025,005003,2025,0
005004_2025,005004,2025,0
005005_2025,005005,2025,0
005006_2025,005006,2025,0
005007_2025,005007,2025,0
005008_2025,005008,2025,0
005009_2025,005009,2025,1
005010_2025,005010,2025,0
005011_2025,005011,2025,0
005012_2025,005012,2025,0
005013_2025,005013,2025,0
005014_2025,005014,2025,0
005015_2025,005015,2025,0
005016_2025,005016,2025,0
005017_2025,005017,2025,0
005019_2025,005019,2025,0
005020_2025,005020,2025,0
005021_2025,005021,2025,0
005022_2025,005022,2025,0
005023_2025,005023,2025,0
005024_2025,005024,2025,0
005025_2025,005025,2025,0
005026_2025,005026,2025,0
005028_2025,005028,2025,0
005029_2025,005029,2025,0
005030_2025,005030,2025,0
005031_2025,005031,2025,0
005032_2025,005032,2025,0
005033_2025,005033,2025,0
005034_2025,005034,2025,0
005035_2025,005035,2025,0
005038_2025,005038,2025,0
005039_2025,005039,2025,0
005040_2025,005040,2025,0
005043_2025,005043,2025,0
005044_2025,005044,2025,0
005045_2025,005045,2025,0
005046_2025,005046,2025,0
005048_2025,005048,2025,0
005051_2025,005051,2025,0
005052_2025,005052,2025,0
005053_2025,005053,2025,0
005054_2025,005054,2025,0
005056_2025,005056,2025,0
005057_2025,005057,2025,0
005058_2025,005058,2025,0
005061_2025,005061,2025,0
005062_2025,005062,2025,0
005063_2025,005063,2025,0
005064_2025,005064,2025,0
005065_2025,005065,2025,0
005066_2025,005066,2025,0
005067_2025,005067,2025,0
005068_2025,005068,2025,0
005069_2025,005069,2025,0
005070_2025,005070,2025,0
005071_2025,005071,2025,0
005072_2025,005072,2025,0
005073_2025,005073,2025,0
005074_2025,005074,2025,0
005075_2025,005075,2025,0
005076_2025,005076,2025,0
005077_2025,005077,2025,0
005078_2025,005078,2025,0
005079_2025,005079,2025,0
005080_2025,005080,2025,0
005082_2025,005082,2025,0
005083_2025,005083,2025,0
005084_2025,005084,2025,0
005085_2025,005085,2025,0
005086_2025,005086,2025,0
005087_2025,005087,2025,0
005088_2025,005088,2025,0
005089_2025,005089,2025,0
005090_2025,005090,2025,0
005091_2025,005091,2025,0
005092_2025,005092,2025,0
005093_2025,005093,2025,0
006001_2025,006001,2025,0
006002_2025,006002,2025,0
006003_2025,006003,2025,0
006006_2025,006006,2025,0
006007_2025,006007,2025,0
006008_2025,006008,2025,0
006009_2025,006009,2025,0
006010_2025,006010,2025,0
006011_2025,006011,2025,0
006012_2025,006012,2025,0
006013_2025,006013,2025,0
006014_2025,006014,2025,0
006015_2025,006015,2025,0
006016_2025,006016,2025,0
006017_2025,006017,2025,0
006019_2025,006019,2025,0
006020_2025,006020,2025,0
006021_2025,006021,2025,0
006022_2025,006022,2025,0
006023_2025,006023,2025,0
006024_2025,006024,2025,0
006025_2025,006025,2025,0
006026_2025,006026,2025,0
006027_2025,006027,2025,0
006030_2025,006030,2025,0
006031_2025,006031,2025,0
006032_2025,006032,2025,0
006033_2025,006033,2025,0
006035_2025,006035,2025,0
006036_2025,006036,2025,0
006038_2025,006038,2025,0
006039_2025,006039,2025,0
006040_2025,006040,2025,0
006041_2025,006041,2025,0
006042_2025,006042,2025,0
006043_2025,006043,2025,0
006044_2025,006044,2025,0
006045_2025,006045,2025,0
006047_2025,006047,2025,0
006048_2025,006048,2025,0
006049_2025,006049,2025,0
006050_2025,006050,2025,0
006051_2025,006051,2025,0
006052_2025,006052,2025,0
006053_2025,006053,2025,0
006054_2025,006054,2025,0
006055_2025,006055,2025,0
006056_2025,006056,2025,0
006057_2025,006057,2025,0
006058_2025,006058,2025,0
006059_2025,006059,2025,0
006060_2025,006060,2025,0
006061_2025,006061,2025,0
006062_2025,006062,2025,0
006063_2025,006063,2025,0
006064_2025,006064,2025,0
006065_2025,006065,2025,0
006066_2025,006066,2025,0
006067_2025,006067,2025,0
006068_2025,006068,2025,0
006069_2025,006069,2025,0
006070_2025,006070,2025,0
006071_2025,006071,2025,0
006072_2025,006072,2025,0
006073_2025,006073,2025,0
006074_2025,006074,2025,0
006075_2025,006075,2025,0
007001_2025,007001,2025,0
007002_2025,007002,2025,0
007003_2025,007003,2025,0
007004_2025,007004,2025,0
007005_2025,007005,2025,0
007006_2025,007006,2025,0
007007_2025,007007,2025,0
007008_2025,007008,2025,0
007009_2025,007009,2025,0
007010_2025,007010,2025,0
007011_2025,007011,2025,0
007012_2025,007012,2025,0
007013_2025,007013,2025,0
007014_2025,007014,2025,0
007015_2025,007015,2025,0
007016_2025,007016,2025,0
007017_2025,007017,2025,0
007018_2025,007018,2025,0
007019_2025,007019,2025,0
007020_2025,007020,2025,0
007021_2025,007021,2025,0
007022_2025,007022,2025,0
007023_2025,007023,2025,0
007024_2025,007024,2025,0
007025_2025,007025,2025,0
007026_2025,007026,2025,0
007027_2025,007027,2025,0
007028_2025,007028,2025,0
007030_2025,007030,2025,0
007031_2025,007031,2025,0
007032_2025,007032,2025,0
007033_2025,007033,2025,0
007034_2025,007034,2025,0
007035_2025,007035,2025,0
007036_2025,007036,2025,0
007037_2025,007037,2025,0
007041_2025,007041,2025,0
007042_2025,007042,2025,0
007043_2025,007043,2025,0
007044_2025,007044,2025,0
007045_2025,007045,2025,0
007046_2025,007046,2025,0
007047_2025,007047,2025,0
007048_2025,007048,2025,0
007049_2025,007049,2025,0
007050_2025,007050,2025,0
007051_2025,007051,2025,0
007052_2025,007052,2025,0
007053_2025,007053,2025,0
007054_2025,007054,2025,0
007055_2025,007055,2025,0
007056_2025,007056,2025,0
007057_2025,007057,2025,0
007058_2025,007058,2025,0
007059_2025,007059,2025,0
007060_2025,007060,2025,0
007061_2025,007061,2025,0
007062_2025,007062,2025,0
007063_2025,007063,2025,0
007064_2025,007064,2025,0
007065_2025,007065,2025,0
007066_2025,007066,2025,0
007067_2025,007067,2025,0
007068_2025,007068,2025,0
007069_2025,007069,2025,0
007070_2025,007070,2025,0
007071_2025,007071,2025,0
007072_2025,007072,2025,0
007073_2025,007073,2025,0
007074_2025,007074,2025,0
007075_2025,007075,2025,0
007076_2025,007076,2025,0
007077_2025,007077,2025,0
007078_2025,007078,2025,0
007079_2025,007079,2025,0
007080_2025,007080,2025,0
007081_2025,007081,2025,0
007082_2025,007082,2025,0
007083_2025,007083,2025,0
007084_2025,007084,2025,0
007085_2025,007085,2025,0
007086_2025,007086,2025,0
007087_2025,007087,2025,0
007088_2025,007088,2025,0
007090_2025,007090,2025,0
007091_2025,007091,2025,0
007092_2025,007092,2025,0
007093_2025,007093,2025,0
007094_2025,007094,2025,0
007095_2025,007095,2025,0
007096_2025,007096,2025,0
007097_2025,007097,2025,0
008001_2025,008001,2025,0
008002_2025,008002,2025,0
008003_2025,008003,2025,0
008004_2025,008004,2025,0
008005_2025,008005,2025,0
008006_2025,008006,2025,0
008007_2025,008007,2025,0
008008_2025,008008,2025,0
008009_2025,008009,2025,0
008010_2025,008010,2025,0
008011_2025,008011,2025,0
008012_2025,008012,2025,0
008013_2025,008013,2025,0
008014_2025,008014,2025,0
008015_2025,008015,2025,0
008016_2025,008016,2025,0
008017_2025,008017,2025,0
008018_2025,008018,2025,0
008019_2025,008019,2025,0
008020_2025,008020,2025,0
008021_2025,008021,2025,0
008022_2025,008022,2025,0
008023_2025,008023,2025,0
008024_2025,008024,2025,0
008025_2025,008025,2025,0
008026_2025,008026,2025,0
008027_2025,008027,2025,0
008028_2025,008028,2025,0
008029_2025,008029,2025,0
008030_2025,008030,2025,0
008031_2025,008031,2025,0
008032_2025,008032,2025,0
008033_2025,008033,2025,0
008034_2025,008034,2025,0
008036_2025,008036,2025,0
008037_2025,008037,2025,0
008038_2025,008038,2025,0
008039_2025,008039,2025,0
008040_2025,008040,2025,0
008041_2025,008041,2025,0
008042_2025,008042,2025,0
008043_2025,008043,2025,0
008044_2025,008044,2025,0
008045_2025,008045,2025,0
008046_2025,008046,2025,0
008048_2025,008048,2025,0
008049_2025,008049,2025,0
008050_2025,008050,2025,0
008051_2025,008051,2025,0
008052_2025,008052,2025,0
008053_2025,008053,2025,0
008054_2025,008054,2025,0
008055_2025,008055,2025,0
008056_2025,008056,2025,0
008057_2025,008057,2025,0
008058_2025,008058,2025,0
008059_2025,008059,2025,0
008060_2025,008060,2025,0
008061_2025,008061,2025,0
008062_2025,008062,2025,0
008063_2025,008063,2025,0
008064_2025,008064,2025,0
008065_2025,008065,2025,0
008066_2025,008066,2025,0
008067_2025,008067,2025,0
008068_2025,008068,2025,0
008070_2025,008070,2025,0
008072_2025,008072,2025,0
008073_2025,008073,2025,0
008074_2025,008074,2025,0
008075_2025,008075,2025,0
008078_2025,008078,2025,0
008079_2025,008079,2025,0
008080_2025,008080,2025,0
008081_2025,008081,2025,0
008082_2025,008082,2025,0
008083_2025,008083,2025,0
008085_2025,008085,2025,0
008086_2025,008086,2025,0
008087_2025,008087,2025,0
008088_2025,008088,2025,0
008089_2025,008089,2025,0
008091_2025,008091,2025,0
008092_2025,008092,2025,0
008093_2025,008093,2025,0
008094_2025,008094,2025,0
008095_2025,008095,2025,0
009001_2025,009001,2025,0
009003_2025,009003,2025,0
009004_2025,009004,2025,0
009005_2025,009005,2025,0
009006_2025,009006,2025,0
009007_2025,009007,2025,0
009008_2025,009008,2025,0
009009_2025,009009,2025,0
009010_2025,009010,2025,0
009011_2025,009011,2025,0
009012_2025,009012,2025,0
009013_2025,009013,2025,0
009014_2025,009014,2025,0
009015_2025,009015,2025,0
009016_2025,009016,2025,0
009017_2025,009017,2025,0
009018_2025,009018,2025,0
009019_2025,009019,2025,0
009020_2025,009020,2025,0
009021_2025,009021,2025,0
009022_2025,009022,2025,0
009023_2025,009023,2025,0
009024_2025,009024,2025,0
009025_2025,009025,2025,0
009026_2025,009026,2025,0
009027_2025,009027,2025,0
009028_2025,009028,2025,0
009029_2025,009029,2025,0
009030_2025,009030,2025,0
009031_2025,009031,2025,0
009032_2025,009032,2025,0
009033_2025,009033,2025,0
009034_2025,009034,2025,0
009035_2025,009035,2025,0
009036_2025,009036,2025,0
009037_2025,009037,2025,0
009038_2025,009038,2025,0
009039_2025,009039,2025,0
009040_2025,009040,2025,0
009041_2025,009041,2025,0
009042_2025,009042,2025,0
009044_2025,009044,2025,0
009045_2025,009045,2025,0
009046_2025,009046,2025,0
009047_2025,009047,2025,0
009048_2025,009048,2025,0
009049_2025,009049,2025,0
009050_2025,009050,2025,0
009051_2025,009051,2025,0
009052_2025,009052,2025,0
009053_2025,009053,2025,0
009054_2025,009054,2025,0
009055_2025,009055,2025,0
009056_2025,009056,2025,0
009057_2025,009057,2025,0
009058_2025,009058,2025,0
009059_2025,009059,2025,0
009060_2025,009060,2025,0
009061_2025,009061,2025,0
009062_2025,009062,2025,0
009063_2025,009063,2025,0
009064_2025,009064,2025,0
009065_2025,009065,2025,0
009066_2025,009066,2025,0
009067_2025,009067,2025,0
009068_2025,009068,2025,0
009069_2025,009069,2025,0
009070_2025,009070,2025,0
009071_2025,009071,2025,0
009072_2025,009072,2025,0
009073_2025,009073,2025,0
009074_2025,009074,2025,0
009075_2025,009075,2025,0
009076_2025,009076,2025,0
009077_2025,009077,2025,0
009078_2025,009078,2025,0
009079_2025,009079,2025,0
009080_2025,009080,2025,0
009081_2025,009081,2025,0
009082_2025,009082,2025,0
009083_2025,009083,2025,0
009084_2025,009084,2025,0
009085_2025,009085,2025,0
009086_2025,009086,2025,0
009087_2025,009087,2025,0
009088_2025,009088,2025,0
009089_2025,009089,2025,0
009090_2025,009090,2025,0
009091_2025,009091,2025,0
009092_2025,009092,2025,0
009093_2025,009093,2025,0
009094_2025,009094,2025,0
009095_2025,009095,2025,0
009096_2025,009096,2025,0
009097_2025,009097,2025,0
009098_2025,009098,2025,0
009099_2025,009099,2025,0
009100_2025,009100,2025,0
009101_2025,009101,2025,0
010001_2025,010001,2025,0
010002_2025,010002,2025,0
010003_2025,010003,2025,0
010004_2025,010004,2025,0
010005_2025,010005,2025,0
010006_2025,010006,2025,0
010007_2025,010007,2025,0
010008_2025,010008,2025,0
010009_2025,010009,2025,0
010010_2025,010010,2025,0
010011_2025,010011,2025,0
010012_2025,010012,2025,0
010013_2025,010013,2025,0
010014_2025,010014,2025,0
010015_2025,010015,2025,0
010016_2025,010016,2025,0
010017_2025,010017,2025,0
010018_2025,010018,2025,0
010019_2025,010019,2025,0
010020_2025,010020,2025,0
010021_2025,010021,2025,0
010022_2025,010022,2025,0
010023_2025,010023,2025,0
010024_2025,010024,2025,0
010025_2025,010025,2025,0
010026_2025,010026,2025,0
010027_2025,010027,2025,0
010028_2025,010028,2025,0
010029_2025,010029,2025,0
010030_2025,010030,2025,0
010031_2025,010031,2025,0
010032_2025,010032,2025,0
010033_2025,010033,2025,0
010034_2025,010034,2025,0
010035_2025,010035,2025,0
010036_2025,010036,2025,0
010037_2025,010037,2025,0
010038_2025,010038,2025,0
010039_2025,010039,2025,0
010040_2025,010040,2025,0
010041_2025,010041,2025,0
010043_2025,010043,2025,0
010044_2025,010044,2025,0
010045_2025,010045,2025,0
010046_2025,010046,2025,0
010047_2025,010047,2025,0
010048_2025,010048,2025,0
010049_2025,010049,2025,0
010050_2025,010050,2025,0
010051_2025,010051,2025,0
010052_2025,010052,2025,0
010053_2025,010053,2025,0
010054_2025,010054,2025,0
010055_2025,010055,2025,0
010056_2025,010056,2025,0
010057_2025,010057,2025,0
010058_2025,010058,2025,0
010059_2025,010059,2025,0
010060_2025,010060,2025,0
010061_2025,010061,2025,0
010062_2025,010062,2025,0
010063_2025,010063,2025,0
010065_2025,010065,2025,0
010066_2025,010066,2025,0
010067_2025,010067,2025,0
010068_2025,010068,2025,0
010069_2025,010069,2025,0
010073_2025,010073,2025,0
010074_2025,010074,2025,0
010075_2025,010075,2025,0
010076_2025,010076,2025,0
010077_2025,010077,2025,0
010078_2025,010078,2025,0
010079_2025,010079,2025,0
010080_2025,010080,2025,0
010081_2025,010081,2025,0
010082_2025,010082,2025,0
010083_2025,010083,2025,0
010084_2025,010084,2025,0
010085_2025,010085,2025,0
010086_2025,010086,2025,0
010087_2025,010087,2025,0
010088_2025,010088,2025,0
010089_2025,010089,2025,0
010090_2025,010090,2025,0
010091_2025,010091,2025,0
010092_2025,010092,2025,0
010093_2025,010093,2025,0
010094_2025,010094,2025,0
010095_2025,010095,2025,0
010096_2025,010096,2025,0
010097_2025,010097,2025,0
010098_2025,010098,2025,0
010099_2025,010099,2025,0
010100_2025,010100,2025,0
010101_2025,010101,2025,0
011001_2025,011001,2025,0
011002_2025,011002,2025,0
011003_2025,011003,2025,0
011005_2025,011005,2025,0
011007_2025,011007,2025,0
011008_2025,011008,2025,0
011009_2025,011009,2025,0
011010_2025,011010,2025,0
011011_2025,011011,2025,0
011012_2025,011012,2025,0
011013_2025,011013,2025,0
011014_2025,011014,2025,0
011015_2025,011015,2025,0
011016_2025,011016,2025,0
011017_2025,011017,2025,0
011019_2025,011019,2025,0
011020_2025,011020,2025,0
011021_2025,011021,2025,0
011022_2025,011022,2025,0
011023_2025,011023,2025,0
011024_2025,011024,2025,0
011025_2025,011025,2025,0
011026_2025,011026,2025,0
011027_2025,011027,2025,0
011028_2025,011028,2025,0
011029_2025,011029,2025,0
011030_2025,011030,2025,0
011031_2025,011031,2025,0
011032_2025,011032,2025,0
011033_2025,011033,2025,0
011034_2025,011034,2025,0
011035_2025,011035,2025,0
011036_2025,011036,2025,0
011037_2025,011037,2025,0
011038_2025,011038,2025,0
011039_2025,011039,2025,0
011040_2025,011040,2025,0
011041_2025,011041,2025,0
011042_2025,011042,2025,0
011043_2025,011043,2025,0
011044_2025,011044,2025,0
011045_2025,011045,2025,0
011046_2025,011046,2025,0
011047_2025,011047,2025,0
011048_2025,011048,2025,0
011049_2025,011049,2025,0
011050_2025,011050,2025,0
011051_2025,011051,2025,0
011052_2025,011052,2025,0
011053_2025,011053,2025,0
011054_2025,011054,2025,0
011055_2025,011055,2025,0
011056_2025,011056,2025,0
011057_2025,011057,2025,0
011058_2025,011058,2025,0
011059_2025,011059,2025,0
011060_2025,011060,2025,0
011061_2025,011061,2025,0
011062_2025,011062,2025,0
011063_2025,011063,2025,0
011064_2025,011064,2025,0
011065_2025,011065,2025,0
011066_2025,011066,2025,0
011067_2025,011067,2025,0
011069_2025,011069,2025,0
011070_2025,011070,2025,0
011071_2025,011071,2025,0
011072_2025,011072,2025,0
011073_2025,011073,2025,0
011074_2025,011074,2025,0
011076_2025,011076,2025,0
011077_2025,011077,2025,0
011078_2025,011078,2025,0
011079_2025,011079,2025,0
011080_2025,011080,2025,0
011081_2025,011081,2025,0
011082_2025,011082,2025,0
011083_2025,011083,2025,0
011084_2025,011084,2025,0
011085_2025,011085,2025,0
011086_2025,011086,2025,0
011087_2025,011087,2025,0
011088_2025,011088,2025,0
011089_2025,011089,2025,0
011090_2025,011090,2025,0
011091_2025,011091,2025,0
011092_2025,011092,2025,0
011094_2025,011094,2025,0
011095_2025,011095,2025,0
011096_2025,011096,2025,0
011097_2025,011097,2025,0
011098_2025,011098,2025,0
011099_2025,011099,2025,0
011100_2025,011100,2025,0
011101_2025,011101,2025,0
011102_2025,011102,2025,0
011103_2025,011103,2025,0
011104_2025,011104,2025,0
011105_2025,011105,2025,0
011106_2025,011106,2025,0
011107_2025,011107,2025,0
011108_2025,011108,2025,0
011109_2025,011109,2025,0
011110_2025,011110,2025,0
011111_2025,011111,2025,0
011112_2025,011112,2025,0
011113_2025,011113,2025,0
011114_2025,011114,2025,0
011115_2025,011115,2025,0
011116_2025,011116,2025,0
011117_2025,011117,2025,0
011118_2025,011118,2025,0
011119_2025,011119,2025,0
011120_2025,011120,2025,0
011121_2025,011121,2025,0
011122_2025,011122,2025,0
011123_2025,011123,2025,0
011124_2025,011124,2025,0
011125_2025,011125,2025,0
011126_2025,011126,2025,0
011127_2025,011127,2025,0
011128_2025,011128,2025,0
011129_2025,011129,2025,0
011130_2025,011130,2025,0
011131_2025,011131,2025,0
011132_2025,011132,2025,0
011133_2025,011133,2025,0
011134_2025,011134,2025,0
011135_2025,011135,2025,0
011136_2025,011136,2025,0
011137_2025,011137,2025,0
011139_2025,011139,2025,0
011140_2025,011140,2025,0
011141_2025,011141,2025,0
011142_2025,011142,2025,0
011143_2025,011143,2025,0
011144_2025,011144,2025,0
011145_2025,011145,2025,0
011146_2025,011146,2025,0
011147_2025,011147,2025,0
011148_2025,011148,2025,0
011149_2025,011149,2025,0
011150_2025,011150,2025,0
011151_2025,011151,2025,0
011152_2025,011152,2025,0
011153_2025,011153,2025,0
011154_2025,011154,2025,0
011155_2025,011155,2025,0
011156_2025,011156,2025,0
011157_2025,011157,2025,0
011158_2025,011158,2025,0
011159_2025,011159,2025,0
011160_2025,011160,2025,0
011161_2025,011161,2025,0
012001_2025,012001,2025,0
012002_2025,012002,2025,0
012003_2025,012003,2025,0
012004_2025,012004,2025,0
012005_2025,012005,2025,0
012006_2025,012006,2025,0
012007_2025,012007,2025,0
012008_2025,012008,2025,0
012009_2025,012009,2025,0
012010_2025,012010,2025,0
012011_2025,012011,2025,0
012012_2025,012012,2025,0
012013_2025,012013,2025,0
012014_2025,012014,2025,0
012015_2025,012015,2025,0
012016_2025,012016,2025,0
012017_2025,012017,2025,0
012018_2025,012018,2025,0
012019_2025,012019,2025,0
012020_2025,012020,2025,0
012021_2025,012021,2025,0
012022_2025,012022,2025,0
012023_2025,012023,2025,0
012024_2025,012024,2025,0
012025_2025,012025,2025,0
012026_2025,012026,2025,0
012027_2025,012027,2025,0
012028_2025,012028,2025,0
012030_2025,012030,2025,0
012032_2025,012032,2025,0
012033_2025,012033,2025,0
012034_2025,012034,2025,0
012035_2025,012035,2025,0
012037_2025,012037,2025,0
012038_2025,012038,2025,0
012039_2025,012039,2025,0
012040_2025,012040,2025,0
012041_2025,012041,2025,0
012042_2025,012042,2025,0
012043_2025,012043,2025,0
012044_2025,012044,2025,0
012045_2025,012045,2025,0
012046_2025,012046,2025,0
012048_2025,012048,2025,0
012049_2025,012049,2025,0
012050_2025,012050,2025,0
012051_2025,012051,2025,0
012052_2025,012052,2025,0
012053_2025,012053,2025,0
012055_2025,012055,2025,0
012056_2025,012056,2025,0
012057_2025,012057,2025,0
012058_2025,012058,2025,0
