SQ_Ano,SQ,Ano,cluster
112850_2020,112850,2020,1
112851_2020,112851,2020,2
112852_2020,112852,2020,2
112853_2020,112853,2020,2
112855_2020,112855,2020,1
112856_2020,112856,2020,0
112857_2020,112857,2020,2
112858_2020,112858,2020,2
112859_2020,112859,2020,2
112860_2020,112860,2020,2
112861_2020,112861,2020,2
112862_2020,112862,2020,2
112863_2020,112863,2020,1
112864_2020,112864,2020,1
112865_2020,112865,2020,2
112867_2020,112867,2020,1
112868_2020,112868,2020,0
112869_2020,112869,2020,0
112871_2020,112871,2020,2
112872_2020,112872,2020,2
112873_2020,112873,2020,2
112874_2020,112874,2020,2
112875_2020,112875,2020,2
112876_2020,112876,2020,1
112877_2020,112877,2020,1
112878_2020,112878,2020,1
112880_2020,112880,2020,1
113001_2020,113001,2020,0
113002_2020,113002,2020,1
113003_2020,113003,2020,2
113004_2020,113004,2020,1
113005_2020,113005,2020,0
113006_2020,113006,2020,0
113007_2020,113007,2020,0
113008_2020,113008,2020,1
113009_2020,113009,2020,1
113010_2020,113010,2020,1
113011_2020,113011,2020,1
113012_2020,113012,2020,1
113013_2020,113013,2020,1
113014_2020,113014,2020,1
113015_2020,113015,2020,1
113016_2020,113016,2020,1
113017_2020,113017,2020,0
113018_2020,113018,2020,1
113019_2020,113019,2020,1
113020_2020,113020,2020,1
113021_2020,113021,2020,0
113022_2020,113022,2020,0
113023_2020,113023,2020,0
113024_2020,113024,2020,0
113025_2020,113025,2020,0
113026_2020,113026,2020,0
113027_2020,113027,2020,0
113028_2020,113028,2020,0
113029_2020,113029,2020,0
113030_2020,113030,2020,1
113031_2020,113031,2020,0
113032_2020,113032,2020,1
113033_2020,113033,2020,0
113034_2020,113034,2020,0
113035_2020,113035,2020,0
113036_2020,113036,2020,1
113037_2020,113037,2020,2
113038_2020,113038,2020,0
113039_2020,113039,2020,0
113040_2020,113040,2020,0
113041_2020,113041,2020,0
113046_2020,113046,2020,0
113047_2020,113047,2020,1
113048_2020,113048,2020,0
113051_2020,113051,2020,0
113052_2020,113052,2020,0
113053_2020,113053,2020,0
113054_2020,113054,2020,0
113055_2020,113055,2020,0
113056_2020,113056,2020,0
113058_2020,113058,2020,0
113060_2020,113060,2020,0
113061_2020,113061,2020,0
113063_2020,113063,2020,0
113065_2020,113065,2020,0
113066_2020,113066,2020,0
113067_2020,113067,2020,0
113068_2020,113068,2020,0
113069_2020,113069,2020,0
113070_2020,113070,2020,0
113071_2020,113071,2020,0
113072_2020,113072,2020,2
113073_2020,113073,2020,2
113074_2020,113074,2020,0
113075_2020,113075,2020,0
113077_2020,113077,2020,0
113078_2020,113078,2020,0
113080_2020,113080,2020,0
113081_2020,113081,2020,0
113082_2020,113082,2020,0
113083_2020,113083,2020,0
113084_2020,113084,2020,2
113085_2020,113085,2020,2
113086_2020,113086,2020,2
113087_2020,113087,2020,0
113088_2020,113088,2020,0
113089_2020,113089,2020,0
113090_2020,113090,2020,0
113091_2020,113091,2020,0
113092_2020,113092,2020,0
113093_2020,113093,2020,0
113094_2020,113094,2020,0
113095_2020,113095,2020,0
113096_2020,113096,2020,0
113097_2020,113097,2020,0
113098_2020,113098,2020,0
113099_2020,113099,2020,0
113100_2020,113100,2020,0
113101_2020,113101,2020,0
113102_2020,113102,2020,0
113103_2020,113103,2020,0
113104_2020,113104,2020,0
113105_2020,113105,2020,0
113106_2020,113106,2020,0
113107_2020,113107,2020,0
113108_2020,113108,2020,0
113109_2020,113109,2020,0
113110_2020,113110,2020,0
113111_2020,113111,2020,0
113112_2020,113112,2020,0
113113_2020,113113,2020,0
113114_2020,113114,2020,0
113116_2020,113116,2020,0
113117_2020,113117,2020,0
113119_2020,113119,2020,0
113120_2020,113120,2020,0
113121_2020,113121,2020,0
113122_2020,113122,2020,0
113124_2020,113124,2020,0
113126_2020,113126,2020,0
113127_2020,113127,2020,0
113128_2020,113128,2020,2
113129_2020,113129,2020,2
113130_2020,113130,2020,0
113131_2020,113131,2020,0
113132_2020,113132,2020,0
113133_2020,113133,2020,0
113134_2020,113134,2020,0
113135_2020,113135,2020,0
113136_2020,113136,2020,0
113137_2020,113137,2020,0
113138_2020,113138,2020,0
113139_2020,113139,2020,0
113141_2020,113141,2020,0
113142_2020,113142,2020,0
113144_2020,113144,2020,2
113145_2020,113145,2020,2
113146_2020,113146,2020,2
113147_2020,113147,2020,2
113148_2020,113148,2020,2
113149_2020,113149,2020,2
113150_2020,113150,2020,2
113151_2020,113151,2020,2
113152_2020,113152,2020,2
113153_2020,113153,2020,2
113154_2020,113154,2020,2
113155_2020,113155,2020,2
113158_2020,113158,2020,2
113159_2020,113159,2020,2
113160_2020,113160,2020,2
113161_2020,113161,2020,2
113162_2020,113162,2020,2
113163_2020,113163,2020,2
113164_2020,113164,2020,2
113165_2020,113165,2020,2
113167_2020,113167,2020,2
113168_2020,113168,2020,2
113169_2020,113169,2020,2
113170_2020,113170,2020,2
113171_2020,113171,2020,2
113172_2020,113172,2020,2
113173_2020,113173,2020,2
113174_2020,113174,2020,2
113175_2020,113175,2020,2
113176_2020,113176,2020,2
113177_2020,113177,2020,2
113178_2020,113178,2020,2
113179_2020,113179,2020,2
113180_2020,113180,2020,2
113181_2020,113181,2020,2
113182_2020,113182,2020,2
113183_2020,113183,2020,2
113184_2020,113184,2020,2
113185_2020,113185,2020,2
113186_2020,113186,2020,2
113187_2020,113187,2020,2
113188_2020,113188,2020,2
113189_2020,113189,2020,2
113190_2020,113190,2020,2
113191_2020,113191,2020,2
113192_2020,113192,2020,2
113193_2020,113193,2020,2
113194_2020,113194,2020,2
113195_2020,113195,2020,2
113196_2020,113196,2020,2
113197_2020,113197,2020,2
113198_2020,113198,2020,2
113199_2020,113199,2020,2
113200_2020,113200,2020,2
113201_2020,113201,2020,2
113202_2020,113202,2020,2
113203_2020,113203,2020,2
113204_2020,113204,2020,2
113205_2020,113205,2020,2
113206_2020,113206,2020,2
113207_2020,113207,2020,2
113208_2020,113208,2020,2
113209_2020,113209,2020,2
113210_2020,113210,2020,2
113211_2020,113211,2020,2
113212_2020,113212,2020,2
113213_2020,113213,2020,2
113214_2020,113214,2020,2
113215_2020,113215,2020,2
113216_2020,113216,2020,2
113217_2020,113217,2020,2
113219_2020,113219,2020,2
113220_2020,113220,2020,2
113221_2020,113221,2020,2
113222_2020,113222,2020,2
113223_2020,113223,2020,2
113226_2020,113226,2020,2
113227_2020,113227,2020,2
113228_2020,113228,2020,2
113229_2020,113229,2020,2
113230_2020,113230,2020,2
113231_2020,113231,2020,2
113233_2020,113233,2020,2
113234_2020,113234,2020,2
113235_2020,113235,2020,2
113237_2020,113237,2020,1
113240_2020,113240,2020,0
113241_2020,113241,2020,0
113243_2020,113243,2020,0
113244_2020,113244,2020,0
113245_2020,113245,2020,0
113246_2020,113246,2020,0
113247_2020,113247,2020,0
113248_2020,113248,2020,0
113249_2020,113249,2020,0
113250_2020,113250,2020,0
113251_2020,113251,2020,0
113252_2020,113252,2020,0
113253_2020,113253,2020,0
113254_2020,113254,2020,0
113255_2020,113255,2020,0
113256_2020,113256,2020,0
113257_2020,113257,2020,0
113259_2020,113259,2020,0
113260_2020,113260,2020,0
113261_2020,113261,2020,0
113262_2020,113262,2020,2
113263_2020,113263,2020,2
113264_2020,113264,2020,2
113265_2020,113265,2020,2
113266_2020,113266,2020,2
113267_2020,113267,2020,2
113268_2020,113268,2020,2
113269_2020,113269,2020,2
113270_2020,113270,2020,2
113271_2020,113271,2020,2
113272_2020,113272,2020,2
113273_2020,113273,2020,2
113274_2020,113274,2020,2
113275_2020,113275,2020,2
113276_2020,113276,2020,2
113277_2020,113277,2020,2
113278_2020,113278,2020,2
113279_2020,113279,2020,2
113280_2020,113280,2020,2
113281_2020,113281,2020,2
113282_2020,113282,2020,2
113283_2020,113283,2020,2
113284_2020,113284,2020,2
113285_2020,113285,2020,2
113286_2020,113286,2020,1
113287_2020,113287,2020,1
113288_2020,113288,2020,1
113289_2020,113289,2020,1
113290_2020,113290,2020,1
113292_2020,113292,2020,1
113293_2020,113293,2020,1
113294_2020,113294,2020,1
113295_2020,113295,2020,1
113296_2020,113296,2020,1
113297_2020,113297,2020,1
113298_2020,113298,2020,2
113299_2020,113299,2020,2
113300_2020,113300,2020,2
113301_2020,113301,2020,1
113302_2020,113302,2020,1
113303_2020,113303,2020,1
113304_2020,113304,2020,1
113305_2020,113305,2020,1
113306_2020,113306,2020,1
113307_2020,113307,2020,1
113308_2020,113308,2020,1
113309_2020,113309,2020,1
113310_2020,113310,2020,2
113311_2020,113311,2020,2
113312_2020,113312,2020,2
113314_2020,113314,2020,2
113315_2020,113315,2020,2
113316_2020,113316,2020,2
113317_2020,113317,2020,2
113318_2020,113318,2020,2
113319_2020,113319,2020,2
113320_2020,113320,2020,2
113321_2020,113321,2020,2
113322_2020,113322,2020,2
113323_2020,113323,2020,2
113324_2020,113324,2020,2
113325_2020,113325,2020,2
113326_2020,113326,2020,2
113327_2020,113327,2020,2
113328_2020,113328,2020,2
113329_2020,113329,2020,1
113330_2020,113330,2020,1
113331_2020,113331,2020,0
113332_2020,113332,2020,1
113333_2020,113333,2020,1
113334_2020,113334,2020,1
113335_2020,113335,2020,1
113336_2020,113336,2020,1
113337_2020,113337,2020,1
113339_2020,113339,2020,1
113340_2020,113340,2020,1
113341_2020,113341,2020,1
113342_2020,113342,2020,1
113343_2020,113343,2020,1
113344_2020,113344,2020,1
113345_2020,113345,2020,1
113346_2020,113346,2020,1
113347_2020,113347,2020,1
113348_2020,113348,2020,1
113349_2020,113349,2020,1
113350_2020,113350,2020,1
113351_2020,113351,2020,1
113352_2020,113352,2020,1
113353_2020,113353,2020,1
113354_2020,113354,2020,1
113355_2020,113355,2020,1
113356_2020,113356,2020,1
113358_2020,113358,2020,1
113359_2020,113359,2020,1
113360_2020,113360,2020,1
113361_2020,113361,2020,1
113362_2020,113362,2020,1
113363_2020,113363,2020,1
113364_2020,113364,2020,1
113365_2020,113365,2020,1
113366_2020,113366,2020,1
113367_2020,113367,2020,1
113368_2020,113368,2020,1
113369_2020,113369,2020,1
113370_2020,113370,2020,1
113371_2020,113371,2020,1
113372_2020,113372,2020,1
113373_2020,113373,2020,1
113374_2020,113374,2020,1
113375_2020,113375,2020,1
113376_2020,113376,2020,1
113377_2020,113377,2020,1
113378_2020,113378,2020,1
113379_2020,113379,2020,1
113380_2020,113380,2020,1
113381_2020,113381,2020,1
113382_2020,113382,2020,1
113383_2020,113383,2020,1
113384_2020,113384,2020,1
113385_2020,113385,2020,1
113386_2020,113386,2020,1
113387_2020,113387,2020,1
113388_2020,113388,2020,1
113389_2020,113389,2020,1
113390_2020,113390,2020,1
113391_2020,113391,2020,1
113393_2020,113393,2020,1
113394_2020,113394,2020,1
113395_2020,113395,2020,1
113396_2020,113396,2020,1
113398_2020,113398,2020,1
113399_2020,113399,2020,1
113400_2020,113400,2020,1
113401_2020,113401,2020,1
113402_2020,113402,2020,1
113403_2020,113403,2020,1
113404_2020,113404,2020,1
113405_2020,113405,2020,1
113407_2020,113407,2020,1
113408_2020,113408,2020,1
113409_2020,113409,2020,1
113410_2020,113410,2020,1
113411_2020,113411,2020,1
113412_2020,113412,2020,1
113413_2020,113413,2020,1
113414_2020,113414,2020,1
113415_2020,113415,2020,1
113416_2020,113416,2020,1
113417_2020,113417,2020,1
113418_2020,113418,2020,1
113419_2020,113419,2020,1
113420_2020,113420,2020,1
113421_2020,113421,2020,1
113422_2020,113422,2020,1
113423_2020,113423,2020,1
113424_2020,113424,2020,1
113425_2020,113425,2020,1
113426_2020,113426,2020,1
113427_2020,113427,2020,1
113428_2020,113428,2020,1
113429_2020,113429,2020,1
113430_2020,113430,2020,1
113431_2020,113431,2020,1
113432_2020,113432,2020,1
113433_2020,113433,2020,1
113434_2020,113434,2020,1
113435_2020,113435,2020,1
113436_2020,113436,2020,1
113437_2020,113437,2020,1
113438_2020,113438,2020,1
113439_2020,113439,2020,1
113440_2020,113440,2020,1
113441_2020,113441,2020,1
113442_2020,113442,2020,1
113443_2020,113443,2020,1
113444_2020,113444,2020,1
113445_2020,113445,2020,1
113446_2020,113446,2020,1
113447_2020,113447,2020,1
113448_2020,113448,2020,1
113449_2020,113449,2020,1
113451_2020,113451,2020,1
113452_2020,113452,2020,1
113453_2020,113453,2020,1
113454_2020,113454,2020,1
113455_2020,113455,2020,1
113456_2020,113456,2020,1
113457_2020,113457,2020,1
113458_2020,113458,2020,1
113459_2020,113459,2020,1
113460_2020,113460,2020,1
113461_2020,113461,2020,1
113462_2020,113462,2020,1
113463_2020,113463,2020,1
113464_2020,113464,2020,1
113465_2020,113465,2020,1
113466_2020,113466,2020,1
113467_2020,113467,2020,1
113468_2020,113468,2020,1
113469_2020,113469,2020,1
113470_2020,113470,2020,1
113471_2020,113471,2020,1
113472_2020,113472,2020,1
113473_2020,113473,2020,1
113474_2020,113474,2020,1
113475_2020,113475,2020,1
113476_2020,113476,2020,1
113477_2020,113477,2020,1
113478_2020,113478,2020,1
113479_2020,113479,2020,1
113480_2020,113480,2020,1
113481_2020,113481,2020,1
113482_2020,113482,2020,1
113483_2020,113483,2020,1
113484_2020,113484,2020,1
113485_2020,113485,2020,1
113486_2020,113486,2020,1
113487_2020,113487,2020,1
113488_2020,113488,2020,1
113490_2020,113490,2020,1
113491_2020,113491,2020,1
113492_2020,113492,2020,1
113493_2020,113493,2020,1
113494_2020,113494,2020,1
113495_2020,113495,2020,1
113496_2020,113496,2020,1
113497_2020,113497,2020,1
113498_2020,113498,2020,1
113499_2020,113499,2020,1
113500_2020,113500,2020,1
113501_2020,113501,2020,1
113502_2020,113502,2020,1
113503_2020,113503,2020,1
113504_2020,113504,2020,1
113506_2020,113506,2020,1
113507_2020,113507,2020,1
113508_2020,113508,2020,1
113509_2020,113509,2020,1
113511_2020,113511,2020,1
113512_2020,113512,2020,1
113513_2020,113513,2020,1
113514_2020,113514,2020,1
113515_2020,113515,2020,1
113517_2020,113517,2020,1
113518_2020,113518,2020,1
113519_2020,113519,2020,2
113520_2020,113520,2020,1
113521_2020,113521,2020,1
113522_2020,113522,2020,1
113523_2020,113523,2020,1
113525_2020,113525,2020,1
113526_2020,113526,2020,1
113527_2020,113527,2020,1
113528_2020,113528,2020,1
113529_2020,113529,2020,1
113530_2020,113530,2020,0
113531_2020,113531,2020,0
113532_2020,113532,2020,0
113533_2020,113533,2020,0
113534_2020,113534,2020,0
113535_2020,113535,2020,0
113536_2020,113536,2020,0
113537_2020,113537,2020,2
113538_2020,113538,2020,1
113539_2020,113539,2020,0
113541_2020,113541,2020,1
113544_2020,113544,2020,2
113545_2020,113545,2020,2
113547_2020,113547,2020,2
113548_2020,113548,2020,2
113549_2020,113549,2020,2
113550_2020,113550,2020,2
113551_2020,113551,2020,1
113553_2020,113553,2020,2
113554_2020,113554,2020,2
113555_2020,113555,2020,2
113556_2020,113556,2020,2
113557_2020,113557,2020,2
113558_2020,113558,2020,2
113559_2020,113559,2020,2
113560_2020,113560,2020,2
113561_2020,113561,2020,2
113564_2020,113564,2020,2
113566_2020,113566,2020,2
113570_2020,113570,2020,1
113571_2020,113571,2020,1
113574_2020,113574,2020,1
113575_2020,113575,2020,1
113581_2020,113581,2020,2
113582_2020,113582,2020,2
113583_2020,113583,2020,2
113584_2020,113584,2020,2
113588_2020,113588,2020,1
113589_2020,113589,2020,1
113590_2020,113590,2020,1
113591_2020,113591,2020,1
113592_2020,113592,2020,1
113593_2020,113593,2020,1
113594_2020,113594,2020,1
113595_2020,113595,2020,0
113596_2020,113596,2020,0
113597_2020,113597,2020,1
113598_2020,113598,2020,1
113599_2020,113599,2020,1
113601_2020,113601,2020,2
113603_2020,113603,2020,0
113604_2020,113604,2020,0
113605_2020,113605,2020,0
113607_2020,113607,2020,0
113608_2020,113608,2020,2
113609_2020,113609,2020,0
113610_2020,113610,2020,0
113611_2020,113611,2020,0
113612_2020,113612,2020,1
113613_2020,113613,2020,2
113614_2020,113614,2020,2
113615_2020,113615,2020,0
113616_2020,113616,2020,1
113617_2020,113617,2020,1
113618_2020,113618,2020,1
113619_2020,113619,2020,1
113620_2020,113620,2020,1
113621_2020,113621,2020,1
113622_2020,113622,2020,1
113623_2020,113623,2020,1
113624_2020,113624,2020,1
113625_2020,113625,2020,1
113626_2020,113626,2020,1
113627_2020,113627,2020,1
113628_2020,113628,2020,1
113629_2020,113629,2020,1
114001_2020,114001,2020,1
114002_2020,114002,2020,1
114003_2020,114003,2020,1
114004_2020,114004,2020,1
114005_2020,114005,2020,1
114007_2020,114007,2020,1
114008_2020,114008,2020,0
114009_2020,114009,2020,1
114010_2020,114010,2020,1
114011_2020,114011,2020,1
114012_2020,114012,2020,0
114013_2020,114013,2020,1
114014_2020,114014,2020,1
114015_2020,114015,2020,1
114016_2020,114016,2020,1
114017_2020,114017,2020,0
114019_2020,114019,2020,1
114020_2020,114020,2020,1
114021_2020,114021,2020,1
114022_2020,114022,2020,1
114029_2020,114029,2020,1
114032_2020,114032,2020,1
114033_2020,114033,2020,1
114038_2020,114038,2020,1
114039_2020,114039,2020,1
114042_2020,114042,2020,1
114043_2020,114043,2020,1
114044_2020,114044,2020,1
114045_2020,114045,2020,1
114046_2020,114046,2020,1
114047_2020,114047,2020,1
114048_2020,114048,2020,1
114049_2020,114049,2020,1
114050_2020,114050,2020,1
114051_2020,114051,2020,1
114052_2020,114052,2020,1
114053_2020,114053,2020,1
114054_2020,114054,2020,1
114055_2020,114055,2020,1
114056_2020,114056,2020,1
114057_2020,114057,2020,1
114058_2020,114058,2020,1
114059_2020,114059,2020,1
114060_2020,114060,2020,1
114061_2020,114061,2020,1
114062_2020,114062,2020,1
114063_2020,114063,2020,1
114064_2020,114064,2020,1
114066_2020,114066,2020,1
114067_2020,114067,2020,1
114068_2020,114068,2020,1
114069_2020,114069,2020,1
114070_2020,114070,2020,1
114071_2020,114071,2020,1
114072_2020,114072,2020,1
114073_2020,114073,2020,1
114074_2020,114074,2020,1
114075_2020,114075,2020,1
114144_2020,114144,2020,1
114145_2020,114145,2020,1
114146_2020,114146,2020,1
114185_2020,114185,2020,1
114186_2020,114186,2020,1
114188_2020,114188,2020,1
114189_2020,114189,2020,1
114190_2020,114190,2020,1
114191_2020,114191,2020,1
114192_2020,114192,2020,1
114193_2020,114193,2020,1
114194_2020,114194,2020,1
114195_2020,114195,2020,1
114196_2020,114196,2020,1
114197_2020,114197,2020,1
114198_2020,114198,2020,1
114199_2020,114199,2020,1
114200_2020,114200,2020,1
114201_2020,114201,2020,1
114202_2020,114202,2020,1
114203_2020,114203,2020,1
114204_2020,114204,2020,1
114205_2020,114205,2020,1
114206_2020,114206,2020,1
114207_2020,114207,2020,1
114208_2020,114208,2020,1
114209_2020,114209,2020,1
114210_2020,114210,2020,1
114211_2020,114211,2020,1
114212_2020,114212,2020,1
114213_2020,114213,2020,1
114214_2020,114214,2020,1
114215_2020,114215,2020,1
114216_2020,114216,2020,1
114217_2020,114217,2020,1
114218_2020,114218,2020,1
114219_2020,114219,2020,1
114220_2020,114220,2020,1
114221_2020,114221,2020,1
114222_2020,114222,2020,1
114223_2020,114223,2020,1
114224_2020,114224,2020,1
114225_2020,114225,2020,1
114227_2020,114227,2020,1
114229_2020,114229,2020,1
114231_2020,114231,2020,1
114232_2020,114232,2020,1
114233_2020,114233,2020,1
114234_2020,114234,2020,1
114236_2020,114236,2020,1
114237_2020,114237,2020,1
114238_2020,114238,2020,1
114239_2020,114239,2020,1
114240_2020,114240,2020,1
114241_2020,114241,2020,1
114243_2020,114243,2020,1
114244_2020,114244,2020,1
114247_2020,114247,2020,1
114248_2020,114248,2020,1
114249_2020,114249,2020,1
114250_2020,114250,2020,1
114251_2020,114251,2020,1
114252_2020,114252,2020,1
114253_2020,114253,2020,1
114254_2020,114254,2020,1
114255_2020,114255,2020,1
114258_2020,114258,2020,1
114259_2020,114259,2020,1
114260_2020,114260,2020,1
114261_2020,114261,2020,1
114262_2020,114262,2020,1
114263_2020,114263,2020,1
114264_2020,114264,2020,1
114265_2020,114265,2020,1
114266_2020,114266,2020,1
114267_2020,114267,2020,1
114268_2020,114268,2020,1
114269_2020,114269,2020,1
114270_2020,114270,2020,1
114271_2020,114271,2020,1
114272_2020,114272,2020,1
114273_2020,114273,2020,1
114274_2020,114274,2020,1
114275_2020,114275,2020,1
114276_2020,114276,2020,1
114277_2020,114277,2020,1
114278_2020,114278,2020,1
114279_2020,114279,2020,1
114280_2020,114280,2020,1
114281_2020,114281,2020,1
114283_2020,114283,2020,1
114285_2020,114285,2020,1
114286_2020,114286,2020,1
114287_2020,114287,2020,1
114288_2020,114288,2020,1
114289_2020,114289,2020,1
114290_2020,114290,2020,1
114291_2020,114291,2020,1
114292_2020,114292,2020,1
114293_2020,114293,2020,1
114294_2020,114294,2020,1
114296_2020,114296,2020,1
114297_2020,114297,2020,1
114298_2020,114298,2020,1
114300_2020,114300,2020,1
114301_2020,114301,2020,1
114303_2020,114303,2020,1
114304_2020,114304,2020,1
114305_2020,114305,2020,1
114308_2020,114308,2020,0
114309_2020,114309,2020,1
114310_2020,114310,2020,1
114311_2020,114311,2020,1
114313_2020,114313,2020,1
114314_2020,114314,2020,1
114315_2020,114315,2020,1
114316_2020,114316,2020,1
114317_2020,114317,2020,1
114318_2020,114318,2020,1
114319_2020,114319,2020,1
114320_2020,114320,2020,1
114321_2020,114321,2020,1
114322_2020,114322,2020,1
114323_2020,114323,2020,1
114324_2020,114324,2020,1
114325_2020,114325,2020,1
114326_2020,114326,2020,1
114327_2020,114327,2020,1
114328_2020,114328,2020,1
114329_2020,114329,2020,1
114330_2020,114330,2020,1
114331_2020,114331,2020,1
114332_2020,114332,2020,1
114333_2020,114333,2020,1
114334_2020,114334,2020,1
114335_2020,114335,2020,1
114336_2020,114336,2020,1
114337_2020,114337,2020,1
114338_2020,114338,2020,1
114339_2020,114339,2020,1
114340_2020,114340,2020,1
114341_2020,114341,2020,1
114343_2020,114343,2020,1
114344_2020,114344,2020,1
114346_2020,114346,2020,1
114347_2020,114347,2020,1
114348_2020,114348,2020,1
114349_2020,114349,2020,1
114350_2020,114350,2020,1
114351_2020,114351,2020,1
114352_2020,114352,2020,1
114353_2020,114353,2020,1
114354_2020,114354,2020,1
114355_2020,114355,2020,1
114356_2020,114356,2020,1
114357_2020,114357,2020,1
114358_2020,114358,2020,1
114359_2020,114359,2020,1
114360_2020,114360,2020,1
114361_2020,114361,2020,1
114362_2020,114362,2020,1
114363_2020,114363,2020,1
114364_2020,114364,2020,1
114366_2020,114366,2020,1
114367_2020,114367,2020,1
114368_2020,114368,2020,1
114369_2020,114369,2020,1
114370_2020,114370,2020,1
114371_2020,114371,2020,1
114373_2020,114373,2020,1
114376_2020,114376,2020,0
114377_2020,114377,2020,1
114378_2020,114378,2020,1
114379_2020,114379,2020,1
114380_2020,114380,2020,1
114381_2020,114381,2020,1
114382_2020,114382,2020,1
114384_2020,114384,2020,1
114385_2020,114385,2020,1
114388_2020,114388,2020,1
114389_2020,114389,2020,1
114390_2020,114390,2020,1
114392_2020,114392,2020,1
114396_2020,114396,2020,1
114397_2020,114397,2020,1
114398_2020,114398,2020,1
114399_2020,114399,2020,1
114401_2020,114401,2020,1
115001_2020,115001,2020,2
115002_2020,115002,2020,2
115003_2020,115003,2020,2
115004_2020,115004,2020,2
115005_2020,115005,2020,2
115007_2020,115007,2020,2
115008_2020,115008,2020,2
115009_2020,115009,2020,2
115012_2020,115012,2020,2
115013_2020,115013,2020,2
115014_2020,115014,2020,2
115015_2020,115015,2020,2
115016_2020,115016,2020,2
115017_2020,115017,2020,2
115018_2020,115018,2020,2
115020_2020,115020,2020,2
115022_2020,115022,2020,2
115023_2020,115023,2020,2
115024_2020,115024,2020,2
115026_2020,115026,2020,2
115028_2020,115028,2020,2
115030_2020,115030,2020,2
115031_2020,115031,2020,2
115032_2020,115032,2020,2
115033_2020,115033,2020,2
115034_2020,115034,2020,2
115035_2020,115035,2020,2
115036_2020,115036,2020,2
115037_2020,115037,2020,2
115038_2020,115038,2020,2
115039_2020,115039,2020,2
115042_2020,115042,2020,2
115043_2020,115043,2020,2
115044_2020,115044,2020,2
115045_2020,115045,2020,2
115046_2020,115046,2020,2
115049_2020,115049,2020,2
115052_2020,115052,2020,2
115055_2020,115055,2020,2
115058_2020,115058,2020,2
115059_2020,115059,2020,2
115063_2020,115063,2020,2
115064_2020,115064,2020,2
115065_2020,115065,2020,2
115066_2020,115066,2020,2
115067_2020,115067,2020,2
115068_2020,115068,2020,2
115069_2020,115069,2020,2
115070_2020,115070,2020,2
115071_2020,115071,2020,2
115072_2020,115072,2020,2
115073_2020,115073,2020,1
115074_2020,115074,2020,2
115076_2020,115076,2020,1
115077_2020,115077,2020,1
115078_2020,115078,2020,1
115079_2020,115079,2020,1
115080_2020,115080,2020,1
115081_2020,115081,2020,2
115082_2020,115082,2020,2
115083_2020,115083,2020,2
115084_2020,115084,2020,2
115085_2020,115085,2020,2
115086_2020,115086,2020,2
115087_2020,115087,2020,2
115088_2020,115088,2020,2
115089_2020,115089,2020,2
115091_2020,115091,2020,2
115094_2020,115094,2020,2
115095_2020,115095,2020,2
115096_2020,115096,2020,2
115097_2020,115097,2020,2
115098_2020,115098,2020,2
115099_2020,115099,2020,2
115100_2020,115100,2020,2
115104_2020,115104,2020,2
115105_2020,115105,2020,2
115106_2020,115106,2020,2
115107_2020,115107,2020,2
115108_2020,115108,2020,2
115109_2020,115109,2020,2
115111_2020,115111,2020,2
115112_2020,115112,2020,2
115113_2020,115113,2020,2
115114_2020,115114,2020,2
115115_2020,115115,2020,2
115116_2020,115116,2020,2
115117_2020,115117,2020,2
115118_2020,115118,2020,2
115119_2020,115119,2020,2
115120_2020,115120,2020,2
115122_2020,115122,2020,2
115123_2020,115123,2020,2
115124_2020,115124,2020,2
115125_2020,115125,2020,2
115126_2020,115126,2020,2
115127_2020,115127,2020,2
115129_2020,115129,2020,1
115130_2020,115130,2020,1
115131_2020,115131,2020,1
115132_2020,115132,2020,1
115133_2020,115133,2020,2
115134_2020,115134,2020,2
115135_2020,115135,2020,2
115136_2020,115136,2020,1
115137_2020,115137,2020,1
115138_2020,115138,2020,1
115140_2020,115140,2020,1
115141_2020,115141,2020,1
115142_2020,115142,2020,1
115143_2020,115143,2020,1
115144_2020,115144,2020,1
115145_2020,115145,2020,1
115147_2020,115147,2020,1
115148_2020,115148,2020,1
115149_2020,115149,2020,1
115150_2020,115150,2020,1
115151_2020,115151,2020,1
115152_2020,115152,2020,1
115153_2020,115153,2020,1
115154_2020,115154,2020,1
115155_2020,115155,2020,1
115157_2020,115157,2020,1
115158_2020,115158,2020,1
115159_2020,115159,2020,1
115160_2020,115160,2020,1
115161_2020,115161,2020,1
115162_2020,115162,2020,1
115163_2020,115163,2020,1
115164_2020,115164,2020,1
115165_2020,115165,2020,1
115166_2020,115166,2020,1
115168_2020,115168,2020,1
115170_2020,115170,2020,1
115171_2020,115171,2020,1
115172_2020,115172,2020,1
115173_2020,115173,2020,1
115174_2020,115174,2020,1
115175_2020,115175,2020,1
115177_2020,115177,2020,1
115178_2020,115178,2020,1
115179_2020,115179,2020,1
115180_2020,115180,2020,1
115181_2020,115181,2020,1
115182_2020,115182,2020,1
115183_2020,115183,2020,1
115184_2020,115184,2020,1
115185_2020,115185,2020,1
115186_2020,115186,2020,1
115187_2020,115187,2020,1
115188_2020,115188,2020,1
115189_2020,115189,2020,1
115190_2020,115190,2020,1
115191_2020,115191,2020,1
115192_2020,115192,2020,1
115193_2020,115193,2020,1
115194_2020,115194,2020,1
115195_2020,115195,2020,1
115196_2020,115196,2020,1
115197_2020,115197,2020,1
115198_2020,115198,2020,1
115199_2020,115199,2020,1
115200_2020,115200,2020,1
