Unnamed: 0,ResidencialPopularHor_pct,EnsinoSuperiorCompleto,ResidencialAltoPadraoVert,cr_1_pct,ComercioServicos,concentracaoStartups,ConcentracaoAreaVerde,ConcentracaoIES,SemBaldeacao,EnsinoMedioCompleto,2a5SalariosMinimos,cr_3_pct,EmpresaMedioPorte,ResidencialAltoPadraoHor_pct,DeslocamentoCaminhada,NaoMapeado,Maisde65anos,EmpresaPequenoPorte,AreaOcupada,Masculino,DistanciaTransportePublico,18a29anos,DeslocamentoBicicleta,Maisde10SalariosMinimos,MestradoDoutoradoCompleto,5a10SalariosMinimos,DistanciaPatrimonioHistorico,OrigemMotivoTrabalhoComercioServico,TO,DestinoMotivoEducacao,OrigemMotivotrabalhoindustria,ResidencialAltoPadraoVert_pct,NumerodePavimentos,TempoMediodeViagem,ComercioServicos_pct,Estrangeira,Numero_Viagens,DistanciaAreasVerdes,EmpresaGrandePorte,Ate2SalariosMinimos,ResidencialPopularVert,DestinoMotivoResidencia,Brasileira,cr_4_pct,Terreno_pct,ResidencialPopularHor,30a39anos,DestinoMotivoOutros,CA,ResidencialMedioPadraoVert,ValorTerrenoM2,OutrosUsos_pct,densidade_hec,50a64anos,cr_5_pct,Maisde2Baldeacoes,ResidencialPopularVert_pct,cont_aceleradora,FracaoIdeal,AreaConstruida,ConcentracaoPatrimonioHistorico,AreadaQuadra,ConcentracaoBOs,Terreno,DeslocamentoTansporteColetivo,Feminino,40a49anos,OutrosUsos,OrigemMotivoEducacao,DistanciaStartup,DestinoMotivotrabalhoindustria,ResidencialAltoPadraoHor,ValorConstrucaoM2,1Baldeacao,ResidencialMedioPadraoHor,UsoTotal,OrigemMotivoOutros,ResidencialMedioPadraoVert_pct,Caminhada,DestinoMotivoTrabalhoComercioServico,DistanciaAceleradoraIncubadora,DeslocamentoVeiculoIndividual,cr_2_pct,OrigemMotivoResidencia,ResidencialMedioPadraoHor_pct
1.0,0.12157270576950929,-0.40126546986342165,,,-0.000726836489369096,,,,0.30797840018322886,-0.33361466023188546,-0.5238967817740001,0.10935481918268067,-0.29967166055271466,,0.3591251043059975,-0.6641500265204385,-0.29138096564750876,-0.37281462266892884,0.20380503153783336,-0.3453166928143917,0.3092129987538989,-0.35560155094794216,0.00046932728056807974,-0.12232054620611323,-0.5987314714166988,-0.3764781699957872,0.07014497001141203,0.2987426094499032,-0.2983108434072949,0.3015602642699988,0.24737310167199178,,-0.16650474262226314,0.6865248461615556,-0.05672708076983093,-0.15726773141870512,0.033526730335547136,-0.002900832578781414,-0.3365300160723796,-0.6488838062471333,,0.3026848145551602,-0.3443743531577874,0.2231251441611021,0.19742988074713905,0.21455378280964746,-0.33959337288585595,-0.1588495643299989,-0.6815129697639558,,-0.7421007766345309,0.2191749628030934,0.04714525200078583,-0.32351958974722383,,-0.03884056666064522,,,,-0.6428516177185019,,0.2850447536147914,0.04479247113190278,0.2788444649546141,0.23282688443593283,-0.326257816128064,-0.3047801838294215,0.24877552033637143,0.30903914615727474,0.4865166710427196,0.08478312758261626,,-0.8426264294473343,0.13360099874519346,0.008936948737006721,0.10259268596530162,-0.015276564075836416,,0.22888608292008725,0.1462031896757176,0.07073219572411461,0.2517118017087823,-0.41768483201922996,0.2598869904941315,-0.13986386721995664
0.12157270576950929,1.0,-0.09477998905686141,,,-0.2733044263549268,,,,0.08757620203942168,-0.07632446054602172,-0.14945969793929414,-0.23564178189358242,-0.10027235498350512,,0.3500322271763848,0.008233905786966228,-0.10602052633357584,-0.09536964426490704,-0.1119639004759745,-0.10174585727697111,0.27716708379733046,-0.101055298142428,0.06754482463876754,-0.05349956334876425,-0.11792753175828911,-0.12608164275701758,0.39729022964682414,0.2778913355874566,-0.17319186428148098,0.2905752893537999,0.2837150817278031,,-0.3238416889616824,-0.06950465630708724,-0.2531968390391177,-0.04851512024805853,0.2728111491619311,-0.04352284992195275,-0.1009995901767812,-0.11117123083307885,,0.3483217544000507,-0.10027516186971225,0.32551398431273215,0.11417445505582306,0.7196749911256679,-0.10381498286950672,0.006249016808566652,-0.07374599096865986,,-0.3320743165797212,-0.1983625128303101,0.34928271794817295,-0.10156675551567217,,0.21972921537085902,,,,-0.15096922849802666,,-0.07777122649611984,-0.04651577215324982,0.09038067653471955,0.25225977917182507,-0.09674940685472785,-0.09639599489917518,-0.16553706317699504,0.355742976481386,0.39812643776191936,-0.08767172416192141,,-0.21441786720023465,0.20873186529358428,-0.06621562506386844,-0.15019136674163516,0.23363840251410772,,0.38268841063317244,-0.11580719384236594,0.3460578040502935,-0.07243165910359144,-0.18467397071258992,0.1067452731411713,-0.04569272358755222
-0.40126546986342165,-0.09477998905686141,1.0,,,0.07899834808718598,,,,-0.043109588739209656,0.8323919954300383,0.898183728337607,0.016667892812602923,0.8790997521162298,,-0.10726667653229932,0.1690904481558597,0.7836214009547326,0.8064244831176313,-0.030601091682480725,0.964570959191342,-0.1522903336368377,0.9409998421000066,0.07531220990365244,0.8673868243966772,0.6681076573680376,0.9508125124515129,-0.11860661378466189,-0.06845455449000007,0.16723139451419508,-0.058176932732310074,-0.08100294488059843,,0.1534711390922025,-0.14550464471965205,0.10154837498042343,0.84035861527211,0.0024449572606759775,0.04414980812924413,0.937629650252197,0.7414748136422977,,-0.11468085181988698,0.9627254820017616,-0.14368014305763532,-0.13309264341681865,-0.12452668179530109,0.9525596596335938,0.11559746889584692,0.22943549840292443,,0.3618098184641582,-0.12703672042721367,-0.035130224487578514,0.8930296669627795,,0.12361812681563572,,,,0.2283474288624605,,-0.08231986248580611,0.0165651146152239,-0.16072049061934512,0.0029076707165313943,0.9367522000479545,0.9342026178605946,-0.13860072521544106,-0.10998941562790344,-0.2080609348375753,0.02877030870139202,,0.36729837480667954,0.055187092236603626,-0.0340937810621789,-0.007744116964345504,-0.01126411103180619,,-0.07422335011875865,0.10120086813098521,0.004111613122022402,-0.0326092130522173,0.1725096105135376,0.023516712320973694,-0.004465037693910495
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.000726836489369096,-0.2733044263549268,0.07899834808718598,,,1.0,,,,-0.0007405088106087353,0.07556924386080704,0.0969088464685108,0.3012275653623798,0.10247015489579944,,-0.15625557477966656,-0.0487800345390649,0.11238073699352771,0.09048354592151503,0.39287806368179023,0.08847195546094062,-0.2585049977442365,0.08557379752642202,-0.028536820388549516,0.07874494665302993,0.03614487522691799,0.1037496322923958,-0.2866529485891648,-0.12063381812814793,0.323557584777546,-0.1384554555443952,-0.17143147363525404,,0.2870463381496029,0.15739279094588152,0.6963597284309349,0.06675756611217795,-0.1376633819023368,-0.011753037182100275,0.08177801088947512,0.047088390560704546,,-0.20103299688334925,0.08730874200817072,-0.3172751575550131,-0.21674020179757225,-0.057994748715781516,0.09323518817741507,0.07738816309798595,-0.05051342426637492,,0.21508693569930928,-0.05172068872887733,-0.13063858717373225,0.09741028341937123,,-0.08257234134021785,,,,0.01338063143511422,,0.24858764899718536,0.37863335946595794,-0.01798346851389769,-0.0718322634782503,0.08783628657719328,0.09005988688647376,0.1819705845963177,-0.20405891999380218,-0.23243895516445898,0.04931779689867133,,0.10307520156884334,-0.03769479127297822,0.21497881613317696,0.4242727942965467,-0.11764804151151302,,-0.1866123369887874,0.18886797324168636,-0.3055665548755501,0.07873511673896558,0.22875792623736288,0.03255227986930181,-0.15129032679555296
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.30797840018322886,0.08757620203942168,-0.043109588739209656,,,-0.0007405088106087353,,,,1.0,-0.052059874270508,-0.11702680357529895,0.187054880520574,-0.035817504511617464,,0.6475325156452052,-0.39937713140912046,-0.04253558192808391,-0.06467595577316904,0.052301421718961884,-0.03323359538608131,0.1076242823179403,-0.03783683079614465,0.2564090187165569,0.03291132273854362,-0.16527798970407884,-0.04219324383009101,0.03403750893047302,0.8113154018982645,-0.07917964224168536,0.7380354353688379,0.5730769607594252,,-0.04492527043517405,0.5314809631828844,-0.0283761648521019,0.022931624127155024,0.7434338870849948,0.07347223919768082,-0.039109819613345496,-0.18536754637087452,,0.7292138055982208,-0.039075805682900935,0.04269026770065483,0.018717855125432854,0.09599766557321714,-0.04123055592636034,0.4750636611571531,-0.4186724938813362,,-0.37164169267056973,-0.009422982731417355,0.12224036214389028,-0.04629831273477179,,0.4993739089398763,,,,-0.42964827660975147,,0.07357359453985574,0.01161573454442189,0.04855560480008317,0.8412908110871141,-0.04467232426243539,-0.037753973832116726,0.036744042578539166,0.7036800510176906,0.10518628154714889,0.4445658707748745,,-0.4044076211499528,0.6880547718888373,0.08107727983224582,0.02551654466555084,0.5978888509137381,,0.6068125837745761,0.6934703213447586,0.13546265452834694,0.8775806443775716,-0.22785058491977764,0.8859669596512088,0.04720922634378581
