variavel,cluster,n,missings,media,mediana,desvio_padrao,p25,p75,minimo,maximo,coef_var,shapiro_p
OutrosUsos,2,5848,0,3.389107387140903,2.0,4.08921870516898,0.0,5.0,0.0,12.5,1.206576905967769,0.0
OutrosUsos_pct,2,5848,0,0.07650991792065663,0.02,0.11614972631624622,0.0,0.09,0.0,0.35,1.5181002603701315,0.0
ResidencialAltoPadraoHor,2,5848,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ResidencialAltoPadraoHor_pct,2,5848,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ResidencialAltoPadraoVert,2,5848,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ResidencialAltoPadraoVert_pct,2,5848,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ResidencialMedioPadraoHor,2,5848,0,18.525051299589602,13.0,19.122053043596512,2.0,29.0,0.0,73.5,1.0322267255486701,0.0
ResidencialMedioPadraoHor_pct,2,5848,0,0.2781908344733242,0.14,0.30266375099330606,0.02,0.51,0.0,1.0,1.087971685214987,0.0
ResidencialMedioPadraoVert,2,5848,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ResidencialMedioPadraoVert_pct,2,5848,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ResidencialPopularHor,2,5848,0,1.230249658002736,0.0,3.2296307211117443,0.0,1.0,0.0,27.5,2.6251831895283173,0.0
ResidencialPopularHor_pct,2,5848,0,0.019935020519835842,0.0,0.057934895178314766,0.0,0.01,0.0,0.57,2.90618688456669,0.0
ResidencialPopularVert,2,5848,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ResidencialPopularVert_pct,2,5848,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
SemBaldeacao,2,5848,0,34630.03542591492,29003.9115385,25109.199421576475,14488.514211004174,47649.49646575,890.6817963368711,103383.96016443284,0.7250699894689205,0.0
TO,2,5848,0,0.5310068255904774,0.5390437593233925,0.1654205102243095,0.4306674932837363,0.6421658818216431,0.0,0.9170784015933237,0.31152238022621004,1.8498609944868147e-23
TempoMediodeViagem,2,5848,0,8932.82645888488,8532.0,8966.98321611624,22.67352187788696,16271.0,14.714739782714988,24281.5,1.0038237345579895,0.0
Terreno,2,5848,0,0.9791381668946648,0.0,1.9421888765905289,0.0,1.0,0.0,10.0,1.9835697782573198,0.0
Terreno_pct,2,5848,0,0.01725547195622435,0.0,0.03810053115882976,0.0,0.01,0.0,0.175,2.2080260253377904,0.0
Unnamed: 0,2,5848,0,107047.59798221615,95040.0,84741.49616573546,47736.75,145015.5,19.0,409712.0,0.7916244527019989,5.605193857299268e-45
UsoTotal,2,5848,0,87.26752735978113,66.0,62.6878599007577,31.0,171.5,0.0,171.5,0.7183411951425196,0.0
ValorConstrucaoM2,2,5848,0,1753.5044644609725,1816.0,923.3549135956339,959.75,2609.0,0.0,3021.825,0.5265768820722525,6.866362475191604e-44
ValorTerrenoM2,2,5848,0,1433.2918530601312,1769.395,530.9513440694818,1163.5,1769.395,25.0,1769.395,0.3704418907676626,0.0
concentracaoStartups,2,5848,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
cont_aceleradora,2,5848,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
cr_1_pct,2,5848,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
cr_2_pct,2,5848,0,0.06137824897400821,0.04,0.0610963784169263,0.0,0.14,0.0,0.15,0.9954076474680587,0.0
cr_3_pct,2,5848,0,0.1776829685362517,0.08,0.2084608930737624,0.0,0.33,0.0,0.625,1.1732182031348224,0.0
cr_4_pct,2,5848,0,0.6259806771545827,0.65,0.2904311712486404,0.4,0.9,0.125,1.0,0.46396187909314635,0.0
cr_5_pct,2,5848,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
densidade_hec,2,5843,5,104.33193549723156,79.9575245046099,86.98651477401117,38.814878863874,138.8079045373565,0.0,342.38485311570173,0.8337477337063238,0.0
18a29anos,3,3221,9503,546.3877677739832,578.0,275.7743094920048,285.0,814.5,3.0,814.5,0.504722700172308,0.0
1Baldeacao,3,12724,0,6121.81567471256,3994.0480423849017,5909.257867397559,1293.65268940492,9798.073201147055,0.0,20814.3720975,0.9652786332340884,0.0
2a5SalariosMinimos,3,3221,9503,488.4335610058988,606.5,187.73966114568964,442.0,606.5,5.0,606.5,0.38437092807269707,0.0
30a39anos,3,3221,9503,767.5558832660664,853.0,361.61120229833057,516.0,1158.0,1.0,1158.0,0.4711203577251212,5.184804318001823e-44
40a49anos,3,3221,9503,438.4827693262962,491.0,215.71151283190449,266.0,690.0,1.0,690.0,0.49194980492239854,1.3504313300698262e-41
50a64anos,3,3221,9503,240.3340577460416,312.0,114.06660097382763,117.0,336.0,0.0,336.0,0.4746168813675196,0.0
5a10SalariosMinimos,3,3221,9503,555.8750388078237,649.0,242.49353705488778,307.0,776.0,0.0,776.0,0.43623749966352116,0.0
AreaConstruida,3,12724,0,1342.0890836215026,1659.5,582.7363451698375,1475.5,1659.5,0.0,1659.5,0.43420094260611797,0.0
AreaOcupada,3,12724,0,10245.215592963817,4889.0,11720.885028222821,2347.0,13265.0,0.0,35791.5,1.1440349811938033,0.0
AreadaQuadra,3,12724,0,23423.30808847551,10452.5,28883.553234648647,5340.75,26911.5,43.0,98322.0,1.2331116136776439,0.0
Ate2SalariosMinimos,3,3221,9503,167.4587084756287,230.5,82.64851869396479,94.0,230.5,0.0,230.5,0.49354565938261213,0.0
Brasileira,3,3221,9503,2120.47283452344,2361.0,953.3706649594772,1540.0,3197.0,5.0,3197.0,0.44960286660486265,1.471363387541058e-42
CA,3,12724,0,0.1277473354801905,0.1574117119994697,0.056176555082411,0.1574117119994697,0.1574117119994697,0.0,0.1574117119994697,0.4397473721956587,0.0
Caminhada,3,12724,0,18111.907547423776,15217.71142913829,13326.605293932802,7952.065806129222,24433.127925340912,0.0,69010.91864267632,0.7357924756980315,0.0
ComercioServicos,3,12724,0,3.978230116315624,2.0,4.188205460592139,0.0,10.0,0.0,10.0,1.0527810956473729,0.0
ComercioServicos_pct,3,12724,0,0.08095095881798177,0.04,0.0902173196915429,0.0,0.18,0.0,0.225,1.1144688217269487,0.0
ConcentracaoAreaVerde,3,12724,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ConcentracaoBOs,3,12724,0,3612.15899088337,0.0,7798.563521161283,0.0,223.75,0.0,23398.5,2.1589757097746434,0.0
ConcentracaoIES,3,12724,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ConcentracaoPatrimonioHistorico,3,12724,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
DeslocamentoBicicleta,3,12724,0,246.84279166926382,0.0,460.1820399986614,0.0,247.6127956018,0.0,1789.6647999999998,1.8642717370302777,0.0
DeslocamentoCaminhada,3,12724,0,11578.142585906446,8116.107800631628,10416.56885170543,4333.182006497887,15334.571034,0.0,56957.19017,0.8996752954472207,0.0
DeslocamentoTansporteColetivo,3,12724,0,19940.84130456514,13755.060349447724,17185.03175312869,5200.51725537335,30837.94593202354,123.06280457332302,72290.23048000001,0.8618007380257546,0.0
DeslocamentoVeiculoIndividual,3,12724,0,12840.086357891114,9877.812755957071,9729.809606253213,7523.77404048239,15681.791362367416,409.0542324410381,58918.3919795,0.7577682373042279,0.0
DestinoMotivoEducacao,3,12724,0,5920.199268520928,4905.816939914188,5299.675865641506,2240.0173868589222,7826.297502506047,151.3606176067628,43042.32096900001,0.8951853857050237,0.0
DestinoMotivoOutros,3,12724,0,12168.26147581553,10896.6109165815,7237.50608699958,6870.550833346082,17148.010167,512.2908836765743,27674.6596675,0.5947855493888057,3.2229864679470793e-44
DestinoMotivoResidencia,3,12724,0,17761.391518979184,14048.008121925006,12247.157525217299,9242.854937577382,27747.19560742902,0.0,67704.7503564049,0.6895381767881433,0.0
DestinoMotivoTrabalhoComercioServico,3,12724,0,11209.062023918003,7419.788132415524,9733.561111900886,4256.307673009373,14658.101381,214.5315005272488,35995.05335999999,0.8683653539548021,0.0
DestinoMotivotrabalhoindustria,3,12724,0,1179.7482134822096,694.9419685068633,1331.9559992906343,347.2226422050676,1509.076405,0.0,6447.925698519884,1.1290171784699379,0.0
DistanciaAceleradoraIncubadora,3,12724,0,47.41286910921596,0.0,93.19377538013715,0.0,22.064070049195,0.0,349.895995158399,1.9655797493601257,0.0
DistanciaAreasVerdes,3,12724,0,295.2139282730214,0.0,595.4432504931166,0.0,144.348452290559,0.0,3744.9434921984935,2.016989015309723,0.0
DistanciaPatrimonioHistorico,3,12724,0,89.12365027577226,0.0,260.2528751148675,0.0,2.2391397296005e-09,0.0,3003.09778623376,2.9201325833218896,0.0
DistanciaStartup,3,12724,0,28.596909421393477,0.0,58.72816618908198,0.0,0.0,0.0,199.723434322718,2.0536543066135384,0.0
DistanciaTransportePublico,3,12407,317,1340.6600357007733,777.852740340994,1442.9033117891518,428.08544069365,1505.66422733647,20.1974170682398,6321.666480570331,1.0762633877088275,0.0
EmpresaGrandePorte,3,3221,9503,1120.0110214219187,1373.0,590.5952790632368,638.0,1734.0,0.0,1734.0,0.5273120244061902,0.0
EmpresaMedioPorte,3,3221,9503,779.3978578081342,819.0,341.1495832713503,639.0,1110.5,4.0,1110.5,0.43770916208411204,0.0
EmpresaPequenoPorte,3,3221,9503,158.79152437131324,211.0,74.99918686643045,90.0,218.0,1.0,218.0,0.47231227965955314,0.0
EnsinoMedioCompleto,3,3221,9503,188.5502949394598,211.0,118.67388682323053,67.0,332.5,0.0,332.5,0.6294017564986288,0.0
EnsinoSuperiorCompleto,3,3221,9503,1632.6792145296492,1771.0,728.1706687191506,1126.0,2342.75,0.0,2342.75,0.4459973902031489,0.0
Estrangeira,3,3221,9503,25.18410431542999,23.0,16.56031889321628,11.0,42.0,0.0,47.25,0.657570294571484,4.203895392974451e-45
Feminino,3,3221,9503,712.0897236882955,735.0,322.39289813368146,543.0,1094.0,4.0,1102.0,0.45274196131329536,1.589212588390775e-41
FracaoIdeal,3,12724,0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,
Maisde10SalariosMinimos,3,3221,9503,654.2204284383731,445.0,431.7477292433324,365.0,1180.0,0.0,1237.0,0.659942292346199,0.0
Maisde2Baldeacoes,3,12724,0,2158.8186328683937,993.3181923584876,2693.216016073176,149.5506138688,3259.525702,0.0,8393.1915,1.2475415836552863,0.0
Maisde65anos,3,3221,9503,26.41912449549829,35.0,11.772819547704731,14.0,35.0,0.0,35.0,0.44561732353056477,0.0
Masculino,3,3221,9503,1419.1102142191867,1578.0,638.7246779689814,1002.0,2089.0,1.0,2089.0,0.4500881408428282,5.605193857299268e-45
MestradoDoutoradoCompleto,3,3221,9503,38.36370692331574,47.5,17.404755608949074,47.5,47.5,0.0,47.5,0.4536776293213533,0.0
NaoMapeado,3,12724,0,2193.867905429924,2674.602975,901.9979529801177,2135.0529685702,2674.602975,0.0,2674.602975,0.41114506062449396,0.0
Numero_Viagens,3,12724,0,65619.68384123001,55110.31751429648,42914.50221823153,32138.116514561945,96688.30881310743,2760.7724378094254,188470.121521,0.6539882502644364,7.006492321624085e-45
NumerodePavimentos,3,12724,0,1.7679507043307736,1.0,1.1532365512261011,1.0,3.0,0.0,3.5,0.6523013047824987,0.0
OrigemMotivoEducacao,3,12724,0,5641.722582188516,4815.494707606569,4715.890564411818,2258.30251409834,6918.3819074565135,0.0,28837.334973786423,0.8358955081025,0.0
OrigemMotivoOutros,3,12724,0,11570.358805086478,9480.9629735472,6872.155725127996,6766.997003,16393.623806405583,496.16114493174,30404.07572,0.5939449105162502,4.203895392974451e-44
OrigemMotivoResidencia,3,12724,0,22863.97636900778,17894.027899,19234.25397273729,9242.854937577382,30924.35333451831,606.2861702836681,87281.66385849999,0.8412471069034783,0.0
OrigemMotivoTrabalhoComercioServico,3,12724,0,9543.228974901569,7169.3582180045005,7222.991574779424,4200.459418083815,13544.448019,0.0,40343.964623,0.7568708236777818,0.0
OrigemMotivotrabalhoindustria,3,12724,0,988.730368827809,675.3616371678165,968.9829021146867,333.80114636855006,1237.8598350484708,0.0,5738.359254,0.9800274500149784,0.0
OutrosUsos,3,12724,0,1.7158126375353662,1.0,2.9449530467366234,0.0,2.0,0.0,12.5,1.7163605059855624,0.0
OutrosUsos_pct,3,12724,0,0.042890600440113176,0.0,0.09005106698119485,0.0,0.03,0.0,0.35,2.0995524906891982,0.0
ResidencialAltoPadraoHor,3,12724,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ResidencialAltoPadraoHor_pct,3,12724,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ResidencialAltoPadraoVert,3,12724,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ResidencialAltoPadraoVert_pct,3,12724,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ResidencialMedioPadraoHor,3,12724,0,17.840341087708268,12.0,19.514762040783552,1.0,28.0,0.0,73.5,1.093855882286294,0.0
ResidencialMedioPadraoHor_pct,3,12724,0,0.35377161270040863,0.25,0.3440454617542805,0.01,0.68,0.0,1.0,0.9725072600599961,0.0
ResidencialMedioPadraoVert,3,12724,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ResidencialMedioPadraoVert_pct,3,12724,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ResidencialPopularHor,3,12724,0,3.245598868280415,0.0,6.349373885158262,0.0,3.0,0.0,27.5,1.9563027172616347,0.0
ResidencialPopularHor_pct,3,12724,0,0.08272712983338572,0.0,0.16430216999451683,0.0,0.07,0.0,0.6,1.9860736172695108,0.0
ResidencialPopularVert,3,12724,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ResidencialPopularVert_pct,3,12724,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
SemBaldeacao,3,12724,0,24273.378353098098,19577.57002052131,17430.841680042624,13066.560030817627,34865.12250422226,756.810943180291,103383.96016443284,0.7181053014739444,0.0
TO,3,12724,0,0.5039541557073586,0.5295920208978628,0.2156847636893891,0.39000758535972946,0.6467239416209503,0.0,0.9170784015933237,0.4279848895910985,5.900368180013548e-33
TempoMediodeViagem,3,12724,0,2597.770051561183,27.699430199430203,6722.159892811345,22.70034306195597,39.37592361055093,14.71473978271499,24281.5,2.5876654820820364,0.0
Terreno,3,12724,0,1.5161112857591952,0.0,2.602420550329188,0.0,2.0,0.0,10.0,1.7165102422056187,0.0
Terreno_pct,3,12724,0,0.033881640993398306,0.0,0.0585911555166935,0.0,0.04,0.0,0.175,1.7292891902169005,0.0
Unnamed: 0,3,12724,0,56767.954731216596,49365.5,47139.17840968355,22819.75,78708.25,16.0,409691.0,0.8303835963947772,0.0
UsoTotal,3,12724,0,70.0748978308708,43.0,62.20149441611574,21.0,128.25,0.0,171.5,0.8876430268402545,0.0
ValorConstrucaoM2,3,12724,0,1849.302020578586,1871.0,788.5084707370271,1362.0,2609.0,0.0,3021.825,0.4263816628991346,1.0575599510259394e-41
ValorTerrenoM2,3,12724,0,1278.2229854677698,1642.0,572.2058296862562,794.0,1769.395,77.0,1769.395,0.4476572837382169,0.0
concentracaoStartups,3,12724,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
cont_aceleradora,3,12724,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
cr_1_pct,3,12416,308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
cr_2_pct,3,12416,308,0.08182345360824742,0.09,0.06682158487660664,0.0,0.15,0.0,0.15,0.8166556400385346,0.0
cr_3_pct,3,12416,308,0.08715085373711341,0.0,0.19102804656695105,0.0,0.0,0.0,0.625,2.191923984395821,0.0
cr_4_pct,3,12416,308,0.6462318782216495,0.75,0.3430274565662763,0.31,1.0,0.125,1.0,0.5308117227368071,0.0
cr_5_pct,3,12416,308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
densidade_hec,3,12706,18,115.87670809374289,97.33401017807816,90.31573649595593,45.1048396796902,162.63908813793574,0.0,342.38485311570173,0.7794123424950212,0.0
