cluster,var_x,var_y,rho,p
0,30a39anos,DistanciaTransportePublico,-0.13153566884664308,0.0
0,30a39anos,EmpresaGrandePorte,0.9345633810396069,0.0
0,30a39anos,EmpresaMedioPorte,0.9402638976507339,0.0
0,30a39anos,EmpresaPequenoPorte,0.8491127505804917,0.0
0,30a39anos,EnsinoMedioCompleto,0.733136487729732,0.0
0,30a39anos,EnsinoSuperiorCompleto,0.8023005945950199,0.0
0,30a39anos,Estrangeira,0.8884347961395774,0.0
0,30a39anos,Feminino,0.9773793551115401,0.0
0,30a39anos,FracaoIdeal,,
0,30a39anos,Maisde10SalariosMinimos,0.9037983223256769,0.0
0,30a39anos,Maisde2Baldeacoes,0.07631530653594841,0.0
0,30a39anos,Maisde65anos,0.8455363845018162,0.0
0,30a39anos,Masculino,0.9876893817053624,0.0
0,30a39anos,MestradoDoutoradoCompleto,0.47615834847294936,0.0
0,30a39anos,NaoMapeado,0.06975657760464549,0.0
0,30a39anos,Numero_Viagens,-0.010099876713579158,1.5489595681625239e-09
0,30a39anos,NumerodePavimentos,0.14497550138634882,0.0
0,30a39anos,OrigemMotivoEducacao,-0.15276237459640418,0.0
0,30a39anos,OrigemMotivoOutros,0.020805346601312256,1.5553827499233476e-35
0,30a39anos,OrigemMotivoResidencia,0.04060537288919157,2.5478113605266663e-130
0,30a39anos,OrigemMotivoTrabalhoComercioServico,-0.0748514483619512,0.0
0,30a39anos,OrigemMotivotrabalhoindustria,-0.132267615175238,0.0
0,30a39anos,OutrosUsos,-0.08901632489668326,0.0
0,30a39anos,OutrosUsos_pct,-0.09614737106380358,0.0
0,30a39anos,ResidencialAltoPadraoHor,,
0,30a39anos,ResidencialAltoPadraoHor_pct,,
0,30a39anos,ResidencialAltoPadraoVert,,
0,30a39anos,ResidencialAltoPadraoVert_pct,,
0,30a39anos,ResidencialMedioPadraoHor,0.011898446176130032,1.1215503044509534e-12
0,30a39anos,ResidencialMedioPadraoHor_pct,0.033403968060306606,8.415055015167103e-89
0,30a39anos,ResidencialMedioPadraoVert,,
0,30a39anos,ResidencialMedioPadraoVert_pct,,
0,30a39anos,ResidencialPopularHor,-0.13587355108247326,0.0
0,30a39anos,ResidencialPopularHor_pct,-0.12495859445743797,0.0
0,30a39anos,ResidencialPopularVert,,
0,30a39anos,ResidencialPopularVert_pct,,
0,30a39anos,SemBaldeacao,-0.007290674150736111,1.3043256525415244e-05
0,30a39anos,TO,0.17662987929729765,0.0
0,30a39anos,TempoMediodeViagem,-0.0770923685448895,0.0
0,30a39anos,Terreno,-0.16570859912770686,0.0
0,30a39anos,Terreno_pct,-0.16990214214223523,0.0
0,30a39anos,Unnamed: 0,-0.29918910414430366,0.0
0,30a39anos,UsoTotal,-0.011931038748541338,9.735734044036988e-13
0,30a39anos,ValorConstrucaoM2,0.2928765724739758,0.0
0,30a39anos,ValorTerrenoM2,0.33241178676862837,0.0
0,30a39anos,concentracaoStartups,,
0,30a39anos,cont_aceleradora,,
0,30a39anos,cr_1_pct,,
0,30a39anos,cr_2_pct,0.16274607448686426,0.0
0,30a39anos,cr_3_pct,0.015578644607529057,1.2137145445526618e-20
0,30a39anos,cr_4_pct,-0.1472505600593165,0.0
0,30a39anos,cr_5_pct,,
0,30a39anos,densidade_hec,-0.05469847309752633,3.938442661108005e-234
0,40a49anos,50a64anos,0.9691484588861575,0.0
0,40a49anos,5a10SalariosMinimos,0.9372788824941332,0.0
0,40a49anos,AreaConstruida,0.25111812180909354,0.0
0,40a49anos,AreaOcupada,0.022682327520470724,6.527735479802351e-42
0,40a49anos,AreadaQuadra,-0.054524080950930316,1.7604026742038676e-233
0,40a49anos,Ate2SalariosMinimos,0.679006497685118,0.0
0,40a49anos,Brasileira,0.9822475730860687,0.0
0,40a49anos,CA,0.18567015013956742,0.0
0,40a49anos,Caminhada,-0.11450955304325754,0.0
0,40a49anos,ComercioServicos,0.0813330488888905,0.0
0,40a49anos,ComercioServicos_pct,0.08967964520748925,0.0
0,40a49anos,ConcentracaoAreaVerde,,
0,40a49anos,ConcentracaoBOs,0.05034549000937196,2.4790150951286605e-199
0,40a49anos,ConcentracaoIES,,
0,40a49anos,ConcentracaoPatrimonioHistorico,,
0,40a49anos,DeslocamentoBicicleta,0.05748543075767341,2.455563385539471e-259
0,40a49anos,DeslocamentoCaminhada,-0.15571565721237698,0.0
0,40a49anos,DeslocamentoTansporteColetivo,-0.014644085181324188,2.0118855000453817e-18
0,40a49anos,DeslocamentoVeiculoIndividual,0.030959060661313858,1.539333385701964e-76
0,40a49anos,DestinoMotivoEducacao,-0.09831336934401756,0.0
0,40a49anos,DestinoMotivoOutros,0.13294873670411705,0.0
0,40a49anos,DestinoMotivoResidencia,-0.14837914085467133,0.0
0,40a49anos,DestinoMotivoTrabalhoComercioServico,0.13500211865020703,0.0
